spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
318,Forbidden Games,1952,René Clément,Standalone,forbidden-games-1952,5000,87,"Drama, War",France,fr,1.3531,7.776,346
317,The Tales of Hoffmann,1951,Michael Powell & Emeric Pressburger,Standalone,the-tales-of-hoffmann-1951,44334,127,"Music, Fantasy, Romance",United Kingdom,en,0.8518,7.2,88
316,Ran,1985,Akira Kurosawa,Standalone,ran-1985,11645,160,"Action, Drama, History","Japan, France",ja,5.6049,8,1770
315,Shoot the Piano Player,1960,François Truffaut,Standalone,shoot-the-piano-player-1960,1818,85,"Drama, Thriller, Crime",France,fr,1.5315,7.179,438
314,Pickpocket,1959,Robert Bresson,Standalone,pickpocket-1959,690,75,"Crime, Drama",France,fr,3.6377,7.273,557
313,Kill!,1968,Kihachi Okamoto,Rebel Samurai: Sixties Swordplay Classics,kill-1968,46570,95,"Western, Thriller",Italy,it,1.3583,5.98,74
312,Samurai Spy,1965,Masahiro Shinoda,Rebel Samurai: Sixties Swordplay Classics,samurai-spy-1965,46916,100,"Action, Drama",Japan,ja,1.5929,6.4,50
311,Sword of the Beast,1965,Hideo Gosha,Rebel Samurai: Sixties Swordplay Classics,sword-of-the-beast-1965,46917,85,"Action, Drama",Japan,ja,3.7117,7.459,73
310,Samurai Rebellion,1967,Masaki Kobayashi,Rebel Samurai: Sixties Swordplay Classics,samurai-rebellion-1967,27031,121,"Drama, History, Action",Japan,ja,2.3049,8.2,260
309,Ugetsu,1953,Kenji Mizoguchi,Standalone,ugetsu-1953,14696,96,"Fantasy, Drama, Mystery",Japan,ja,3.0993,8.008,632
308,Masculin Féminin,1966,Jean-Luc Godard,Standalone,masculin-féminin-1966,4710,105,"Drama, Romance","France, Sweden",fr,1.1276,7.208,415
307,Naked,1993,Mike Leigh,Standalone,naked-1993,21450,131,"Drama, Comedy",United Kingdom,en,4.5278,7.258,658
306,Le Samouraï,1967,Jean-Pierre Melville,Standalone,le-samouraï-1967,5511,105,"Crime, Thriller, Drama","France, Italy",fr,2.953,7.77,1231
305,Boudu Saved from Drowning,1932,Jean Renoir,Standalone,boudu-saved-from-drowning-1932,48365,84,Comedy,France,fr,0.7691,6.967,150
304,The Man Who Fell to Earth,1976,Nicolas Roeg,Standalone,the-man-who-fell-to-earth-1976,991,139,"Science Fiction, Drama, Fantasy",United Kingdom,en,2.3208,6.5,583
303,Bad Timing,1980,Nicolas Roeg,Standalone,bad-timing-1980,33214,123,"Mystery, Drama, Thriller",United Kingdom,en,1.2537,6.5,161
302,Harakiri,1962,Masaki Kobayashi,Standalone,harakiri-1962,14537,135,"Action, Drama, History",Japan,ja,7.2101,8.4,1178
301,An Angel at My Table,1990,Jane Campion,Standalone,an-angel-at-my-table-1990,2891,158,Drama,"Australia, New Zealand, United Kingdom",en,0.7537,7,182
300,The Life Aquatic with Steve Zissou,2004,Wes Anderson,The Wes Anderson Archive,the-life-aquatic-with-steve-zissou-2004,421,119,"Adventure, Comedy, Drama",United States of America,en,3.121,7.076,3123
299,Story of a Prostitute,1965,Seijun Suzuki,Standalone,story-of-a-prostitute-1965,39506,96,"Drama, Romance, War",Japan,ja,1.4935,6.5,37
298,Gate of Flesh,1964,Seijun Suzuki,Standalone,gate-of-flesh-1964,86666,90,"Drama, Crime",Japan,ja,1.9197,6.6,67
297,Au Hasard Balthazar,1966,Robert Bresson,10 Years of Rialto Pictures,au-hasard-balthazar-1966,20108,96,Drama,"France, Sweden",fr,1.7866,7.519,503
296,Le Notti Bianche,1957,Luchino Visconti,Standalone,le-notti-bianche-1957,43231,101,"Drama, Romance","France, Italy",it,2.1031,7.4,246
295,Crazed Fruit,1956,Kō Nakahira,Standalone,crazed-fruit-1956,86664,86,"Romance, Drama",Japan,ja,2.1164,6.9,46
294,The Browning Version,1951,Anthony Asquith,Standalone,the-browning-version-1951,39946,90,Drama,United Kingdom,en,0.7767,7.6,100
293,The Flowers of St. Francis,1950,Roberto Rossellini,Standalone,the-flowers-of-st-francis-1950,56518,87,"Drama, History",Italy,it,0.5682,7.143,98
292,Unfaithfully Yours,1948,Preston Sturges,Standalone,unfaithfully-yours-1948,33115,105,"Comedy, Romance",United States of America,en,0.7934,7.2,124
291,Heaven Can Wait,1943,Ernst Lubitsch,Standalone,heaven-can-wait-1943,18727,112,"Comedy, Romance, Fantasy, Drama",United States of America,en,1.2437,6.879,244
290,The Phantom of Liberty,1974,Luis Buñuel,Standalone,the-phantom-of-liberty-1974,5558,104,Comedy,France,fr,1.8004,7.449,322
289,Hoop Dreams,1994,Steve James,Standalone,hoop-dreams-1994,14275,174,Documentary,United States of America,en,0.9503,7.575,327
288,F for Fake,1973,Orson Welles,Standalone,f-for-fake-1973,43003,89,Documentary,"France, Germany, Iran",fr,1.3859,7.385,357
287,Burden of Dreams,1982,Les Blank,Standalone,burden-of-dreams-1982,42124,97,Documentary,"Peru, United States of America",en,0.9167,7.557,147
286,Divorce Italian Style,1961,Pietro Germi,Standalone,divorce-italian-style-1961,20271,104,"Comedy, Crime",Italy,it,1.398,7.877,522
285,Ashes and Diamonds,1958,Andrzej Wajda,Andrzej Wajda: Three War Films,ashes-and-diamonds-1958,5055,103,"Drama, War, Romance",Poland,pl,1.179,7.391,274
284,Kanal,1957,Andrzej Wajda,Andrzej Wajda: Three War Films,kanal-1957,29933,96,"War, Drama",Poland,pl,1.1818,7.7,155
283,A Generation,1955,Andrzej Wajda,Andrzej Wajda: Three War Films,a-generation-1955,43322,87,"War, Drama",Poland,pl,1.7782,7,60
281,Jules and Jim,1962,François Truffaut,Standalone,jules-and-jim-1962,1628,106,"Drama, Romance",France,fr,1.602,7.544,1043
280,The Sword of Doom,1966,Kihachi Okamoto,Standalone,the-sword-of-doom-1966,19884,122,"Action, Drama",Japan,ja,2.2548,7.717,256
279,Young Törless,1966,Volker Schlöndorff,Standalone,young-törless-1966,45694,87,Drama,"Germany, France",de,0.7611,6.6,56
278,L'Eclisse,1962,Michelangelo Antonioni,Standalone,leclisse-1962,21135,126,"Drama, Romance","France, Italy",it,2.7226,7.676,528
277,My Own Private Idaho,1991,Gun Van Sant,Standalone,my-own-private-idaho-1991,468,104,Drama,United States of America,en,3.4506,7.051,1217
276,The River,1951,Jean Renoir,Standalone,the-river-1951,45218,99,"Drama, Romance","France, India",en,2.1534,7.252,123
275,Tout Va Bien,1972,Jean-Luc Godard & Jean-Pierre Gorin,Standalone,tout-va-bien-1972,8071,95,Drama,"France, Italy",fr,1.0572,6.557,70
274,Night and the City,1950,Jules Dassin,Standalone,night-and-the-city-1950,19119,95,"Drama, Crime",United Kingdom,en,1.5623,7.5,279
273,Thieves' Highway,1949,Jules Dassin,Standalone,thieves-highway-1949,20025,94,"Drama, Crime, Thriller",United States of America,en,1.5562,7.239,113
272,La Commare Secca,1962,Bernardo Bertolucci,Standalone,la-commare-secca-1962,42999,91,"Mystery, Drama, Crime",Italy,it,0.638,6.625,76
271,Touchez Pas au Grisbi,1954,Jacques Becker,10 Years of Rialto Pictures,touchez-pas-au-grisbi-1954,27430,95,"Crime, Thriller","France, Italy",fr,1.0977,7.159,274
270,Casque d'Or,1952,Jacques Becker,Standalone,casque-dor-1952,68822,99,"Drama, Crime, Romance",France,fr,1.3188,7.353,201
269,Fighting Elegy,1966,Seijun Suzuki,Standalone,fighting-elegy-1966,42721,86,"Comedy, Drama, Action",Japan,ja,1.8912,6.9,36
268,Youth of the Beast,1963,Seijun Suzuki,Standalone,youth-of-the-beast-1963,37939,92,"Thriller, Crime, Action, Mystery",Japan,ja,1.8551,6.9,85
267,Kagemusha,1980,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,kagemusha-1980,11953,180,"Action, Drama, History, War","Japan, United States of America",ja,3.251,7.8,721
266,The King of Kings,1927,Cecil B. DeMille,Standalone,the-king-of-kings-1927,49633,155,"Drama, History",United States of America,en,0.9884,6.4,62
265,Short Cuts,1993,Robert Altman,Standalone,short-cuts-1993,695,188,"Drama, Comedy",United States of America,en,2.1581,7.208,666
264,The Making of Fanny and Alexander,1984,Ingmar Bergman,Fanny and Alexander Box Set,the-making-of-fanny-and-alexander-1984,114034,110,Documentary,Sweden,sv,0.6126,6.8,18
264,Fanny and Alexander,1984,Ingmar Bergman,Fanny and Alexander Box Set,fanny-and-alexander-1984,5961,188,"Fantasy, Drama, Mystery","Sweden, Germany, France",sv,2.2595,7.787,867
263,Fanny and Alexander,1982,Ingmar Bergman,Fanny and Alexander Box Set,fanny-and-alexander-1982,5961,188,"Fantasy, Drama, Mystery","Sweden, Germany, France",sv,2.2595,7.787,867
260,Eyes Without a Face,1960,Georges Franju,Standalone,eyes-without-a-face-1960,31417,84,"Drama, Horror, Thriller","France, Italy",fr,2.2468,7.587,794
259,Fat Girl,2001,Catherine Breillat,Standalone,fat-girl-2001,570,86,Drama,"France, Italy",fr,2.5887,6.2,249
258,Tanner '88,1988,Robert Altman,Standalone,tanner-88-1988,NA,NA,NA,NA,NA,NA,NA
257,Secret Honor,1984,Robert Altman,Standalone,secret-honor-1984,50034,90,Drama,United States of America,en,0.7965,6.7,46
256,A Constant Forge,2000,Charles Kiselyak,John Cassavetes: Five Films,a-constant-forge-2000,66131,200,Documentary,United States of America,en,0.829,6.6,14
255,Opening Night,1977,John Cassavetes,John Cassavetes: Five Films,opening-night-1977,33665,144,Drama,United States of America,en,1.4207,7.576,256
254,The Killing of a Chinese Bookie,1976,John Cassavetes,John Cassavetes: Five Films,the-killing-of-a-chinese-bookie-1976,32040,135,"Thriller, Crime, Drama",United States of America,en,1.6742,7.052,286
253,A Woman Under the Influence,1974,John Cassavetes,John Cassavetes: Five Films,a-woman-under-the-influence-1974,29845,155,"Drama, Romance",United States of America,en,1.9367,7.792,553
252,Faces,1968,John Cassavetes,John Cassavetes: Five Films,faces-1968,753,130,Drama,United States of America,en,1.7985,7.088,217
251,Shadows,1958,John Cassavetes,John Cassavetes: Five Films,shadows-1958,15484,87,Drama,United States of America,en,1.4384,6.907,269
249,The Battle of Algiers,1966,Gillo Pontecorvo,Standalone,the-battle-of-algiers-1966,17295,122,"Drama, War, History","Italy, Algeria",it,2.1739,7.881,877
248,Videodrome,1983,David Cronenberg,Standalone,videodrome-1983,837,88,"Horror, Science Fiction, Mystery",Canada,en,3.7652,7.248,2436
247,Slacker,1990,Richard Linklater,Standalone,slacker-1990,14022,97,"Drama, Comedy",United States of America,en,2.6426,6.743,333
246,I Vitelloni,1953,Federico Fellini,Essential Fellini,i-vitelloni-1953,12548,103,"Comedy, Drama","France, Italy",it,2.0461,7.646,728
245,Port of Shadows,1938,Marcel Carné,Standalone,port-of-shadows-1938,46326,93,"Romance, Drama, Crime",France,fr,0.8723,7.4,305
244,Elena and Her Men,1956,Jean Renoir,Stage and Spectacle: Three Films by Jean Renoir,elena-and-her-men-1956,53156,95,"Drama, Comedy, Romance","France, Italy",fr,0.9823,5.9,46
243,French Cancan,1955,Jean Renoir,Stage and Spectacle: Three Films by Jean Renoir,french-cancan-1955,45213,102,"Comedy, Drama, Romance, Music","France, Italy",fr,1.3445,7.188,104
242,The Golden Coach,1952,Jean Renoir,Stage and Spectacle: Three Films by Jean Renoir,the-golden-coach-1952,56167,105,"Comedy, Drama, Romance","France, Italy",en,1.0671,7.071,85
240,Early Summer,1951,Yasujirō Ozu,Standalone,early-summer-1951,50247,125,Drama,Japan,ja,1.5419,7.841,205
239,The Lower Depths,1957,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,the-lower-depths-1957,26893,125,Drama,Japan,ja,1.947,7.054,139
239,The Lower Depths,1936,Jean Renoir,Standalone,the-lower-depths-1936,45802,92,"Drama, Romance, Crime",France,fr,0.6903,7.2,79
238,A Woman Is a Woman,1961,Jean-Luc Godard,Standalone,a-woman-is-a-woman-1961,31522,83,"Comedy, Drama, Romance","France, Italy",fr,1.3142,7.3,399
237,Smiles of a Summer Night,1955,Ingmar Bergman,Ingmar Bergman: Four Masterworks,smiles-of-a-summer-night-1955,11700,109,"Comedy, Romance",Sweden,sv,2.3095,7.425,266
236,Mamma Roma,1962,Pier Paolo Pasolini,Pasolini 101,mamma-roma-1962,47796,110,Drama,Italy,it,1.2457,7.872,435
235,The Leopard,1963,Luchino Visconti,Standalone,the-leopard-1963,1040,186,Drama,"France, Italy",it,2.8079,7.722,933
234,The Tin Drum,1979,Volker Schlöndorff,Standalone,the-tin-drum-1979,659,162,"Drama, History, War","France, Germany, Yugoslavia",de,5.9858,6.954,523
233,Stray Dog,1949,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,stray-dog-1949,30368,122,"Crime, Drama, Thriller, Mystery",Japan,ja,2.0094,7.6,347
232,Floating Weeds,1959,Yasujirō Ozu,Standalone,floating-weeds-1959,46918,115,Drama,Japan,ja,1.3977,7.483,200
232,A Story of Floating Weeds,1934,Yasujirō Ozu,Standalone,a-story-of-floating-weeds-1934,44163,86,Drama,Japan,ja,1.7553,7.2,64
231,The Testament of Dr. Mabuse,1933,Fritz Lang,Standalone,the-testament-of-dr-mabuse-1933,12206,122,"Crime, Mystery, Thriller","Germany, France",de,1.6126,7.62,279
230,3 Women,1977,Robert Altman,Standalone,3-women-1977,41662,124,Drama,United States of America,en,1.6154,7.119,339
229,Scenes from a Marriage,1974,Ingmar Bergman,Standalone,scenes-from-a-marriage-1974,133919,169,"Drama, Romance",Sweden,sv,1.2739,8.061,396
229,Scenes from a Marriage,1973,Ingmar Bergman,Standalone,scenes-from-a-marriage-1973,NA,NA,NA,NA,NA,NA,NA
228,Salvatore Giuliano,1962,Francesco Rosi,Standalone,salvatore-giuliano-1962,27523,119,"Crime, Drama",Italy,it,0.6102,7.457,115
227,Le Corbeau,1943,Henri-Georges Clouzot,Standalone,le-corbeau-1943,29084,92,"Mystery, Drama, Thriller",France,fr,1.0956,7.549,309
226,Onibaba,1964,Kaneto Shindo,Standalone,onibaba-1964,3763,105,Horror,Japan,ja,2.609,7.673,470
225,Tunes of Glory,1960,Ronald Neame,Standalone,tunes-of-glory-1960,43048,106,Drama,United Kingdom,en,0.9485,7.1,61
224,Pickup on South Street,1953,Samuel Fuller,Standalone,pickup-on-south-street-1953,25955,80,"Thriller, Crime",United States of America,en,1.2772,7.391,317
223,Maîtresse,1976,Barbet Schroeder,Standalone,maîtresse-1976,46978,112,"Drama, Romance",France,fr,2.2858,5.8,54
222,Diary of a Country Priest,1951,Robert Bresson,Standalone,diary-of-a-country-priest-1951,43376,115,Drama,France,fr,0.7293,7.5,280
221,Ikiru,1952,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,ikiru-1952,3782,143,Drama,Japan,ja,4.8953,8.3,1319
220,Naked Lunch,1991,David Cronenberg,Standalone,naked-lunch-1991,2742,115,"Crime, Drama","Canada, United Kingdom",en,2.6749,7,1186
219,La Strada,1954,Federico Fellini,Essential Fellini,la-strada-1954,405,115,Drama,Italy,it,1.4097,7.9,1154
218,Le Cercle Rouge,1970,Jean-Pierre Melville,Standalone,le-cercle-rouge-1970,11657,140,"Crime, Thriller","France, Italy",fr,1.3315,7.613,715
217,Tokyo Story,1953,Yasujirō Ozu,Standalone,tokyo-story-1953,18148,137,Drama,Japan,ja,3.3828,8.166,1201
216,The Rules of the Game,1939,Jean Renoir,Standalone,the-rules-of-the-game-1939,776,110,"Drama, Comedy, Romance",France,fr,1.4665,7.5,657
215,Knife in the Water,1962,Roman Polanski,Standalone,knife-in-the-water-1962,11502,94,"Drama, Thriller",Poland,pl,1.5642,7.283,467
214,All That Money Can Buy,1941,William Dieterle,Standalone,all-that-money-can-buy-1941,29451,107,"Drama, Fantasy",United States of America,en,1.3877,7,96
213,Richard III,1955,Laurence Olivier,Standalone,richard-iii-1955,43323,155,"Drama, History",United Kingdom,en,1.0855,7.177,96
212,Ingmar Bergman Makes a Movie,1963,Vilgot Sjöman,Standalone,ingmar-bergman-makes-a-movie-1963,50950,145,Documentary,Sweden,sv,0.8627,7.3,15
211,The Silence,1963,Ingmar Bergman,A Film Trilogy by Ingmar Bergman,the-silence-1963,11506,95,"Drama, Romance",Sweden,sv,0.6741,7.5,397
210,Winter Light,1963,Ingmar Bergman,A Film Trilogy by Ingmar Bergman,winter-light-1963,29455,80,Drama,Sweden,sv,2.5354,7.894,493
209,Through a Glass Darkly,1961,Ingmar Bergman,A Film Trilogy by Ingmar Bergman,through-a-glass-darkly-1961,11602,91,Drama,Sweden,sv,1.0712,7.773,532
207,The Pornographers,1966,Shohei Imamura,Standalone,the-pornographers-1966,42718,128,"Comedy, Drama, Romance",Japan,ja,1.9025,7.2,51
206,Lola,1981,Rainer Werner Fassbinder,The BRD Trilogy,lola-1981,2264,113,Drama,Germany,de,2.6462,6.931,131
205,Veronika Voss,1982,Rainer Werner Fassbinder,The BRD Trilogy,veronika-voss-1982,2262,105,Drama,Germany,de,0.8885,7.219,151
204,The Marriage of Maria Braun,1979,Rainer Werner Fassbinder,The BRD Trilogy,the-marriage-of-maria-braun-1979,661,120,Drama,Germany,de,1.7881,7.4,295
202,Indiscretion of an American Wife,1953,Vittorio De Sica,Standalone,indiscretion-of-an-american-wife-1953,74585,64,"Drama, Romance",Italy,it,0.8448,5.9,52
201,Umberto D.,1952,Vittorio De Sica,Standalone,umberto-d-1952,833,91,Drama,Italy,it,1.2111,7.88,728
200,The Honeymoon Killers,1970,Leonard Kastle,Standalone,the-honeymoon-killers-1970,10237,108,"Crime, Drama, Romance, Thriller",United States of America,en,0.7446,6.5,125
199,Schizopolis,1996,Steven Soderbergh,Standalone,schizopolis-1996,16375,99,"Comedy, Fantasy, Mystery",United States of America,en,1.048,6.13,105
198,Ali: Fear Eats the Soul,1974,Rainer Werner Fassbinder,Standalone,ali-fear-eats-the-soul-1974,216,93,"Romance, Drama",Germany,de,1.4197,7.734,449
197,Night and Fog,1956,Alain Resnais,Standalone,night-and-fog-1956,803,32,"Documentary, History",France,fr,2.3683,8.252,552
196,Hiroshima Mon Amour,1959,Alain Resnais,Standalone,hiroshima-mon-amour-1959,5544,92,"Drama, History, Romance","France, Japan",fr,2.109,7.675,914
195,The Fiancés,1963,Ermanno Olmi,Standalone,the-fiancés-1963,66180,84,Drama,Italy,it,0.8401,7.6,65
194,Il Posto,1961,Ermanno Olmi,Standalone,il-posto-1961,31742,98,Drama,Italy,it,1.795,7.659,176
193,Jenny Lamour,1947,Henri-Georges Clouzot,Standalone,jenny-lamour-1947,49842,108,"Drama, Mystery, Thriller",France,fr,0.8187,7.513,191
192,Coup de Grâce,1976,Volker Schlöndorff,Standalone,coup-de-grâce-1976,42226,95,"War, Drama","Germany, France",de,1.2892,6.269,26
191,Jubilee,1978,Derek Jarman,Standalone,jubilee-1978,41426,106,"Comedy, Drama, Fantasy, Music",United Kingdom,en,1.066,5.9,78
190,Throne of Blood,1957,Akira Kurosawa,AK 100: 25 Films by Akira Kurosawa,throne-of-blood-1957,3777,108,"Drama, History",Japan,ja,3.8025,7.9,965
189,The White Sheik,1952,Federico Fellini,Essential Fellini,the-white-sheik-1952,43361,83,"Comedy, Romance",Italy,it,1.0369,7.2,286
188,Love on the Run,1979,François Truffaut,The Adventures of Antoine Doinel,love-on-the-run-1979,259,93,"Romance, Drama, Comedy",France,fr,1.2964,7,211
187,Bed and Board,1970,François Truffaut,The Adventures of Antoine Doinel,bed-and-board-1970,258,97,"Comedy, Drama, Romance","France, Italy",fr,1.5399,7.1,304
186,Stolen Kisses,1968,François Truffaut,The Adventures of Antoine Doinel,stolen-kisses-1968,255,90,"Comedy, Drama, Romance",France,fr,1.1179,7.3,456
184,Lovesong,2001,Stan Brakhage,By Brakhage: An Anthology Volume One,lovesong-2001,126218,11,,United States of America,en,0.2911,5.2,32
184,Comingled Containers,1996,Stan Brakhage,By Brakhage: An Anthology Volume One,comingled-containers-1996,126216,3,,United States of America,en,0.2998,6.3,44
184,The Dark Tower,1999,Stan Brakhage,By Brakhage: An Anthology Volume One,the-dark-tower-1999,126215,3,,United States of America,en,0.315,5.7,36
184,Crack Glass Eulogy,1991,Stan Brakhage,By Brakhage: An Anthology Volume One,crack-glass-eulogy-1991,126213,6,,United States of America,en,0.23,5.5,24
184,Stellar,1993,Stan Brakhage,By Brakhage: An Anthology Volume One,stellar-1993,126208,2,Animation,United States of America,en,0.2019,6.4,59
184,Study in Color and Black and White,1993,Stan Brakhage,By Brakhage: An Anthology Volume One,study-in-color-and-black-and-white-1993,105717,2,,United States of America,en,0.0816,4.8,28
184,Black Ice,1994,Stan Brakhage,By Brakhage: An Anthology Volume One,black-ice-1994,126204,3,Animation,United States of America,en,0.1663,5.991,54
184,Untitled (For Marilyn),1992,Stan Brakhage,By Brakhage: An Anthology Volume One,untitled-for-marilyn-1992,126202,11,,United States of America,en,0.3462,5.8,26
184,Delicacies of Molten Horror Synapse,1991,Stan Brakhage,By Brakhage: An Anthology Volume One,delicacies-of-molten-horror-synapse-1991,57657,10,Documentary,United States of America,en,0.1107,5.2,29
184,Glaze of Cathexis,1990,Stan Brakhage,By Brakhage: An Anthology Volume One,glaze-of-cathexis-1990,104407,3,,United States of America,xx,0.623,5.3,42
184,Rage Net,1988,Stan Brakhage,By Brakhage: An Anthology Volume One,rage-net-1988,126200,1,Animation,United States of America,en,0.4607,5.2,48
184,Night Music,1986,Stan Brakhage,By Brakhage: An Anthology Volume One,night-music-1986,126197,1,Animation,United States of America,en,0.7351,5.4,55
184,The Dante Quartet,1987,Stan Brakhage,By Brakhage: An Anthology Volume One,the-dante-quartet-1987,126194,6,Animation,United States of America,en,0.2065,6.272,57
184,I... Dreaming,1988,Stan Brakhage,By Brakhage: An Anthology Volume One,i-dreaming-1988,126193,7,,United States of America,en,0.1366,5.6,34
184,Kindering,1987,Stan Brakhage,By Brakhage: An Anthology Volume One,kindering-1987,126192,3,,United States of America,en,0.6282,5.1,34
184,The Stars Are Beautiful,1974,Stan Brakhage,By Brakhage: An Anthology Volume One,the-stars-are-beautiful-1974,126187,19,Documentary,United States of America,en,0.0997,5,22
184,The Garden of Earthly Delights,1981,Stan Brakhage,By Brakhage: An Anthology Volume One,the-garden-of-earthly-delights-1981,126189,2,Animation,United States of America,en,0.0756,6.036,42
184,The Wold-Shadow,1972,Stan Brakhage,By Brakhage: An Anthology Volume One,the-woldshadow-1972,97517,3,,United States of America,en,0.4417,5.3,39
184,Eye Myth,1967,Stan Brakhage,By Brakhage: An Anthology Volume One,eye-myth-1967,97516,1,Animation,United States of America,en,0.2247,5.383,64
184,Mothlight,1963,Stan Brakhage,By Brakhage: An Anthology Volume One,mothlight-1963,97514,4,Animation,United States of America,en,1.6494,5.641,99
184,Window Water Baby Moving,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,window-water-baby-moving-1959,97513,13,Documentary,United States of America,en,0.443,6.847,72
184,Cat's Cradle,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,cats-cradle-1959,97509,6,,United States of America,en,0.4641,5.8,37
184,The Act of Seeing with One's Own Eyes,1972,Stan Brakhage,By Brakhage: An Anthology Volume One,the-act-of-seeing-with-ones-own-eyes-1972,126132,32,Documentary,United States of America,en,0.3477,6.3,59
184,Dog Star Man: Part IV,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,dog-star-man-part-iv-1964,127323,6,Drama,United States of America,en,0.0994,6,41
184,Dog Star Man: Part III,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,dog-star-man-part-iii-1964,127320,11,Drama,United States of America,en,0.189,6.024,42
184,Dog Star Man: Part II,1964,Stan Brakhage,By Brakhage: An Anthology Volume One,dog-star-man-part-ii-1964,127148,7,Drama,United States of America,en,0.0977,6.349,43
184,Dog Star Man: Part I,1963,Stan Brakhage,By Brakhage: An Anthology Volume One,dog-star-man-part-i-1963,85110,30,,United States of America,en,0.1863,6.112,49
184,Prelude: Dog Star Man,1962,Stan Brakhage,By Brakhage: An Anthology Volume One,prelude-dog-star-man-1962,126692,25,"Drama, Fantasy",United States of America,en,0.6872,6,51
184,Wedlock House: An Intercourse,1959,Stan Brakhage,By Brakhage: An Anthology Volume One,wedlock-house-an-intercourse-1959,126128,11,Romance,United States of America,en,0.8644,5.423,26
184,Desistfilm,1954,Stan Brakhage,By Brakhage: An Anthology Volume One,desistfilm-1954,126124,7,Drama,United States of America,en,0.4092,5.5,39
183,Les Dames du bois de Boulogne,1945,Robert Bresson,Standalone,les-dames-du-bois-de-boulogne-1945,49845,84,"Drama, Romance",France,fr,0.8706,6.9,117
182,Straw Dogs,1971,Sam Peckinpah,Standalone,straw-dogs-1971,994,116,"Thriller, Drama, Crime","United States of America, United Kingdom",en,3.3463,7.161,1042
181,I Am Curious (Blue),1968,Vilgot Sjöman,I Am Curious... Box Set,i-am-curious-blue-1968,45690,107,Drama,Sweden,sv,0.8535,5.4,35
180,I Am Curious (Yellow),1967,Vilgot Sjöman,I Am Curious... Box Set,i-am-curious-yellow-1967,42695,121,Drama,Sweden,sv,0.5915,5.7,76
178,My Life as a Dog,1985,Lasse Hallström,Standalone,my-life-as-a-dog-1985,8816,102,"Drama, Comedy",Sweden,sv,1.7578,7.22,288
177,The Lost Honor of Katharina Blum,1975,Margarethe von Trotta & Volker Schlöndorff,Standalone,the-lost-honor-of-katharina-blum-1975,4762,104,Drama,Germany,de,0.8931,6.9,102
176,The Killers,1964,Don Siegel,Standalone,the-killers-1964,24229,93,"Crime, Mystery",United States of America,en,1.1417,6.888,201
176,The Killers,1946,Robert Siodmak,Standalone,the-killers-1946,14638,103,"Crime, Mystery, Thriller",United States of America,en,65.2661,7.3,430
175,Fear and Loathing in Las Vegas,1998,Terry Gilliam,Standalone,fear-and-loathing-in-las-vegas-1998,1878,118,"Adventure, Drama, Comedy",United States of America,en,4.4985,7.207,4964
174,Band of Outsiders,1964,Jean-Luc Godard,10 Years of Rialto Pictures,band-of-outsiders-1964,8073,97,"Crime, Drama, Comedy",France,fr,1.7735,7.484,601
173,The Life and Death of Colonel Blimp,1943,Michael Powell & Emeric Pressburger,Standalone,the-life-and-death-of-colonel-blimp-1943,25037,163,"War, Drama, Romance, Comedy",United Kingdom,en,1.2795,7.44,267
172,Pépé le Moko,1937,Julien Duvivier,Standalone,pépé-le-moko-1937,26252,94,"Drama, Crime, Romance",France,fr,1.1245,7.226,190
171,Contempt,1963,Jean-Luc Godard,Standalone,contempt-1963,266,103,"Drama, Romance","France, Italy",fr,1.7734,7,945
170,Trouble in Paradise,1932,Ernst Lubitsch,Standalone,trouble-in-paradise-1932,195,83,"Comedy, Crime, Romance",United States of America,en,1.0072,7.4,304
169,Shake! Otis at Monterey,1987,D.A. Pennebaker,The Complete Monterey Pop Festival,shake-otis-at-monterey-1987,61708,19,"Documentary, Music",United States of America,en,0.3817,7.2,31
169,Jimi Plays Monterey,1986,D.A. Pennebaker,The Complete Monterey Pop Festival,jimi-plays-monterey-1986,26028,50,"Documentary, Music",United States of America,en,0.5883,7.483,29
168,Monterey Pop,1968,D.A. Pennebaker,The Complete Monterey Pop Festival,monterey-pop-1968,42632,80,"Music, Documentary",United States of America,en,0.785,7.3,94
166,Down by Law,1986,Jim Jarmusch,Standalone,down-by-law-1986,1554,106,"Crime, Drama, Comedy","United States of America, Germany",en,2.2394,7.345,829
165,Man Bites Dog,1992,Rémy Belvaux & André Bonzel & Benoît Poelvoorde,Standalone,man-bites-dog-1992,10086,96,"Comedy, Crime",Belgium,fr,1.9088,7.227,995
164,Solaris,1972,Andrei Tarkovsky,Standalone,solaris-1972,593,167,"Drama, Science Fiction, Mystery",Soviet Union,ru,3.6831,7.8,1808
163,Hopscotch,1980,Ronald Neame,Standalone,hopscotch-1980,32030,104,"Comedy, Adventure",United States of America,en,1.3465,7.003,175
