spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
990,Where Is the Friend's House?,1987,Abbas Kiarostami,Standalone,where-is-the-friends-house-1987,49964,83,"Drama, Adventure",Iran,fa,1.6163,7.895,423
989,The Flavor of Green Tea Over Rice,1952,Yasujirō Ozu,Standalone,the-flavor-of-green-tea-over-rice-1952,55197,116,Drama,Japan,ja,1.9873,7.5,100
988,The Inland Sea,1991,Lucille Carra,Standalone,the-inland-sea-1991,367453,56,Documentary,"Japan, United States of America",en,0.4659,6.7,7
987,Klute,1971,Alan J. Pakula,Standalone,klute-1971,466,114,"Thriller, Mystery, Crime",United States of America,en,2.2723,6.8,500
986,The Baker's Wife,1938,Marcel Pagnol,Standalone,the-bakers-wife-1938,43844,133,"Comedy, Drama",France,fr,0.5045,7.385,96
985,Europa Europa,1990,Agnieszka Holland,Standalone,europa-europa-1990,8996,112,"History, Drama, War","France, Germany, Poland",de,2.033,7.246,272
984,Nineteen Eighty-Four,1984,Michael Radford,Standalone,nineteen-eightyfour-1984,9314,113,"Drama, Science Fiction",United Kingdom,en,3.9638,6.786,1623
983,War and Peace,1965,Sergei Bondarchuk,Standalone,war-and-peace-1965,29266,422,"History, Drama, War, Romance",Soviet Union,ru,1.6729,7.5,152
982,Hedwig and the Angry Inch,2001,John Cameron Mitchell,Standalone,hedwig-and-the-angry-inch-2001,13403,95,"Comedy, Music, Drama",United States of America,en,1.6491,7.5,419
981,Humanité,1999,Bruno Dumont,Standalone,humanité-1999,65296,149,"Drama, Mystery",France,fr,0.8723,6.617,111
980,The Life of Jesus,1997,Bruno Dumont,Standalone,the-life-of-jesus-1997,27067,96,Drama,France,fr,0.8348,6.6,90
979,Swing Time,1936,George Stevens,Standalone,swing-time-1936,20325,103,"Romance, Comedy",United States of America,en,1.024,6.84,247
978,"One Sings, the Other Doesn't",1977,Agnès Varda,Standalone,one-sings-the-other-doesnt-1977,63318,122,"Drama, Music","Belgium, France, Netherlands Antilles",fr,0.8942,7.1,112
977,Blue Velvet,1986,David Lynch,Standalone,blue-velvet-1986,793,120,"Mystery, Thriller, Crime",United States of America,en,5.2637,7.6,3764
976,Let the Sunshine In,2017,Claire Denis,Standalone,let-the-sunshine-in-2017,431017,94,"Comedy, Drama, Romance","Belgium, France",fr,1.1712,5.2,220
975,Funny Games,1997,Michael Haneke,Standalone,funny-games-1997,10234,109,"Drama, Horror, Thriller",Austria,de,3.0949,7.301,2040
974,The Heiress,1949,William Wyler,Standalone,the-heiress-1949,28571,115,"Drama, Romance, History",United States of America,en,1.3157,7.753,273
973,My Brilliant Career,1979,Gillian Armstrong,Standalone,my-brilliant-career-1979,16659,100,"Drama, Romance",Australia,en,0.8197,6.151,76
972,Police Story 2,1988,Jackie Chan,Standalone,police-story-2-1988,10753,105,"Action, Crime, Thriller",Hong Kong,cn,4.4383,7.077,613
971,Police Story,1985,Jackie Chan,Standalone,police-story-1985,9056,100,"Action, Crime, Comedy",Hong Kong,cn,5.0417,7.5,1017
970,A Face in the Crowd,1957,Elia Kazan,Standalone,a-face-in-the-crowd-1957,21849,125,Drama,United States of America,en,1.3198,7.6,269
969,Diamonds of the Night,1964,Jan Němec,Standalone,diamonds-of-the-night-1964,100589,67,"Drama, War",Czechoslovakia,cs,0.6436,7.1,74
968,Japón,2002,Carlos Reygadas,Standalone,japón-2002,36211,134,Drama,"Germany, Mexico, Netherlands, Spain",es,0.6316,6.6,70
967,I Wanna Hold Your Hand,1978,Robert Zemeckis,Standalone,i-wanna-hold-your-hand-1978,55457,99,"Comedy, Music",United States of America,en,0.9693,6.282,117
966,Detour,1945,Edgar G. Ulmer,Standalone,detour-1945,20367,68,"Drama, Thriller",United States of America,en,1.4628,7.232,405
965,Wanda,1970,Barbara Loden,Standalone,wanda-1970,80560,103,"Drama, Crime",United States of America,en,1.2258,6.793,152
964,The Kid Brother,1927,Ted Wilde,Standalone,the-kid-brother-1927,16661,82,"Comedy, Drama",United States of America,en,1.0993,6.899,99
963,To Sleep with Anger,1990,Charles Burnett,Standalone,to-sleep-with-anger-1990,94725,101,Drama,United States of America,en,0.9016,6.7,62
962,Death in Venice,1971,Luchino Visconti,Standalone,death-in-venice-1971,6619,131,Drama,"France, Italy",it,1.5369,7.232,534
961,Shame,1968,Ingmar Bergman,Standalone,shame-1968,26372,104,"War, Drama",Sweden,sv,2.0852,7.525,239
960,The Truth,1960,Henri-Georges Clouzot,Standalone,the-truth-1960,61711,127,"Drama, Romance","France, Italy",fr,1.2797,7.598,199
959,In the Heat of the Night,1967,Norman Jewison,Standalone,in-the-heat-of-the-night-1967,10633,109,"Crime, Drama, Mystery, Thriller",United States of America,en,3.236,7.662,1217
958,"4 Months, 3 Weeks and 2 Days",2007,Cristian Mungiu,Standalone,4-months-3-weeks-and-2-days-2007,2009,114,Drama,"Belgium, Romania",ro,1.6965,7.546,806
957,Mikey and Nicky,1976,Elaine May,Standalone,mikey-and-nicky-1976,59143,106,"Crime, Drama",United States of America,en,1.2324,6.9,191
956,24 Frames,2017,Abbas Kiarostami,Standalone,24-frames-2017,377269,114,Drama,"Iran, France",fa,0.6143,6.6,57
955,Panic,1946,Julien Duvivier,Standalone,panic-1946,43462,99,"Drama, Crime, Thriller",France,fr,0.5612,7.358,88
954,Forty Guns,1957,Samuel Fuller,Standalone,forty-guns-1957,14837,80,"Western, Drama",United States of America,en,0.785,6.54,137
953,A Dry White Season,1989,Euzhan Palcy,Standalone,a-dry-white-season-1989,32075,107,"Drama, Thriller",United States of America,en,1.2555,6.6,112
952,The Magnificent Ambersons,1942,Orson Welles,Standalone,the-magnificent-ambersons-1942,965,88,"Drama, Romance",United States of America,en,1.0443,7.3,470
951,True Stories,1986,David Byrne,Standalone,true-stories-1986,24798,89,"Comedy, Music",United States of America,en,1.3219,6.7,136
950,Some Like It Hot,1959,Billy Wilder,Standalone,some-like-it-hot-1959,239,123,"Comedy, Romance, Crime",United States of America,en,5.1474,8.084,3816
949,A Story from Chikamatsu,1954,Kenji Mizoguchi,Standalone,a-story-from-chikamatsu-1954,35861,102,"Drama, Romance",Japan,ja,1.7783,7.785,151
948,The Princess Bride,1987,Rob Reiner,Standalone,the-princess-bride-1987,2493,99,"Adventure, Family, Fantasy, Comedy, Romance",United States of America,en,7.6578,7.692,5009
947,Shampoo,1975,Hal Ashby,Standalone,shampoo-1975,31121,110,"Comedy, Drama",United States of America,en,1.8708,5.989,233
946,Eight Hours Don’t Make a Day,1972,Rainer Werner Fassbinder,Standalone,eight-hours-dont-make-a-day-1972,NA,NA,NA,NA,NA,NA,NA
945,A Raisin in the Sun,1961,Daniel Petrie,Standalone,a-raisin-in-the-sun-1961,29478,128,"Drama, Romance",United States of America,en,1.11,7.684,144
944,Cold Water,1994,Olivier Assayas,Standalone,cold-water-1994,64901,95,Drama,France,fr,0.6261,6.283,53
943,Memories of Underdevelopment,1968,Tomás Gutiérrez Alea,Standalone,memories-of-underdevelopment-1968,47576,99,Drama,Cuba,es,0.4554,7.247,89
942,The Tree of Life,2011,Terrence Malick,Standalone,the-tree-of-life-2011,8967,139,"Drama, Fantasy",United States of America,en,3.9919,6.723,3300
941,Smithereens,1982,Susan Seidelman,Standalone,smithereens-1982,94066,94,"Drama, Music, Romance",United States of America,en,1.9359,6.4,46
940,The Ballad of Gregorio Cortez,1982,Robert M. Young,Standalone,the-ballad-of-gregorio-cortez-1982,218500,106,"Western, History",United States of America,en,1.3184,6.9,27
939,A Matter of Life and Death,1946,Michael Powell & Emeric Pressburger,Standalone,a-matter-of-life-and-death-1946,28162,104,"Romance, Fantasy, Drama, Comedy",United Kingdom,en,2.0738,7.755,460
938,"sex, lies, and videotape",1989,Steven Soderbergh,Standalone,sex-lies-and-videotape-1989,1412,101,Drama,United States of America,en,4.3223,6.939,1010
937,Dragon Inn,1967,King Hu,Standalone,dragon-inn-1967,104237,111,"Action, Adventure",Taiwan,zh,2.2445,7.343,137
936,Bull Durham,1988,Ron Shelton,Standalone,bull-durham-1988,287,108,"Comedy, Romance",United States of America,en,3.2534,6.604,662
935,The Devil Is a Woman,1935,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,the-devil-is-a-woman-1935,42943,80,"Comedy, Drama, Romance, History",United States of America,en,0.7719,6.2,70
934,Blonde Venus,1932,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,blonde-venus-1932,34474,93,Drama,United States of America,en,1.0159,6.8,144
933,Shanghai Express,1932,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,shanghai-express-1932,875,82,"Drama, Romance, War, Crime, History",United States of America,en,1.2648,7,229
932,Dishonored,1931,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,dishonored-1931,73420,91,"Drama, War, Romance",United States of America,en,2.9392,6.8,75
931,Morocco,1930,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,morocco-1930,42641,92,"Drama, Romance",United States of America,en,2.3568,6.4,158
929,Female Trouble,1974,John Waters,Standalone,female-trouble-1974,14267,98,"Comedy, Crime",United States of America,en,1.4072,6.914,220
928,Bowling for Columbine,2002,Michael Moore,Standalone,bowling-for-columbine-2002,1430,120,"Documentary, Drama","Canada, Germany, United States of America",en,8.3088,7.509,1666
927,El Sur,1983,Victor Erice,Standalone,el-sur-1983,48139,95,Drama,"Spain, France",es,1.0053,7.7,148
926,Manila in the Claws of Light,1975,Lino Brocka,Standalone,manila-in-the-claws-of-light-1975,70580,127,"Drama, Mystery",Philippines,tl,0.6231,7.3,71
925,Midnight Cowboy,1969,John Schlesinger,Standalone,midnight-cowboy-1969,3116,113,Drama,United States of America,en,3.3031,7.51,1567
924,Graduation,2016,Cristian Mungiu,Standalone,graduation-2016,359628,116,"Comedy, Action, Science Fiction",Japan,ja,2.5721,7.121,103
923,Beyond the Hills,2012,Cristian Mungiu,Standalone,beyond-the-hills-2012,103740,150,"Drama, Romance","Belgium, France, Romania",ro,1.1647,7.133,207
922,The Other Side of Hope,2017,Aki Kaurismäki,Standalone,the-other-side-of-hope-2017,429199,101,"Comedy, Drama","Finland, Germany",fi,1.2228,6.945,354
921,Moonrise,1948,Frank Borzage,Standalone,moonrise-1948,28392,90,Drama,United States of America,en,1.0091,6.2,73
920,The Virgin Suicides,1999,Sofia Coppola,Standalone,the-virgin-suicides-1999,1443,97,"Drama, Romance",United States of America,en,5.6795,7.13,3560
919,Dead Man,1995,Jim Jarmusch,Standalone,dead-man-1995,922,122,"Drama, Fantasy, Western","United States of America, Germany, Japan",en,3.2391,7.309,1704
918,The Color of Pomegranates,1969,Sergei Parajanov,Standalone,the-color-of-pomegranates-1969,26302,80,"Drama, History",Soviet Union,hy,2.8068,7.327,330
917,The Awful Truth,1937,Leo McCarey,Standalone,the-awful-truth-1937,14675,91,"Comedy, Romance",United States of America,en,1.3653,7.2,347
916,Women in Love,1969,Ken Russell,Standalone,women-in-love-1969,66027,131,"Drama, Romance",United Kingdom,en,2.2863,6.6,134
915,King of Jazz,1930,John Murray Anderson,Standalone,king-of-jazz-1930,108213,100,"Animation, Music",United States of America,en,0.8273,6.2,38
914,Baal,1970,Volker Schlöndorff,Standalone,baal-1970,252767,84,Drama,Germany,de,0.5756,5.6,18
913,The Age of Innocence,1993,Martin Scorsese,Standalone,the-age-of-innocence-1993,10436,138,"Drama, Romance",United States of America,en,2.7485,6.962,1198
912,An Actor's Revenge,1963,Kon Ichikawa,Standalone,an-actors-revenge-1963,27197,114,Drama,Japan,ja,1.6917,6.614,70
911,The Hero,1966,Satyajit Ray,Standalone,the-hero-1966,16850,131,"Action, Drama, War",United Kingdom,en,1.6975,6.928,173
910,Tom Jones,1963,Tony Richardson,Standalone,tom-jones-1963,5769,128,"Comedy, Romance, History",United Kingdom,en,1.9344,5.9,236
909,Night of the Living Dead,1968,George Romero,Standalone,night-of-the-living-dead-1968,10331,96,"Horror, Thriller, Science Fiction",United States of America,en,2.7326,7.617,2684
908,Comradeship,1931,G.W. Pabst,Standalone,comradeship-1931,42836,93,Drama,"Germany, France",de,0.7705,7,40
907,Westfront 1918,1930,G.W. Pabst,Standalone,westfront-1918-1930,80705,97,"War, Drama",Germany,de,0.6962,6.555,55
906,"I, Daniel Blake",2016,Ken Loach,Standalone,i-daniel-blake-2016,374473,100,Drama,"United Kingdom, France, Belgium",en,2.1686,7.709,1516
905,The Breakfast Club,1985,John Hughes,Standalone,the-breakfast-club-1985,2108,98,"Comedy, Drama",United States of America,en,6.7752,7.724,8452
904,Election,1999,Alexander Payne,Standalone,election-1999,9451,103,"Comedy, Drama",United States of America,en,2.6625,6.861,1170
903,Jabberwocky,1977,Terry Gilliam,Standalone,jabberwocky-1977,11834,105,"Fantasy, Comedy",United Kingdom,en,2.1025,6.005,309
902,Desert Hearts,1985,Donna Deitch,Standalone,desert-hearts-1985,294,91,"Drama, Romance",United States of America,en,1.2218,7,169
901,The Philadelphia Story,1940,George Cukor,Standalone,the-philadelphia-story-1940,981,113,"Comedy, Romance",United States of America,en,1.8342,7.6,961
900,First,2012,Caroline Rowland,100 Years of Olympic Films,first-2012,145656,109,Documentary,United Kingdom,en,0.3821,5.9,8
900,Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory,2011,Nancy Beffa,100 Years of Olympic Films,bud-greenspan-presents-vancouver-2010-stories-of-olympic-glory-2011,471059,116,Documentary,United States of America,en,0.3079,5.2,6
900,The Everlasting Flame,2009,Gu Jun,100 Years of Olympic Films,the-everlasting-flame-2009,471058,110,Documentary,China,en,0.5513,9,5
900,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,2007,Bud Greenspan,100 Years of Olympic Films,bud-greenspans-torino-2006-stories-of-olympic-glory-2007,471057,88,Documentary,United States of America,en,0.3708,6,2
