spine,title,year,director,boxset,movie_id,imdb_rating,metascore
1103,Once Upon a Time in China IV,1993,Yuen Bun,Once Upon a Time in China: The Complete Films,once-upon-a-time-in-china-iv-1993,5.9,NA
1103,Once Upon a Time in China III,1992,Tsui Hark,Once Upon a Time in China: The Complete Films,once-upon-a-time-in-china-iii-1992,6.7,NA
1103,Once Upon a Time in China II,1992,Tsui Hark,Once Upon a Time in China: The Complete Films,once-upon-a-time-in-china-ii-1992,7.3,NA
1103,Once Upon a Time in China,1991,Tsui Hark,Once Upon a Time in China: The Complete Films,once-upon-a-time-in-china-1991,7.2,NA
1102,Devi,1960,Satyajit Ray,Standalone Only,devi-1960,NA,NA
1101,Uncut Gems,2019,Josh Safdie & Benny Safdie,Standalone Only,uncut-gems-2019,7.4,93
1100,The Incredible Shrinking Man,1957,Jack Arnold,Standalone Only,the-incredible-shrinking-man-1957,7.6,73
1099,High Sierra,1941,Raoul Walsh,Standalone Only,high-sierra-1941,7.5,NA
1098,The Damned,1969,Luchino Visconti,Standalone Only,the-damned-1969,7.4,NA
1097,Love & Basketball,2000,Gina Prince-Bythewood,Standalone Only,love-basketball-2000,7.2,73
1096,Don't Play Us Cheap,1973,Melvin Van Peebles,Melvin Van Peebles: Four Films,dont-play-us-cheap-1973,NA,NA
1095,Sweet Sweetback's Baadasssss Song,1971,Melvin Van Peebles,Melvin Van Peebles: Four Films,sweet-sweetbacks-baadasssss-song-1971,5.5,71
1094,Watermelon Man,1970,Melvin Van Peebles,Melvin Van Peebles: Four Films,watermelon-man-1970,6.7,60
1093,The Story of a Three-Day Pass,1967,Melvin Van Peebles,Melvin Van Peebles: Four Films,the-story-of-a-threeday-pass-1967,7.2,77
1092,Throw Down,2004,Johnnie To,Standalone Only,throw-down-2004,6.9,53
1091,Beasts of No Nation,2015,Cary Joji Fukunaga,Standalone Only,beasts-of-no-nation-2015,7.7,79
1090,Original Cast Album: Company,1970,D.A. Pennebaker,Standalone Only,original-cast-album-company-1970,8,83
1089,After Life,1998,Hirokazu Kore-eda,Standalone Only,after-life-1998,7.6,91
1088,The Swimming Pool,1969,Jacques Deray,Standalone Only,the-swimming-pool-1969,7.1,76
1087,Working Girls,1986,Lizzie Borden,Standalone Only,working-girls-1986,6.7,62
1086,Deep Cover,1992,Bill Duke,Standalone Only,deep-cover-1992,7,67
1085,Bringing Up Baby,1938,Howard Hawks,Standalone Only,bringing-up-baby-1938,7.8,91
1084,Mirror,1975,Andrei Tarkovsky,Standalone Only,mirror-1975,7.9,82
1083,Pariah,2011,Dee Rees,Standalone Only,pariah-2011,7.2,79
1082,Black Is… Black Ain’t,1994,Marlon Riggs,The Signifyin' Works of Marlon Riggs,black-is-black-aint-1994,NA,NA
1082,No Regret,1993,Marlon Riggs,The Signifyin' Works of Marlon Riggs,no-regret-1993,7.6,NA
1082,Color Adjustment,1992,Marlon Riggs,The Signifyin' Works of Marlon Riggs,color-adjustment-1992,7.4,NA
1082,Anthem,1992,Marlon Riggs,The Signifyin' Works of Marlon Riggs,anthem-1992,5.2,NA
1082,Affirmations,1990,Marlon Riggs,The Signifyin' Works of Marlon Riggs,affirmations-1990,7.2,NA
1082,Tongues Untied,1989,Marlon Riggs,The Signifyin' Works of Marlon Riggs,tongues-untied-1989,7.1,NA
1082,Ethnic Notions,1986,Marlon Riggs,The Signifyin' Works of Marlon Riggs,ethnic-notions-1986,8,NA
1081,Visions of Eight,1973,Miloš Forman & Kon Ichikawa & Claude Lelouch & Yuri Ozerov & Arthur Penn & Michael Pfleghar & John Schlesinger & Mai Zetterling,100 Years of Olympic Films,visions-of-eight-1973,6.8,NA
1080,Tiny: The Life of Erin Blackwell,2016,Martin Bell,Streetwise/Tiny: The Life of Erin Blackwell,tiny-the-life-of-erin-blackwell-2016,6.6,68
1079,Streetwise,1984,Martin Bell,Streetwise/Tiny: The Life of Erin Blackwell,streetwise-1984,8.2,NA
1078,Nightmare Alley,1947,Edmund Goulding,Standalone Only,nightmare-alley-1947,7.7,75
1077,Flowers of Shanghai,1998,Hou Hsiao-hsien,Standalone Only,flowers-of-shanghai-1998,7.3,73
1076,Merrily We Go to Hell,1932,Dorothy Arzner,Standalone Only,merrily-we-go-to-hell-1932,6.9,NA
1075,Fast Times at Ridgemont High,1982,Amy Heckerling,Standalone Only,fast-times-at-ridgemont-high-1982,7.1,61
1074,Irma Vep,1996,Olivier Assayas,Standalone Only,irma-vep-1996,7,80
1073,Memories of Murder,2003,Bong Joon-ho,Standalone Only,memories-of-murder-2003,8.1,82
1072,History Is Made at Night,1937,Frank Borzage,Standalone Only,history-is-made-at-night-1937,7.3,NA
1071,Defending Your Life,1991,Albert Brooks,Standalone Only,defending-your-life-1991,7.2,63
1070,Secrets & Lies,1996,Mike Leigh,Standalone Only,secrets-lies-1996,8,92
1069,Céline and Julie Go Boating,1974,Jacques Rivette,Standalone Only,céline-and-julie-go-boating-1974,7.2,100
1068,Smooth Talk,1985,Joyce Chopra,Standalone Only,smooth-talk-1985,6.5,74
1067,Chop Shop,2007,Ramin Bahrani,Standalone Only,chop-shop-2007,7.2,83
1066,Man Push Cart,2005,Ramin Bahrani,Standalone Only,man-push-cart-2005,7,71
1065,Mandabi,1968,Ousmane Sembène,Standalone Only,mandabi-1968,7.3,73
1064,The Parallax View,1974,Alan J. Pakula,Standalone Only,the-parallax-view-1974,7.1,65
1063,The Ascent,1977,Larisa Shepitko,Standalone Only,the-ascent-1977,8.2,NA
1062,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,Martin Scorsese,Standalone Only,rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese-2019,NA,NA
1061,Minding the Gap,2018,Bing Liu,Standalone Only,minding-the-gap-2018,8,89
1060,Amores Perros,2000,Alejandro González Iñárritu,Standalone Only,amores-perros-2000,8,83
1059,Crash,1996,David Cronenberg,Standalone Only,crash-1996,6.4,53
1058,The Irishman,2019,Martin Scorsese,Standalone Only,the-irishman-2019,7.8,94
1057,Ghost Dog: The Way of the Samurai,1999,Jim Jarmusch,Standalone Only,ghost-dog-the-way-of-the-samurai-1999,7.5,68
1056,Moonstruck,1987,Norman Jewison,Standalone Only,moonstruck-1987,7.2,83
1055,Girlfriends,1978,Claudia Weill,Standalone Only,girlfriends-1978,7.2,NA
1054,Parasite,2019,Bong Joon-ho,Standalone Only,parasite-2019,8.5,97
1053,The Gunfighter,1950,Henry King,Standalone Only,the-gunfighter-1950,7.7,94
1052,Claudine,1974,John Berry,Standalone Only,claudine-1974,7.3,NA
1051,The Elephant Man,1980,David Lynch,Standalone Only,the-elephant-man-1980,8.2,78
1050,Downpour,1972,Bahram Bayzai,Martin Scorsese's World Cinema Project No. 3,downpour-1972,7.3,NA
1049,"Oh, Sun",1970,Med Hondo,Martin Scorsese's World Cinema Project No. 3,oh-sun-1970,7.3,NA
1048,Two Monks,1934,Juan Bustillo Oro,Martin Scorsese's World Cinema Project No. 3,two-monks-1934,7,NA
1047,Pixote,1980,Héctor Babenco,Martin Scorsese's World Cinema Project No. 3,pixote-1980,7.9,NA
1046,After the Curfew,1954,Usmar Ismail,Martin Scorsese's World Cinema Project No. 3,after-the-curfew-1954,7.1,NA
1045,Lucía,1968,Humberto Solás,Martin Scorsese's World Cinema Project No. 3,lucía-1968,NA,NA
1043,Christ Stopped at Eboli,1979,Francesco Rosi,Standalone Only,christ-stopped-at-eboli-1979,7.7,NA
1042,Beau Travail,1999,Claire Denis,Standalone Only,beau-travail-1999,7.3,91
1041,The Comfort of Strangers,1990,Paul Schrader,Standalone Only,the-comfort-of-strangers-1990,6.3,61
1040,Toni,1935,Jean Renoir,Standalone Only,toni-1935,7.2,NA
1039,Town Bloody Hall,1979,Chad Hegedus & D.A. Pennebaker,Standalone Only,town-bloody-hall-1979,7.2,NA
1038,Marriage Story,2019,Noah Baumbach,Standalone Only,marriage-story-2019,7.9,94
1037,The War of the Worlds,1953,Byron Haskin,Standalone Only,the-war-of-the-worlds-1953,7,78
1036,Game of Death,1978,Robert Clouse,Bruce Lee: His Greatest Hits,game-of-death-1978,5.9,36
1036,Enter the Dragon,1973,Robert Clouse,Bruce Lee: His Greatest Hits,enter-the-dragon-1973,7.6,83
1036,The Way of the Dragon,1972,Bruce Lee,Bruce Lee: His Greatest Hits,the-way-of-the-dragon-1972,7.1,58
1036,Fist of Fury,1972,Lo Wei,Bruce Lee: His Greatest Hits,fist-of-fury-1972,7.2,68
1036,The Big Boss,1971,Lo Wei,Bruce Lee: His Greatest Hits,the-big-boss-1971,6.9,NA
1035,Come and See,1985,Elem Klimov,Standalone Only,come-and-see-1985,8.3,NA
1034,Portrait of a Lady on Fire,2019,Céline Sciamma,Standalone Only,portrait-of-a-lady-on-fire-2019,8,95
1033,The Cameraman,1928,Edward Sedgwick,Standalone Only,the-cameraman-1928,8,NA
1032,An Unmarried Woman,1978,Paul Mazursky,Standalone Only,an-unmarried-woman-1978,7.2,79
1031,Wildlife,2018,Paul Dano,Standalone Only,wildlife-2018,6.8,80
1030,Italianamerican,1974,Martin Scorsese,Scorsese Shorts,italianamerican-1974,7.6,NA
1030,American Boy: A Profile of Steven Prince,1978,Martin Scorsese,Scorsese Shorts,american-boy-a-profile-of-steven-prince-1978,7.3,NA
1030,The Big Shave,1967,Martin Scorsese,Scorsese Shorts,the-big-shave-1967,7,NA
1030,"It's Not Just You, Murray!",1964,Martin Scorsese,Scorsese Shorts,its-not-just-you-murray-1964,6.4,NA
1030,What's a Nice Girl Like You Doing in a Place Like This?,1963,Martin Scorsese,Scorsese Shorts,whats-a-nice-girl-like-you-doing-in-a-place-like-this-1963,6.4,NA
1029,Husbands,1970,John Cassavetes,Standalone Only,husbands-1970,7.1,66
1028,"Dance, Girl, Dance",1940,Dorothy Arzner,Standalone Only,dance-girl-dance-1940,6.8,NA
1027,The Great Escape,1963,John Sturges,Standalone Only,the-great-escape-1963,8.2,86
1026,Me and You and Everyone We Know,2005,Miranda July,Standalone Only,me-and-you-and-everyone-we-know-2005,7.2,76
1025,The Grand Budapest Hotel,2014,Wes Anderson,The Wes Anderson Archive,the-grand-budapest-hotel-2014,8.1,88
1024,Destry Rides Again,1939,George Marshall,Standalone Only,destry-rides-again-1939,7.6,81
1023,The Cremator,1969,Juraj Herz,Standalone Only,the-cremator-1969,8,NA
1022,The Prince of Tides,1991,Barbra Streisand,Standalone Only,the-prince-of-tides-1991,6.8,65
1021,Show Boat,1936,James Whale,Standalone Only,show-boat-1936,7.4,88
1020,Leave Her to Heaven,1945,John M. Stahl,Standalone Only,leave-her-to-heaven-1945,7.6,NA
1019,Bamboozled,2000,Spike Lee,Standalone Only,bamboozled-2000,6.7,56
1018,Paris Is Burning,1990,Jennie Livingston,Standalone Only,paris-is-burning-1990,8.2,82
1017,The Fabulous Baron Munchausen,1962,Karel Zeman,Three Fantastic Journeys by Karel Zeman,the-fabulous-baron-munchausen-1962,7.7,NA
1016,The Fabulous World of Jules Verne,1958,Karel Zeman,Three Fantastic Journeys by Karel Zeman,the-fabulous-world-of-jules-verne-1958,NA,NA
1015,Journey to the Beginning of Time,1955,Karel Zeman,Three Fantastic Journeys by Karel Zeman,journey-to-the-beginning-of-time-1955,7.1,NA
1014,Roma,2018,Alfonso Cuarón,Standalone Only,roma-2018,7.6,96
1013,Theorem,1968,Pier Paolo Pasolini,Pasolini 101,theorem-1968,NA,NA
1012,All About My Mother,1999,Pedro Almodóvar,Standalone Only,all-about-my-mother-1999,7.8,87
1011,Fail Safe,1964,Sidney Lumet,Standalone Only,fail-safe-1964,8,75
1010,The Little Soldier,1963,Jean-Luc Godard,Standalone Only,the-little-soldier-1963,7.1,97
1009,Holiday,1938,George Cukor,Standalone Only,holiday-1938,7.7,NA
1008,Old Joy,2006,Kelly Reichardt,Standalone Only,old-joy-2006,6.8,84
1007,Until the End of the World,1991,Wim Wenders,Standalone Only,until-the-end-of-the-world-1991,6.8,63
1006,The Story of Temple Drake,1933,Stephen Roberts,Standalone Only,the-story-of-temple-drake-1933,7.1,NA
1005,Cold War,2018,Paweł Pawlikowski,Standalone Only,cold-war-2018,7.5,90
1004,"Now, Voyager",1942,Irving Rapper,Standalone Only,now-voyager-1942,7.9,70
1003,All About Eve,1950,Joseph L. Mankiewicz,Standalone Only,all-about-eve-1950,8.2,98
1002,Betty Blue,1986,Jean-Jacques Beineix,Standalone Only,betty-blue-1986,7.3,56
1001,The Daytrippers,1996,Greg Mottola,Standalone Only,the-daytrippers-1996,7,73
1000,Terror of Mechagodzilla,1975,Ishirō Honda,Godzilla: The Showa-Era Films,terror-of-mechagodzilla-1975,6.1,NA
1000,Godzilla vs. Mechagodzilla,1974,Jun Fukuda,Godzilla: The Showa-Era Films,godzilla-vs-mechagodzilla-1974,6.2,NA
1000,Godzilla vs. Megalon,1973,Jun Fukuda,Godzilla: The Showa-Era Films,godzilla-vs-megalon-1973,4.8,NA
1000,Godzilla vs. Gigan,1972,Jun Fukuda,Godzilla: The Showa-Era Films,godzilla-vs-gigan-1972,5.6,NA
1000,Godzilla vs. Hedorah,1971,Yoshimitsu Banno,Godzilla: The Showa-Era Films,godzilla-vs-hedorah-1971,6.1,NA
1000,All Monsters Attack,1969,Ishirō Honda,Godzilla: The Showa-Era Films,all-monsters-attack-1969,3.9,NA
1000,Destroy All Monsters,1968,Ishirō Honda,Godzilla: The Showa-Era Films,destroy-all-monsters-1968,6.4,NA
1000,Son of Godzilla,1967,Jun Fukuda,Godzilla: The Showa-Era Films,son-of-godzilla-1967,5.2,NA
1000,"Ebirah, Horror of the Deep",1966,Jun Fukuda,Godzilla: The Showa-Era Films,ebirah-horror-of-the-deep-1966,5.5,NA
1000,Invasion of Astro-Monster,1965,Ishirō Honda,Godzilla: The Showa-Era Films,invasion-of-astromonster-1965,6.2,NA
1000,"Ghidorah, the Three-Headed Monster",1964,Ishirō Honda,Godzilla: The Showa-Era Films,ghidorah-the-threeheaded-monster-1964,6.5,NA
1000,Mothra vs. Godzilla,1964,Ishirō Honda,Godzilla: The Showa-Era Films,mothra-vs-godzilla-1964,6.5,NA
1000,King Kong vs. Godzilla,1963,Ishirō Honda & Thomas Montgomery,Godzilla: The Showa-Era Films,king-kong-vs-godzilla-1963,5.7,40
1000,King Kong vs. Godzilla,1962,Ishirō Honda,Godzilla: The Showa-Era Films,king-kong-vs-godzilla-1962,6.2,NA
1000,Godzilla Raids Again,1955,Ishirō Honda,Godzilla: The Showa-Era Films,godzilla-raids-again-1955,5.7,NA
999,Matewan,1987,John Sayles,Standalone Only,matewan-1987,7.9,73
998,When We Were Kings,1996,Leon Gast,Standalone Only,when-we-were-kings-1996,7.9,83
997,Cluny Brown,1946,Ernst Lubitsch,Standalone Only,cluny-brown-1946,7.4,NA
996,The Circus,1928,Charlie Chaplin,Standalone Only,the-circus-1928,8.1,90
995,Polyester,1981,John Waters,Standalone Only,polyester-1981,7,72
994,Local Hero,1983,Bill Forsyth,Standalone Only,local-hero-1983,7.3,83
993,The Cloud-Capped Star,1960,Ritwik Ghatak,Standalone Only,the-cloudcapped-star-1960,7.8,NA
992,Through the Olive Trees,1994,Abbas Kiarostami,Standalone Only,through-the-olive-trees-1994,7.7,NA
991,"Life, and Nothing More…",1992,Abbas Kiarostami,Standalone Only,life-and-nothing-more-1992,NA,NA
990,Where Is the Friend's House?,1987,Abbas Kiarostami,Standalone Only,where-is-the-friends-house-1987,8.1,NA
989,The Flavor of Green Tea Over Rice,1952,Yasujirō Ozu,Standalone Only,the-flavor-of-green-tea-over-rice-1952,7.7,NA
988,The Inland Sea,1991,Lucille Carra,Standalone Only,the-inland-sea-1991,7,NA
987,Klute,1971,Alan J. Pakula,Standalone Only,klute-1971,7.1,81
986,The Baker's Wife,1938,Marcel Pagnol,Standalone Only,the-bakers-wife-1938,7.5,NA
985,Europa Europa,1990,Agnieszka Holland,Standalone Only,europa-europa-1990,7.5,75
984,Nineteen Eighty-Four,1984,Michael Radford,Standalone Only,nineteen-eightyfour-1984,6.6,NA
983,War and Peace,1965,Sergei Bondarchuk,Standalone Only,war-and-peace-1965,8.3,NA
982,Hedwig and the Angry Inch,2001,John Cameron Mitchell,Standalone Only,hedwig-and-the-angry-inch-2001,7.7,85
981,Humanité,1999,Bruno Dumont,Standalone Only,humanité-1999,NA,NA
980,The Life of Jesus,1997,Bruno Dumont,Standalone Only,the-life-of-jesus-1997,7,74
979,Swing Time,1936,George Stevens,Standalone Only,swing-time-1936,7.5,91
978,"One Sings, the Other Doesn't",1977,Agnès Varda,Standalone Only,one-sings-the-other-doesnt-1977,7.4,NA
977,Blue Velvet,1986,David Lynch,Standalone Only,blue-velvet-1986,7.7,75
976,Let the Sunshine In,2017,Claire Denis,Standalone Only,let-the-sunshine-in-2017,6,79
975,Funny Games,1997,Michael Haneke,Standalone Only,funny-games-1997,7.5,69
974,The Heiress,1949,William Wyler,Standalone Only,the-heiress-1949,8.1,NA
973,My Brilliant Career,1979,Gillian Armstrong,Standalone Only,my-brilliant-career-1979,7.1,77
972,Police Story 2,1988,Jackie Chan,Standalone Only,police-story-2-1988,7.1,68
971,Police Story,1985,Jackie Chan,Standalone Only,police-story-1985,7.5,78
970,A Face in the Crowd,1957,Elia Kazan,Standalone Only,a-face-in-the-crowd-1957,8.2,72
969,Diamonds of the Night,1964,Jan Němec,Standalone Only,diamonds-of-the-night-1964,7.3,NA
968,Japón,2002,Carlos Reygadas,Standalone Only,japón-2002,NA,NA
967,I Wanna Hold Your Hand,1978,Robert Zemeckis,Standalone Only,i-wanna-hold-your-hand-1978,6.8,64
966,Detour,1945,Edgar G. Ulmer,Standalone Only,detour-1945,7.3,NA
965,Wanda,1970,Barbara Loden,Standalone Only,wanda-1970,7.1,NA
964,The Kid Brother,1927,Ted Wilde,Standalone Only,the-kid-brother-1927,7.6,NA
963,To Sleep with Anger,1990,Charles Burnett,Standalone Only,to-sleep-with-anger-1990,7.2,NA
962,Death in Venice,1971,Luchino Visconti,Standalone Only,death-in-venice-1971,7.3,NA
961,Shame,1968,Ingmar Bergman,Standalone Only,shame-1968,8,NA
960,The Truth,1960,Henri-Georges Clouzot,Standalone Only,the-truth-1960,7.6,NA
959,In the Heat of the Night,1967,Norman Jewison,Standalone Only,in-the-heat-of-the-night-1967,7.9,76
958,"4 Months, 3 Weeks and 2 Days",2007,Cristian Mungiu,Standalone Only,4-months-3-weeks-and-2-days-2007,7.9,97
957,Mikey and Nicky,1976,Elaine May,Standalone Only,mikey-and-nicky-1976,7.3,81
956,24 Frames,2017,Abbas Kiarostami,Standalone Only,24-frames-2017,6.8,77
955,Panic,1946,Julien Duvivier,Standalone Only,panic-1946,4.9,NA
954,Forty Guns,1957,Samuel Fuller,Standalone Only,forty-guns-1957,7,NA
953,A Dry White Season,1989,Euzhan Palcy,Standalone Only,a-dry-white-season-1989,7,68
952,The Magnificent Ambersons,1942,Orson Welles,Standalone Only,the-magnificent-ambersons-1942,7.6,93
951,True Stories,1986,David Byrne,Standalone Only,true-stories-1986,7.2,67
950,Some Like It Hot,1959,Billy Wilder,Standalone Only,some-like-it-hot-1959,8.2,98
949,A Story from Chikamatsu,1954,Kenji Mizoguchi,Standalone Only,a-story-from-chikamatsu-1954,8,NA
948,The Princess Bride,1987,Rob Reiner,Standalone Only,the-princess-bride-1987,8,78
947,Shampoo,1975,Hal Ashby,Standalone Only,shampoo-1975,6.4,65
946,Eight Hours Don’t Make a Day,1972,Rainer Werner Fassbinder,Standalone Only,eight-hours-dont-make-a-day-1972,NA,NA
945,A Raisin in the Sun,1961,Daniel Petrie,Standalone Only,a-raisin-in-the-sun-1961,8,87
944,Cold Water,1994,Olivier Assayas,Standalone Only,cold-water-1994,7,90
943,Memories of Underdevelopment,1968,Tomás Gutiérrez Alea,Standalone Only,memories-of-underdevelopment-1968,7.6,NA
942,The Tree of Life,2011,Terrence Malick,Standalone Only,the-tree-of-life-2011,6.8,85
941,Smithereens,1982,Susan Seidelman,Standalone Only,smithereens-1982,6.7,72
940,The Ballad of Gregorio Cortez,1982,Robert M. Young,Standalone Only,the-ballad-of-gregorio-cortez-1982,7,NA
939,A Matter of Life and Death,1946,Michael Powell & Emeric Pressburger,Standalone Only,a-matter-of-life-and-death-1946,8,NA
938,"sex, lies, and videotape",1989,Steven Soderbergh,Standalone Only,sex-lies-and-videotape-1989,7.2,86
937,Dragon Inn,1967,King Hu,Standalone Only,dragon-inn-1967,7.4,100
936,Bull Durham,1988,Ron Shelton,Standalone Only,bull-durham-1988,7,73
935,The Devil Is a Woman,1935,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,the-devil-is-a-woman-1935,6.9,NA
934,Blonde Venus,1932,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,blonde-venus-1932,7.1,NA
933,Shanghai Express,1932,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,shanghai-express-1932,7.3,83
932,Dishonored,1931,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,dishonored-1931,7.2,NA
931,Morocco,1930,Josef von Sternberg,Dietrich & von Sternberg in Hollywood,morocco-1930,7,NA
929,Female Trouble,1974,John Waters,Standalone Only,female-trouble-1974,7.1,NA
928,Bowling for Columbine,2002,Michael Moore,Standalone Only,bowling-for-columbine-2002,8,72
927,El Sur,1983,Victor Erice,Standalone Only,el-sur-1983,7.8,NA
926,Manila in the Claws of Light,1975,Lino Brocka,Standalone Only,manila-in-the-claws-of-light-1975,7.8,NA
925,Midnight Cowboy,1969,John Schlesinger,Standalone Only,midnight-cowboy-1969,7.8,79
924,Graduation,2016,Cristian Mungiu,Standalone Only,graduation-2016,7.3,84
923,Beyond the Hills,2012,Cristian Mungiu,Standalone Only,beyond-the-hills-2012,7.5,79
922,The Other Side of Hope,2017,Aki Kaurismäki,Standalone Only,the-other-side-of-hope-2017,7.2,84
921,Moonrise,1948,Frank Borzage,Standalone Only,moonrise-1948,7,NA
920,The Virgin Suicides,1999,Sofia Coppola,Standalone Only,the-virgin-suicides-1999,7.2,77
919,Dead Man,1995,Jim Jarmusch,Standalone Only,dead-man-1995,7.5,62
918,The Color of Pomegranates,1969,Sergei Parajanov,Standalone Only,the-color-of-pomegranates-1969,7.6,NA
917,The Awful Truth,1937,Leo McCarey,Standalone Only,the-awful-truth-1937,7.6,87
916,Women in Love,1969,Ken Russell,Standalone Only,women-in-love-1969,7.1,NA
915,King of Jazz,1930,John Murray Anderson,Standalone Only,king-of-jazz-1930,6.7,NA
914,Baal,1970,Volker Schlöndorff,Standalone Only,baal-1970,6.4,NA
913,The Age of Innocence,1993,Martin Scorsese,Standalone Only,the-age-of-innocence-1993,7.2,90
912,An Actor's Revenge,1963,Kon Ichikawa,Standalone Only,an-actors-revenge-1963,7.3,NA
911,The Hero,1966,Satyajit Ray,Standalone Only,the-hero-1966,8.2,NA
910,Tom Jones,1963,Tony Richardson,Standalone Only,tom-jones-1963,6.4,77
909,Night of the Living Dead,1968,George Romero,Standalone Only,night-of-the-living-dead-1968,7.8,89
908,Comradeship,1931,G.W. Pabst,Standalone Only,comradeship-1931,7.5,NA
907,Westfront 1918,1930,G.W. Pabst,Standalone Only,westfront-1918-1930,7.3,NA
906,"I, Daniel Blake",2016,Ken Loach,Standalone Only,i-daniel-blake-2016,7.8,78
905,The Breakfast Club,1985,John Hughes,Standalone Only,the-breakfast-club-1985,7.8,66
904,Election,1999,Alexander Payne,Standalone Only,election-1999,7.2,83
903,Jabberwocky,1977,Terry Gilliam,Standalone Only,jabberwocky-1977,6.1,61
902,Desert Hearts,1985,Donna Deitch,Standalone Only,desert-hearts-1985,7.1,67
901,The Philadelphia Story,1940,George Cukor,Standalone Only,the-philadelphia-story-1940,7.8,96
900,First,2012,Caroline Rowland,100 Years of Olympic Films,first-2012,5.6,NA
900,Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory,2011,Nancy Beffa,100 Years of Olympic Films,bud-greenspan-presents-vancouver-2010-stories-of-olympic-glory-2011,NA,NA
900,The Everlasting Flame,2009,Gu Jun,100 Years of Olympic Films,the-everlasting-flame-2009,6.4,NA
900,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,2007,Bud Greenspan,100 Years of Olympic Films,bud-greenspans-torino-2006-stories-of-olympic-glory-2007,6.4,NA
900,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,2005,Bud Greenspan,100 Years of Olympic Films,bud-greenspans-athens-2004-stories-of-olympic-glory-2005,6.3,NA
900,Salt Lake City 2002: Stories of Olympic Glory,2003,Bud Greenspan,100 Years of Olympic Films,salt-lake-city-2002-stories-of-olympic-glory-2003,NA,NA
900,Sydney 2000: Stories of Olympic Glory,2001,Bud Greenspan,100 Years of Olympic Films,sydney-2000-stories-of-olympic-glory-2001,6.8,NA
900,Olympic Glory,1999,Kieth Merrill,100 Years of Olympic Films,olympic-glory-1999,6,NA
900,Nagano ’98 Olympics: Stories of Honor and Glory,1998,Bud Greenspan,100 Years of Olympic Films,nagano-98-olympics-stories-of-honor-and-glory-1998,NA,NA
900,Atlanta’s Olympic Glory,1997,Bud Greenspan,100 Years of Olympic Films,atlantas-olympic-glory-1997,6.9,NA
900,Lillehammer ’94: 16 Days of Glory,1994,Bud Greenspan,100 Years of Olympic Films,lillehammer-94-16-days-of-glory-1994,7.2,NA
900,Marathon,1993,Carlos Saura,100 Years of Olympic Films,marathon-1993,6.7,NA
900,"One Light, One World",1992,NA,100 Years of Olympic Films,one-light-one-world-1992,5.7,NA
900,Beyond All Barriers,1989,Lee Ji-won,100 Years of Olympic Films,beyond-all-barriers-1989,5.9,NA
900,Hand in Hand,1989,Im Kwon-taek,100 Years of Olympic Films,hand-in-hand-1989,6.7,NA
900,Seoul 1988,1989,Lee Kwang-soo,100 Years of Olympic Films,seoul-1988-1989,NA,NA
900,Calgary ’88: 16 Days of Glory,1989,Bud Greenspan,100 Years of Olympic Films,calgary-88-16-days-of-glory-1989,7.2,NA
900,16 Days of Glory,1985,Bud Greenspan,100 Years of Olympic Films,16-days-of-glory-1985,7.7,NA
900,A Turning Point,1984,Kim Takal,100 Years of Olympic Films,a-turning-point-1984,6,NA
900,"O Sport, You Are Peace!",1981,Yuri Ozerov,100 Years of Olympic Films,o-sport-you-are-peace-1981,6.8,NA
900,Olympic Spirit,1980,Drummond Challis & Tony Maylam,100 Years of Olympic Films,olympic-spirit-1980,5.8,NA
900,Games of the XXI Olympiad,1977,Jean-Claude Labrecque & Jean Beaudin & Marcel Carrière & Georges Dufaux,100 Years of Olympic Films,games-of-the-xxi-olympiad-1977,6.4,NA
900,White Rock,1977,Tony Maylam,100 Years of Olympic Films,white-rock-1977,7.2,NA
900,Sapporo Winter Olympics,1972,Masahiro Shinoda,100 Years of Olympic Films,sapporo-winter-olympics-1972,7.1,NA
900,The Olympics in Mexico,1969,Alberto Isaac,100 Years of Olympic Films,the-olympics-in-mexico-1969,7.1,NA
900,Snows of Grenoble,1968,Jacques Ertaud & Jean-Jacques Languepin,100 Years of Olympic Films,snows-of-grenoble-1968,6.4,NA
900,13 Days in France,1968,Claude Lelouch & François Reichenbach,100 Years of Olympic Films,13-days-in-france-1968,NA,NA
900,Sensation of the Century,1966,Hiroshi Maeda & Tatsuji Yamagishi,100 Years of Olympic Films,sensation-of-the-century-1966,6,NA
900,"IX Olympic Winter Games, Innsbruck 1964",1964,Theo Hörmann,100 Years of Olympic Films,ix-olympic-winter-games-innsbruck-1964-1964,6.6,NA
900,The Grand Olympics,1961,Romolo Marcellini,100 Years of Olympic Films,the-grand-olympics-1961,6.8,NA
900,"People, Hopes, Medals",1960,Heribert Meisel,100 Years of Olympic Films,people-hopes-medals-1960,5.7,NA
900,The Horse in Focus,1956,Unknown,100 Years of Olympic Films,the-horse-in-focus-1956,5.3,NA
