spine,title,year,director,boxset,movie_id,imdb_rating,metascore
900,Alain Mimoun,1959,Louis Gueguen,100 Years of Olympic Films,alain-mimoun-1959,6.5,NA
900,The Melbourne Rendezvous,1957,René Lucot,100 Years of Olympic Films,the-melbourne-rendezvous-1957,NA,NA
900,Olympic Games 1956,1956,Peter Whitchurch,100 Years of Olympic Films,olympic-games-1956-1956,5.9,NA
900,White Vertigo,1956,Giorgio Ferroni,100 Years of Olympic Films,white-vertigo-1956,6.9,NA
900,Memories of the Olympic Summer of 1952,1954,Unknown,100 Years of Olympic Films,memories-of-the-olympic-summer-of-1952-1954,6.2,NA
900,Gold and Glory,1953,Hannu Leminen,100 Years of Olympic Films,gold-and-glory-1953,6.1,NA
900,Where the World Meets,1952,Hannu Leminen,100 Years of Olympic Films,where-the-world-meets-1952,6.4,NA
900,"The VI Olympic Winter Games, Oslo 1952",1952,Tancred Ibsen,100 Years of Olympic Films,the-vi-olympic-winter-games-oslo-1952-1952,6,NA
900,XIVth Olympiad: The Glory of Sport,1948,Castleton Knight,100 Years of Olympic Films,xivth-olympiad-the-glory-of-sport-1948,6.5,NA
900,Fight Without Hate,1948,André Michel,100 Years of Olympic Films,fight-without-hate-1948,6,NA
900,Olympia Part Two: Festival of Beauty,1938,Leni Riefenstahl,100 Years of Olympic Films,olympia-part-two-festival-of-beauty-1938,7.6,NA
900,Olympia Part One: Festival of the Nations,1938,Leni Riefenstahl,100 Years of Olympic Films,olympia-part-one-festival-of-the-nations-1938,7.7,NA
900,Youth of the World,1936,Carl Junghans,100 Years of Olympic Films,youth-of-the-world-1936,NA,NA
900,"The Olympic Games, Amsterdam 1928",1928,Wilhelm Prager,100 Years of Olympic Films,the-olympic-games-amsterdam-1928-1928,6.2,NA
900,The IX Olympiad in Amsterdam,1928,Unknown,100 Years of Olympic Films,the-ix-olympiad-in-amsterdam-1928,6,NA
900,The White Stadium,1928,Arnold Fanck & Othmar Gurtner,100 Years of Olympic Films,the-white-stadium-1928,7.3,NA
900,The Olympic Games in Paris 1924,1925,Jean de Rovera,100 Years of Olympic Films,the-olympic-games-in-paris-1924-1925,6.4,NA
900,The Olympic Games as They Were Practiced in Ancient Greece,1924,Jean de Rovera,100 Years of Olympic Films,the-olympic-games-as-they-were-practiced-in-ancient-greece-1924,5.7,NA
900,The 1924 Chamonix Olympic Games,1924,Jean de Rovera,100 Years of Olympic Films,the-1924-chamonix-olympic-games-1924,NA,NA
900,"The Games of the V Olympiad Stockholm, 1912",2017,Adrian Wood,100 Years of Olympic Films,the-games-of-the-v-olympiad-stockholm-1912-2017,6.6,NA
899,Personal Shopper,2016,Olivier Assayas,Standalone Only,personal-shopper-2016,6.1,77
898,Twin Peaks: Fire Walk with Me,1992,David Lynch,Standalone Only,twin-peaks-fire-walk-with-me-1992,7.3,45
897,Barry Lyndon,1975,Stanley Kubrick,Standalone Only,barry-lyndon-1975,8.1,89
896,The Lure,2015,Agnieszka Smoczyńska,Standalone Only,the-lure-2015,6.2,72
895,David Lynch: The Art Life,2016,Olivia Neergaard-Holm & Rick Barnes & John Nguyen,Standalone Only,david-lynch-the-art-life-2016,7.2,75
894,The Piano Teacher,2001,Michael Haneke,Standalone Only,the-piano-teacher-2001,7.5,79
893,Certain Women,2016,Kelly Reichardt,Standalone Only,certain-women-2016,6.4,82
892,Festival,1967,Murray Lerner,Standalone Only,festival-1967,7.5,NA
891,Poison,1951,Sacha Guitry,Standalone Only,poison-1951,6.8,NA
890,Meantime,1983,Mike Leigh,Standalone Only,meantime-1983,7.2,69
889,The Breaking Point,1950,Michael Curtiz,Standalone Only,the-breaking-point-1950,7.5,NA
888,Stalker,1979,Andrei Tarkovsky,Standalone Only,stalker-1979,8,85
887,Lost in America,1985,Albert Brooks,Standalone Only,lost-in-america-1985,7,78
886,L'Argent,1983,Robert Bresson,Standalone Only,largent-1983,7.4,95
885,The Lodger: A Story of the London Fog,1927,Alfred Hitchcock,Standalone Only,the-lodger-a-story-of-the-london-fog-1927,7.3,82
884,César,1936,Marcel Pagnol,The Marseille Trilogy,césar-1936,7.6,NA
883,Fanny,1932,Marc Allégret,The Marseille Trilogy,fanny-1932,7.8,NA
882,Marius,1931,Alexander Korda,The Marseille Trilogy,marius-1931,7.8,NA
880,They Live by Night,1948,Nicholas Ray,Standalone Only,they-live-by-night-1948,7.4,82
879,Taipei Story,1985,Edward Yang,Martin Scorsese's World Cinema Project No. 2,taipei-story-1985,7.6,NA
878,Law of the Border,1966,Ömer Lütfi Akad,Martin Scorsese's World Cinema Project No. 2,law-of-the-border-1966,NA,NA
877,Limite,1931,Mário Peixoto,Martin Scorsese's World Cinema Project No. 2,limite-1931,NA,NA
876,Revenge,1989,Yermek Shinarbayev,Martin Scorsese's World Cinema Project No. 2,revenge-1989,7.2,NA
875,Mysterious Object at Noon,2000,Apichatpong Weerasethakul,Martin Scorsese's World Cinema Project No. 2,mysterious-object-at-noon-2000,6.7,74
874,Insiang,1976,Lino Brocka,Martin Scorsese's World Cinema Project No. 2,insiang-1976,7.5,NA
872,Ghost World,2001,Terry Zwigoff,Standalone Only,ghost-world-2001,7.3,90
871,Dheepan,2015,Jacques Audiard,Standalone Only,dheepan-2015,7.2,76
870,Othello,1951,Orson Welles,Standalone Only,othello-1951,7.5,NA
869,Rumble Fish,1983,Francis Ford Coppola,Standalone Only,rumble-fish-1983,7.1,63
868,Tampopo,1985,Juzo Itami,Standalone Only,tampopo-1985,7.9,87
867,Woman of the Year,1942,George Stevens,Standalone Only,woman-of-the-year-1942,7.1,74
866,Buena Vista Social Club,1999,Wim Wenders,Standalone Only,buena-vista-social-club-1999,7.6,81
865,Blow-Up,1966,Michelangelo Antonioni,Standalone Only,blowup-1966,7.4,82
864,Being There,1979,Hal Ashby,Standalone Only,being-there-1979,7.9,83
863,Multiple Maniacs,1970,John Waters,Standalone Only,multiple-maniacs-1970,6.5,NA
862,Canoa: A Shameful Memory,1976,Felipe Cazals,Standalone Only,canoa-a-shameful-memory-1976,7.8,NA
861,45 Years,2015,Andrew Haigh,Standalone Only,45-years-2015,7.1,94
860,Mildred Pierce,1945,Michael Curtiz,Standalone Only,mildred-pierce-1945,7.9,88
859,Before Midnight,2013,Richard Linklater,The Before Trilogy,before-midnight-2013,7.9,94
858,Before Sunset,2004,Richard Linklater,The Before Trilogy,before-sunset-2004,8.1,91
857,Before Sunrise,1995,Richard Linklater,The Before Trilogy,before-sunrise-1995,8.1,79
855,Women on the Verge of a Nervous Breakdown,1988,Pedro Almodóvar,Standalone Only,women-on-the-verge-of-a-nervous-breakdown-1988,7.5,85
854,The Tree of Wooden Clogs,1978,Ermanno Olmi,Standalone Only,the-tree-of-wooden-clogs-1978,7.8,NA
853,Cameraperson,2016,Kirsten Johnson,Standalone Only,cameraperson-2016,7.5,89
852,Black Girl,1966,Ousmane Sembène,Standalone Only,black-girl-1966,7.4,72
851,Fox and His Friends,1975,Rainer Werner Fassbinder,Standalone Only,fox-and-his-friends-1975,7.6,NA
850,Something Wild,1961,Jack Garfein,Standalone Only,something-wild-1961,6.7,NA
849,His Girl Friday,1940,Howard Hawks,Standalone Only,his-girl-friday-1940,7.8,94
848,Roma,1972,Federico Fellini,Essential Fellini,roma-1972,7.3,NA
847,The Asphalt Jungle,1950,John Huston,Standalone Only,the-asphalt-jungle-1950,7.8,85
846,Heart of a Dog,2015,Laurie Anderson,Standalone Only,heart-of-a-dog-2015,7,84
845,The Squid and the Whale,2005,Noah Baumbach,Standalone Only,the-squid-and-the-whale-2005,7.3,82
844,One-Eyed Jacks,1961,Marlon Brando,Standalone Only,oneeyed-jacks-1961,7.1,NA
843,Punch-Drunk Love,2002,Paul Thomas Anderson,Standalone Only,punchdrunk-love-2002,7.3,78
842,Dreams,1990,Akira Kurosawa,Standalone Only,dreams-1990,7.7,NA
841,Lone Wolf and Cub: White Heaven in Hell,1974,Yoshiyuki Kuroda,Lone Wolf and Cub,lone-wolf-and-cub-white-heaven-in-hell-1974,7.3,NA
841,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973,Kenji Misumi,Lone Wolf and Cub,lone-wolf-and-cub-baby-cart-in-the-land-of-demons-1973,7.5,NA
841,Lone Wolf and Cub: Baby Cart in Peril,1972,Buichi Saito,Lone Wolf and Cub,lone-wolf-and-cub-baby-cart-in-peril-1972,7.5,NA
841,Lone Wolf and Cub: Baby Cart to Hades,1972,Kenji Misumi,Lone Wolf and Cub,lone-wolf-and-cub-baby-cart-to-hades-1972,7.5,NA
841,Lone Wolf and Cub: Baby Cart at the River Styx,1972,Kenji Misumi,Lone Wolf and Cub,lone-wolf-and-cub-baby-cart-at-the-river-styx-1972,7.9,NA
841,Lone Wolf and Cub: Sword of Vengeance,1972,Kenji Misumi,Lone Wolf and Cub,lone-wolf-and-cub-sword-of-vengeance-1972,7.7,NA
840,The Executioner,1963,Luis García Berlanga,Standalone Only,the-executioner-1963,7.9,NA
839,Boyhood,2014,Richard Linklater,Standalone Only,boyhood-2014,7.9,100
838,Pan's Labyrinth,2006,Guillermo del Toro,Standalone Only,pans-labyrinth-2006,8.2,98
837,Dekalog,1989,Krzysztof Kieślowski,Standalone Only,dekalog-1989,8.9,NA
836,Beyond the Valley of the Dolls,1970,Russ Meyer,Standalone Only,beyond-the-valley-of-the-dolls-1970,6.1,60
835,Valley of the Dolls,1967,Mark Robson,Standalone Only,valley-of-the-dolls-1967,6,49
834,Blood Simple,1984,Joel Coen & Ethan Coen,Standalone Only,blood-simple-1984,7.5,84
833,Cat People,1942,Jacques Tourneur,Standalone Only,cat-people-1942,7.2,85
832,The Story of the Last Chrysanthemum,1939,Kenji Mizoguchi,Standalone Only,the-story-of-the-last-chrysanthemum-1939,7.8,NA
831,The Immortal Story,1968,Orson Welles,Standalone Only,the-immortal-story-1968,7,NA
830,Chimes at Midnight,1965,Orson Welles,Standalone Only,chimes-at-midnight-1965,7.6,94
829,A Taste of Honey,1961,Tony Richardson,Standalone Only,a-taste-of-honey-1961,7.4,NA
828,Ingrid Bergman: In Her Own Words,2015,Stig Björkman,Standalone Only,ingrid-bergman-in-her-own-words-2015,7.4,75
827,McCabe & Mrs. Miller,1971,Robert Altman,Standalone Only,mccabe-mrs-miller-1971,7.6,93
826,The New World,2005,Terrence Malick,Standalone Only,the-new-world-2005,6.7,73
825,A Touch of Zen,1970,King Hu,Standalone Only,a-touch-of-zen-1970,NA,NA
824,"Muriel, or the Time of Return",1963,Alain Resnais,Standalone Only,muriel-or-the-time-of-return-1963,NA,NA
823,The In-Laws,1979,Arthur Hiller,Standalone Only,the-inlaws-1979,7.3,69
822,Clouds of Sils Maria,2014,Olivier Assayas,Standalone Only,clouds-of-sils-maria-2014,6.7,80
821,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,Standalone Only,dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964,8.3,97
820,Fantastic Planet,1973,René Laloux,Standalone Only,fantastic-planet-1973,7.7,73
819,Here Comes Mr. Jordan,1941,Alexander Hall,Standalone Only,here-comes-mr-jordan-1941,7.5,NA
818,La Chienne,1931,Jean Renoir,Standalone Only,la-chienne-1931,NA,NA
817,Le Amiche,1955,Michelangelo Antonioni,Standalone Only,le-amiche-1955,7.1,NA
816,Kings of the Road,1976,Wim Wenders,Wim Wenders: The Road Trilogy,kings-of-the-road-1976,7.6,NA
815,Wrong Move,1975,Wim Wenders,Wim Wenders: The Road Trilogy,wrong-move-1975,6.9,NA
814,Alice in the Cities,1974,Wim Wenders,Wim Wenders: The Road Trilogy,alice-in-the-cities-1974,7.8,78
812,The Player,1992,Robert Altman,Standalone Only,the-player-1992,7.5,86
811,The Naked Island,1960,Kaneto Shindo,Standalone Only,the-naked-island-1960,8,NA
810,In a Lonely Place,1950,Nicholas Ray,Standalone Only,in-a-lonely-place-1950,7.9,NA
809,Phoenix,2014,Christian Petzold,Standalone Only,phoenix-2014,7.3,89
808,Faces of November,1964,Robert Drew,The Kennedy Films of Robert Drew & Associates,faces-of-november-1964,7.3,NA
808,Crisis: Behind a Presidential Commitment,1963,Robert Drew,The Kennedy Films of Robert Drew & Associates,crisis-behind-a-presidential-commitment-1963,7.8,NA
808,Adventures on the New Frontier,1961,Robert Drew,The Kennedy Films of Robert Drew & Associates,adventures-on-the-new-frontier-1961,NA,NA
808,Primary,1960,Robert Drew,The Kennedy Films of Robert Drew & Associates,primary-1960,7.1,NA
807,Barcelona,1994,Whit Stillman,Standalone Only,barcelona-1994,7,74
806,Only Angels Have Wings,1939,Howard Hawks,Standalone Only,only-angels-have-wings-1939,7.6,86
805,A Poem Is a Naked Person,1974,Les Blank,Standalone Only,a-poem-is-a-naked-person-1974,7.1,76
804,A Brighter Summer Day,1991,Edward Yang,Standalone Only,a-brighter-summer-day-1991,8.2,91
803,The Manchurian Candidate,1962,John Frankenheimer,Standalone Only,the-manchurian-candidate-1962,7.9,94
802,Paris Belongs to Us,1961,Jacques Rivette,Standalone Only,paris-belongs-to-us-1961,6.7,NA
801,I Knew Her Well,1965,Antonio Pietrangeli,Standalone Only,i-knew-her-well-1965,7.6,NA
800,The Graduate,1967,Mike Nichols,Standalone Only,the-graduate-1967,8,83
799,The Kid,1921,Charlie Chaplin,Standalone Only,the-kid-1921,8.2,NA
798,Death by Hanging,1968,Nagisa Oshima,Standalone Only,death-by-hanging-1968,7.5,NA
797,The New Land,1972,Jan Troell,The Emigrants/The New Land,the-new-land-1972,8,NA
796,The Emigrants,1971,Jan Troell,The Emigrants/The New Land,the-emigrants-1971,8,NA
795,Gilda,1946,Charles Vidor,Standalone Only,gilda-1946,7.6,NA
794,Inside Llewyn Davis,2013,Joel Coen & Ethan Coen,Standalone Only,inside-llewyn-davis-2013,7.4,93
793,The American Friend,1977,Wim Wenders,Standalone Only,the-american-friend-1977,7.4,79
792,Bitter Rice,1949,Giuseppe De Santis,Standalone Only,bitter-rice-1949,7.6,NA
791,Lady Snowblood 2: Love Song of Vengeance,1974,Toshiya Fujita,The Complete Lady Snowblood,lady-snowblood-2-love-song-of-vengeance-1974,6.3,NA
790,Lady Snowblood,1973,Toshiya Fujita,The Complete Lady Snowblood,lady-snowblood-1973,7.6,80
789,Burroughs: The Movie,1983,Howard Brookner,Standalone Only,burroughs-the-movie-1983,7,NA
788,Speedy,1928,Ted Wilde,Standalone Only,speedy-1928,7.6,NA
787,Jellyfish Eyes,2013,Takashi Murakamie,Standalone Only,jellyfish-eyes-2013,4.7,34
786,Dont Look Back,1967,D.A. Pennebaker,Standalone Only,dont-look-back-1967,7.9,84
785,Apur Sansar,1959,Satyajit Ray,Standalone Only,apur-sansar-1959,NA,NA
784,Aparajito,1956,Satyajit Ray,Standalone Only,aparajito-1956,8.2,NA
783,Pather Panchali,1955,Satyajit Ray,Standalone Only,pather-panchali-1955,8.2,NA
781,In Cold Blood,1967,Richard Brooks,Standalone Only,in-cold-blood-1967,7.9,89
780,Code Unknown,2000,Michael Haneke,Standalone Only,code-unknown-2000,7.1,74
779,Mulholland Drive,2001,David Lynch,Standalone Only,mulholland-drive-2001,7.9,87
778,A Special Day,1977,Ettore Scola,Standalone Only,a-special-day-1977,8.1,NA
777,The Brood,1979,David Cronenberg,Standalone Only,the-brood-1979,6.8,63
776,Moonrise Kingdom,2012,Wes Anderson,The Wes Anderson Archive,moonrise-kingdom-2012,7.8,84
775,A Room with a View,1986,James Ivory,Standalone Only,a-room-with-a-view-1986,NA,NA
774,Mister Johnson,1990,Bruce Beresford,Standalone Only,mister-johnson-1990,6.4,NA
773,Breaker Morant,1980,Bruce Beresford,Standalone Only,breaker-morant-1980,7.8,73
772,Blind Chance,1987,Krzysztof Kieślowski,Standalone Only,blind-chance-1987,7.7,NA
771,"Two Days, One Night",2014,Jean Pierre Dardenne & Luc Dardenne,Standalone Only,two-days-one-night-2014,7.3,89
770,Dressed to Kill,1980,Brian De Palma,Standalone Only,dressed-to-kill-1980,7,74
769,Day for Night,1973,François Truffaut,Standalone Only,day-for-night-1973,8,NA
768,The French Lieutenant's Woman,1981,Stephen Frears,Standalone Only,the-french-lieutenants-woman-1981,6.9,64
767,My Beautiful Laundrette,1985,Stephen Frears,Standalone Only,my-beautiful-laundrette-1985,6.8,76
766,Here Is Your Life,1966,Jan Troell,Standalone Only,here-is-your-life-1966,7.3,NA
765,The Black Stallion,1979,Carroll Ballard,Standalone Only,the-black-stallion-1979,7.4,84
764,The Fisher King,1991,Terry Gilliam,Standalone Only,the-fisher-king-1991,7.5,67
763,The Bridge,1959,Bernhard Wicki,Standalone Only,the-bridge-1959,8,NA
762,A Master Builder,2013,Jonathan Demme,André Gregory & Wallace Shawn: 3 Films,a-master-builder-2013,5.9,67
761,Valerie and Her Week of Wonders,1970,Jaromil Jireš,Standalone Only,valerie-and-her-week-of-wonders-1970,7,NA
760,State of Siege,1972,Costa Gavras,Standalone Only,state-of-siege-1972,7.7,NA
759,The Confession,1970,Costa Gavras,Standalone Only,the-confession-1970,7.8,NA
758,The Merchant of Four Seasons,1972,Rainer Werner Fassbinder,Standalone Only,the-merchant-of-four-seasons-1972,7.3,NA
757,The Rose,1979,Mark Rydell,Standalone Only,the-rose-1979,6.9,67
756,Limelight,1952,Charlie Chaplin,Standalone Only,limelight-1952,8,84
755,Le Silence de la mer,1949,Jean-Pierre Melville,Standalone Only,le-silence-de-la-mer-1949,NA,NA
754,Odd Man Out,1947,Errol Morris,Standalone Only,odd-man-out-1947,7.6,87
753,The Thin Blue Line,1988,Errol Morris,Standalone Only,the-thin-blue-line-1988,7.9,79
752,"Vernon, Florida",1981,Errol Morris,Gates of Heaven/ Vernon Florida,vernon-florida-1981,7,NA
751,Gates of Heaven,1978,Errol Morris,Gates of Heaven/ Vernon Florida,gates-of-heaven-1978,7.3,NA
750,Ride the Pink Horse,1947,Robert Montgomery,Standalone Only,ride-the-pink-horse-1947,7.2,NA
749,The Soft Skin,1964,François Truffaut,Standalone Only,the-soft-skin-1964,7.5,78
748,Watership Down,1978,Martin Rosen,Standalone Only,watership-down-1978,7.5,64
747,Satyricon,1969,Federico Fellini,Essential Fellini,satyricon-1969,6.8,NA
746,A Day in the Country,1946,Jean Renoir,Standalone Only,a-day-in-the-country-1946,NA,NA
745,Don't Look Now,1973,Nicholas Roeg,Standalone Only,dont-look-now-1973,7.1,95
744,Every Man for Himself,1980,Jean-Luc Godard,Standalone Only,every-man-for-himself-1980,6.5,NA
743,La Ciénaga,2001,Lucrecia Martel,Standalone Only,la-ciénaga-2001,NA,NA
742,The Palm Beach Story,1942,Preston Sturges,Standalone Only,the-palm-beach-story-1942,7.5,NA
741,My Winnipeg,2007,Guy Maddin,Standalone Only,my-winnipeg-2007,7.5,84
740,The Bitter Tears of Petra von Kant,1972,Rainer Werner Fassbinder,Standalone Only,the-bitter-tears-of-petra-von-kant-1972,7.5,73
739,Safe,1995,Todd Haynes,Standalone Only,safe-1995,7.1,76
738,Tootsie,1982,Sydney Pollack,Standalone Only,tootsie-1982,7.4,88
737,Sworn to the Drum: A Tribute to Francisco Aguabella,1995,Les Blank,Les Blank: Always for Pleasure,sworn-to-the-drum-a-tribute-to-francisco-aguabella-1995,6.7,NA
737,The Maestro: King of the Cowboy Artists,1995,Les Blank,Les Blank: Always for Pleasure,the-maestro-king-of-the-cowboy-artists-1995,7,NA
737,"Yum, Yum, Yum! A Taste of the Cajun and Creole Cooking of Louisiana",1990,Les Blank,Les Blank: Always for Pleasure,yum-yum-yum-a-taste-of-the-cajun-and-creole-cooking-of-louisiana-1990,7.3,NA
737,Gap-Toothed Women,1987,Les Blank,Les Blank: Always for Pleasure,gaptoothed-women-1987,7.2,NA
737,In Heaven There Is No Beer?,1984,Les Blank,Les Blank: Always for Pleasure,in-heaven-there-is-no-beer-1984,7,NA
737,Sprout Wings and Fly,1983,Les Blank,Les Blank: Always for Pleasure,sprout-wings-and-fly-1983,7,NA
737,Garlic Is as Good as Ten Mothers,1980,Les Blank,Les Blank: Always for Pleasure,garlic-is-as-good-as-ten-mothers-1980,7.3,NA
737,Always for Pleasure,1978,Les Blank,Les Blank: Always for Pleasure,always-for-pleasure-1978,7.4,NA
737,Hot Pepper,1973,Les Blank,Les Blank: Always for Pleasure,hot-pepper-1973,6.8,NA
737,Dry Wood,1973,Les Blank,Les Blank: Always for Pleasure,dry-wood-1973,6.7,NA
737,A Well Spent Life,1971,Les Blank,Les Blank: Always for Pleasure,a-well-spent-life-1971,7.4,NA
737,Spend It All,1972,Les Blank,Les Blank: Always for Pleasure,spend-it-all-1972,7.3,NA
737,"God Respects Us When We Work, But Loves Us When We Dance",1968,Les Blank,Les Blank: Always for Pleasure,god-respects-us-when-we-work-but-loves-us-when-we-dance-1968,6.4,NA
737,The Blues Accordin' to Lightnin' Hopkins,1968,Les Blank,Les Blank: Always for Pleasure,the-blues-accordin-to-lightnin-hopkins-1968,NA,NA
736,It Happened One Night,1934,Frank Capra,Standalone Only,it-happened-one-night-1934,8.1,87
735,Ride in the Whirlwind,1966,Monte Hellman,Standalone Only,ride-in-the-whirlwind-1966,6.4,NA
734,The Shooting,1966,Monte Hellman,Standalone Only,the-shooting-1966,6.5,NA
733,La Dolce Vita,1960,Federico Fellini,Essential Fellini,la-dolce-vita-1960,8,95
732,My Darling Clementine,1946,John Ford,Standalone Only,my-darling-clementine-1946,7.7,NA
731,Parade,1974,Jacques Tati,The Complete Jacques Tati,parade-1974,6,NA
730,Jour de Fête,1949,Jacques Tati,The Complete Jacques Tati,jour-de-fête-1949,NA,NA
728,Sundays and Cybele,1962,Serge Bourguignon,Standalone Only,sundays-and-cybele-1962,7.7,NA
727,The Innocents,1961,Jack Clayton,Standalone Only,the-innocents-1961,7.7,88
726,Macbeth,1971,Roman Polanski,Standalone Only,macbeth-1971,7.4,NA
725,Eraserhead,1977,David Lynch,Standalone Only,eraserhead-1977,7.2,87
724,All That Jazz,1979,Bob Fosse,Standalone Only,all-that-jazz-1979,7.8,72
723,Y Tu Mamá También,2001,Alfonso Cuarón,Standalone Only,y-tu-mamá-también-2001,7.7,89
722,Tie Me Up! Tie Me Down!,1989,Pedro Almodóvar,Standalone Only,tie-me-up-tie-me-down-1989,7,55
721,Love Streams,1984,John Cassavetes,Standalone Only,love-streams-1984,7.6,NA
720,The Big Chill,1983,Lawrence Kasdan,Standalone Only,the-big-chill-1983,7.1,61
719,A Room in Town,1982,Jacques Demy,The Essential Jacques Demy,a-room-in-town-1982,6.7,NA
718,Donkey Skin,1970,Jacques Demy,The Essential Jacques Demy,donkey-skin-1970,7,70
717,The Young Girls of Rochefort,1967,Jacques Demy,The Essential Jacques Demy,the-young-girls-of-rochefort-1967,7.7,NA
716,The Umbrellas of Cherbourg,1964,Jacques Demy,The Essential Jacques Demy,the-umbrellas-of-cherbourg-1964,7.8,86
715,Bay of Angels,1963,Jacques Demy,The Essential Jacques Demy,bay-of-angels-1963,7.2,76
714,Lola,1961,Jacques Demy,The Essential Jacques Demy,lola-1961,7.4,73
712,Scanners,1981,David Cronenberg,Standalone Only,scanners-1981,6.7,60
711,A Hard Day's Night,1964,Richard Lester,Standalone Only,a-hard-days-night-1964,7.5,96
710,Judex,1963,Georges Franju,Standalone Only,judex-1963,7,NA
709,Red River,1948,Howard Hawks,Standalone Only,red-river-1948,7.7,96
708,Like Someone in Love,2012,Abbas Kiarostami,Standalone Only,like-someone-in-love-2012,7,76
707,Il Sorpasso,1962,Dino Risi,Standalone Only,il-sorpasso-1962,8.2,NA
706,Master of the House,1925,Carl Theodor Dreyer,Standalone Only,master-of-the-house-1925,7,NA
705,Breaking the Waves,1996,Lars von Trier,Standalone Only,breaking-the-waves-1996,7.8,82
704,Riot in Cell Block 11,1954,Don Siegel,Standalone Only,riot-in-cell-block-11-1954,7,NA
703,The Freshman,1925,Fred Newmeyer & Sam Taylor,Standalone Only,the-freshman-1925,7.5,NA
702,The Great Beauty,2013,Paolo Sorrentino,Standalone Only,the-great-beauty-2013,7.7,86
701,Persona,1966,Ingmar Bergman,Standalone Only,persona-1966,8,86
700,Fantastic Mr. Fox,2009,Wes Anderson,The Wes Anderson Archive,fantastic-mr-fox-2009,7.9,83
699,A Brief History of Time,1991,Errol Morris,Standalone Only,a-brief-history-of-time-1991,7.3,78
698,King of the Hill,1993,Steven Soderbergh,Standalone Only,king-of-the-hill-1993,7.3,86
697,Tess,1979,Roman Polanski,Standalone Only,tess-1979,7.3,82
696,Foreign Correspondent,1940,Alfred Hitchcock,Standalone Only,foreign-correspondent-1940,7.4,89
695,Blue Is the Warmest Color,2013,Abdellatif Kechiche,Standalone Only,blue-is-the-warmest-color-2013,NA,NA
694,The Long Day Closes,1992,Terence Davies,Standalone Only,the-long-day-closes-1992,7.3,85
693,La Vie de Bohème,1992,Aki Kaurismäki,Standalone Only,la-vie-de-bohème-1992,NA,NA
692,"It's a Mad, Mad, Mad, Mad World",1963,Stanley Kramer,Standalone Only,its-a-mad-mad-mad-mad-world-1963,7.5,59
691,Thief,1981,Michael Mann,Standalone Only,thief-1981,7.4,78
690,The Housemaid,1960,Kim Ki-young,Martin Scorsese's World Cinema Project No. 1,the-housemaid-1960,7.2,NA
689,Trances,1981,Ahmed El Maânouni,Martin Scorsese's World Cinema Project No. 1,trances-1981,6.7,NA
688,Dry Summer,1963,Metin Erksan,Martin Scorsese's World Cinema Project No. 1,dry-summer-1963,7.8,NA
687,A River Called Titas,1973,Ritwik Ghatak,Martin Scorsese's World Cinema Project No. 1,a-river-called-titas-1973,7.2,NA
686,Redes,1936,Emilio Gómez Muriel & Fred Zinnemann,Martin Scorsese's World Cinema Project No. 1,redes-1936,6.9,NA
685,Touki Bouki,1973,Djibril Diop Mambéty,Martin Scorsese's World Cinema Project No. 1,touki-bouki-1973,7,NA
683,Nashville,1975,Robert Altman,Standalone Only,nashville-1975,7.6,96
682,Investigation of a Citizen Above Suspicion,1970,Elio Petri,Standalone Only,investigation-of-a-citizen-above-suspicion-1970,8,89
681,Frances Ha,2012,Noah Baumbach,Standalone Only,frances-ha-2012,7.4,82
680,City Lights,1931,Charlie Chaplin,Standalone Only,city-lights-1931,8.5,99
679,Zatoichi's Conspiracy,1973,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichis-conspiracy-1973,7.1,NA
679,Zatoichi in Desperation,1972,Shintaro Katsu,Zatoichi: The Blind Swordsman,zatoichi-in-desperation-1972,6.8,NA
679,Zatoichi at Large,1972,Kazuo Mori,Zatoichi: The Blind Swordsman,zatoichi-at-large-1972,6.8,NA
679,Zatoichi Meets the One-Armed Swordsman,1971,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-meets-the-onearmed-swordsman-1971,NA,NA
679,Zatoichi Goes to the Fire Festival,1970,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-goes-to-the-fire-festival-1970,7.3,NA
679,Zatoichi Meets Yojimbo,1970,Kihachi Okamoto,Zatoichi: The Blind Swordsman,zatoichi-meets-yojimbo-1970,7,NA
679,Samaritan Zatoichi,1968,Kenji Misumi,Zatoichi: The Blind Swordsman,samaritan-zatoichi-1968,7.2,NA
679,Zatoichi and the Fugitives,1968,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-and-the-fugitives-1968,7.3,NA
679,Zatoichi Challenged,1967,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-challenged-1967,7.4,NA
679,Zatoichi the Outlaw,1967,Satsuo Yamamoto,Zatoichi: The Blind Swordsman,zatoichi-the-outlaw-1967,7,NA
679,Zatoichi's Cane Sword,1967,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichis-cane-sword-1967,7.4,NA
