movie_id,director
la-chienne-1931,Jean Renoir
le-amiche-1955,Michelangelo Antonioni
kings-of-the-road-1976,Wim Wenders
wrong-move-1975,Wim Wenders
alice-in-the-cities-1974,Wim Wenders
the-player-1992,Robert Altman
the-naked-island-1960,Kaneto Shindo
in-a-lonely-place-1950,Nicholas Ray
phoenix-2014,Christian Petzold
faces-of-november-1964,Robert Drew
crisis-behind-a-presidential-commitment-1963,Robert Drew
adventures-on-the-new-frontier-1961,Robert Drew
primary-1960,Robert Drew
barcelona-1994,Whit Stillman
only-angels-have-wings-1939,Howard Hawks
a-poem-is-a-naked-person-1974,Les Blank
a-brighter-summer-day-1991,Edward Yang
the-manchurian-candidate-1962,John Frankenheimer
paris-belongs-to-us-1961,Jacques Rivette
i-knew-her-well-1965,Antonio Pietrangeli
the-graduate-1967,Mike Nichols
the-kid-1921,Charlie Chaplin
death-by-hanging-1968,Nagisa Oshima
the-new-land-1972,Jan Troell
the-emigrants-1971,Jan Troell
gilda-1946,Charles Vidor
inside-llewyn-davis-2013,Joel Coen
inside-llewyn-davis-2013,Ethan Coen
the-american-friend-1977,Wim Wenders
bitter-rice-1949,Giuseppe De Santis
lady-snowblood-2-love-song-of-vengeance-1974,Toshiya Fujita
lady-snowblood-1973,Toshiya Fujita
burroughs-the-movie-1983,Howard Brookner
speedy-1928,Ted Wilde
jellyfish-eyes-2013,Takashi Murakamie
dont-look-back-1967,D.A. Pennebaker
apur-sansar-1959,Satyajit Ray
aparajito-1956,Satyajit Ray
pather-panchali-1955,Satyajit Ray
in-cold-blood-1967,Richard Brooks
code-unknown-2000,Michael Haneke
mulholland-drive-2001,David Lynch
a-special-day-1977,Ettore Scola
the-brood-1979,David Cronenberg
moonrise-kingdom-2012,Wes Anderson
a-room-with-a-view-1986,James Ivory
mister-johnson-1990,Bruce Beresford
breaker-morant-1980,Bruce Beresford
blind-chance-1987,Krzysztof Kieślowski
two-days-one-night-2014,Jean Pierre Dardenne
two-days-one-night-2014,Luc Dardenne
dressed-to-kill-1980,Brian De Palma
day-for-night-1973,François Truffaut
the-french-lieutenants-woman-1981,Stephen Frears
my-beautiful-laundrette-1985,Stephen Frears
here-is-your-life-1966,Jan Troell
the-black-stallion-1979,Carroll Ballard
the-fisher-king-1991,Terry Gilliam
the-bridge-1959,Bernhard Wicki
a-master-builder-2013,Jonathan Demme
valerie-and-her-week-of-wonders-1970,Jaromil Jireš
state-of-siege-1972,Costa Gavras
the-confession-1970,Costa Gavras
the-merchant-of-four-seasons-1972,Rainer Werner Fassbinder
the-rose-1979,Mark Rydell
limelight-1952,Charlie Chaplin
le-silence-de-la-mer-1949,Jean-Pierre Melville
odd-man-out-1947,Errol Morris
the-thin-blue-line-1988,Errol Morris
vernon-florida-1981,Errol Morris
gates-of-heaven-1978,Errol Morris
ride-the-pink-horse-1947,Robert Montgomery
the-soft-skin-1964,François Truffaut
watership-down-1978,Martin Rosen
satyricon-1969,Federico Fellini
a-day-in-the-country-1946,Jean Renoir
dont-look-now-1973,Nicholas Roeg
every-man-for-himself-1980,Jean-Luc Godard
la-ciénaga-2001,Lucrecia Martel
the-palm-beach-story-1942,Preston Sturges
my-winnipeg-2007,Guy Maddin
the-bitter-tears-of-petra-von-kant-1972,Rainer Werner Fassbinder
safe-1995,Todd Haynes
tootsie-1982,Sydney Pollack
sworn-to-the-drum-a-tribute-to-francisco-aguabella-1995,Les Blank
the-maestro-king-of-the-cowboy-artists-1995,Les Blank
yum-yum-yum-a-taste-of-the-cajun-and-creole-cooking-of-louisiana-1990,Les Blank
gaptoothed-women-1987,Les Blank
in-heaven-there-is-no-beer-1984,Les Blank
sprout-wings-and-fly-1983,Les Blank
garlic-is-as-good-as-ten-mothers-1980,Les Blank
always-for-pleasure-1978,Les Blank
hot-pepper-1973,Les Blank
dry-wood-1973,Les Blank
a-well-spent-life-1971,Les Blank
spend-it-all-1972,Les Blank
god-respects-us-when-we-work-but-loves-us-when-we-dance-1968,Les Blank
the-blues-accordin-to-lightnin-hopkins-1968,Les Blank
it-happened-one-night-1934,Frank Capra
ride-in-the-whirlwind-1966,Monte Hellman
the-shooting-1966,Monte Hellman
la-dolce-vita-1960,Federico Fellini
my-darling-clementine-1946,John Ford
parade-1974,Jacques Tati
jour-de-fête-1949,Jacques Tati
sundays-and-cybele-1962,Serge Bourguignon
the-innocents-1961,Jack Clayton
macbeth-1971,Roman Polanski
eraserhead-1977,David Lynch
all-that-jazz-1979,Bob Fosse
y-tu-mamá-también-2001,Alfonso Cuarón
tie-me-up-tie-me-down-1989,Pedro Almodóvar
love-streams-1984,John Cassavetes
the-big-chill-1983,Lawrence Kasdan
a-room-in-town-1982,Jacques Demy
donkey-skin-1970,Jacques Demy
the-young-girls-of-rochefort-1967,Jacques Demy
the-umbrellas-of-cherbourg-1964,Jacques Demy
bay-of-angels-1963,Jacques Demy
lola-1961,Jacques Demy
scanners-1981,David Cronenberg
a-hard-days-night-1964,Richard Lester
judex-1963,Georges Franju
red-river-1948,Howard Hawks
like-someone-in-love-2012,Abbas Kiarostami
il-sorpasso-1962,Dino Risi
master-of-the-house-1925,Carl Theodor Dreyer
breaking-the-waves-1996,Lars von Trier
riot-in-cell-block-11-1954,Don Siegel
the-freshman-1925,Fred Newmeyer
the-freshman-1925,Sam Taylor
the-great-beauty-2013,Paolo Sorrentino
persona-1966,Ingmar Bergman
fantastic-mr-fox-2009,Wes Anderson
a-brief-history-of-time-1991,Errol Morris
king-of-the-hill-1993,Steven Soderbergh
tess-1979,Roman Polanski
foreign-correspondent-1940,Alfred Hitchcock
blue-is-the-warmest-color-2013,Abdellatif Kechiche
the-long-day-closes-1992,Terence Davies
la-vie-de-bohème-1992,Aki Kaurismäki
its-a-mad-mad-mad-mad-world-1963,Stanley Kramer
thief-1981,Michael Mann
the-housemaid-1960,Kim Ki-young
trances-1981,Ahmed El Maânouni
dry-summer-1963,Metin Erksan
a-river-called-titas-1973,Ritwik Ghatak
redes-1936,Emilio Gómez Muriel
redes-1936,Fred Zinnemann
touki-bouki-1973,Djibril Diop Mambéty
nashville-1975,Robert Altman
investigation-of-a-citizen-above-suspicion-1970,Elio Petri
frances-ha-2012,Noah Baumbach
city-lights-1931,Charlie Chaplin
zatoichis-conspiracy-1973,Kimiyoshi Yasuda
zatoichi-in-desperation-1972,Shintaro Katsu
zatoichi-at-large-1972,Kazuo Mori
zatoichi-meets-the-onearmed-swordsman-1971,Kimiyoshi Yasuda
zatoichi-goes-to-the-fire-festival-1970,Kenji Misumi
zatoichi-meets-yojimbo-1970,Kihachi Okamoto
samaritan-zatoichi-1968,Kenji Misumi
zatoichi-and-the-fugitives-1968,Kimiyoshi Yasuda
zatoichi-challenged-1967,Kenji Misumi
zatoichi-the-outlaw-1967,Satsuo Yamamoto
zatoichis-cane-sword-1967,Kimiyoshi Yasuda
zatoichis-pilgrimage-1966,Kazuo Ikehiro
zatoichis-vengeance-1966,Tokuzo Tanaka
zatoichi-and-the-chess-expert-1965,Kenji Misumi
zatoichi-and-the-doomed-man-1965,Kazuo Mori
zatoichis-revenge-1965,Akira Inoue
adventures-of-zatoichi-1964,Kimiyoshi Yasuda
fight-zatoichi-fight-1964,Kenji Misumi
zatoichis-flashing-sword-1964,Kazuo Ikehiro
zatoichi-and-the-chest-of-gold-1964,Kazuo Ikehiro
zatoichi-on-the-road-1963,Kimiyoshi Yasuda
zatoichi-the-fugitive-1963,Tokuzo Tanaka
new-tale-of-zatoichi-1963,Tokuzo Tanaka
the-tale-of-zatoichi-continues-1962,Kazuo Mori
the-tale-of-zatoichi-1962,Kenji Misumi
la-notte-1961,Michelangelo Antonioni
the-uninvited-1944,Lewis Allen
i-married-a-witch-1942,René Clair
journey-to-italy-1954,Roberto Rossellini
europa-51-1952,Roberto Rossellini
stromboli-1950,Roberto Rossellini
la-cage-aux-folles-1978,Edouard Molinaro
to-be-or-not-to-be-1942,Ernst Lubitsch
charulata-1964,Satyajit Ray
the-big-city-1963,Satyajit Ray
seconds-1966,John Frankenheimer
the-devils-backbone-2001,Guillermo del Toro
babettes-feast-1987,Gabriel Axel
the-life-of-oharu-1952,Kenji Mizoguchi
shoah-1985,Claude Lanzmann
safety-last-1923,Fred Newmeyer
safety-last-1923,Sam Taylor
marketa-lazarová-1967,František Vlácil
things-to-come-1936,William Cameron Menzies
life-is-sweet-1990,Mike Leigh
medium-cool-1969,Haskell Wexler
310-to-yuma-1957,Delmer Daves
jubal-1956,Delmer Daves
land-of-milk-and-honey-1971,Pierre Étaix
le-grand-amour-1969,Pierre Étaix
as-long-as-youve-got-your-health-1966,Pierre Étaix
yoyo-1965,Pierre Étaix
the-suitor-1962,Pierre Étaix
repo-man-1984,Alex Cox
gate-of-hell-1953,Teinosuke Kinugasa
monsieur-verdoux-1947,Charlie Chaplin
badlands-1973,Terrence Malick
a-man-escaped-1956,Robert Bresson
ministry-of-fear-1944,Fritz Lang
ministry-of-fear-1944,Edgar Morin
chronicle-of-a-summer-1961,Jean Rouch
chronicle-of-a-summer-1961,Edgar Morin
on-the-waterfront-1954,Elia Kazan
the-kid-with-a-bike-2011,Jean-Pierre Dardenne
the-kid-with-a-bike-2011,Luc Dardenne
the-ballad-of-narayama-1958,Keisuke Kinoshita
pina-2011,Wim Wenders
the-man-who-knew-too-much-1934,Alfred Hitchcock
naqoyqatsi-2002,Godfrey Reggio
powaqqatsi-1988,Godfrey Reggio
koyaanisqatsi-1982,Godfrey Reggio
following-1998,Christopher Nolan
purple-noon-1960,René Clément
heavens-gate-1980,Michael Cimino
weekend-1967,Jean-Luc Godard
arabian-nights-1974,Pier Paolo Pasolini
the-canterbury-tales-1972,Pier Paolo Pasolini
the-decameron-1971,Pier Paolo Pasolini
rosemarys-baby-1968,Roman Polanski
sunday-bloody-sunday-1971,John Schlesinger
the-forgiveness-of-blood-2011,Joshua Marston
the-game-1997,David Fincher
the-devils-envoys-1942,Marcel Carné
eating-raoul-1982,Paul Bartel
quadrophenia-1979,Franc Roddam
lonesome-1928,Paul Fejos
weekend-2011,Andrew Haigh
rosetta-1999,Jean-Pierre Dardenne
rosetta-1999,Luc Dardenne
la-promesse-1996,Jean-Pierre Dardenne
la-promesse-1996,Luc Dardenne
le-havre-2011,Aki Kaurismäki
grays-anatomy-1996,Steven Soderbergh
and-everything-is-going-fine-2010,Steven Soderbergh
shallow-grave-1994,Danny Boyle
the-gold-rush-1925,Charlie Chaplin
summer-with-monika-1953,Ingmar Bergman
summer-interlude-1951,Ingmar Bergman
certified-copy-2010,Abbas Kiarostami
being-john-malkovich-1999,Spike Jonze
the-organizer-1963,Mario Monicelli
alambrista-1977,Robert M. Young
harold-and-maude-1971,Hal Ashby
gloria-1979,Hollis Frampton
winter-solstice-1974,Hollis Frampton
magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976,Hollis Frampton
ingenivm-nobis-ipsa-pvella-fecit-part-i-1974,Hollis Frampton
pan-700-1974,Hollis Frampton
pan-699-1974,Hollis Frampton
pan-698-1974,Hollis Frampton
pan-697-1974,Hollis Frampton
pan-4-1974,Hollis Frampton
pan-3-1974,Hollis Frampton
pan-2-1974,Hollis Frampton
pan-1-1974,Hollis Frampton
pan-0-1974,Hollis Frampton
the-birth-of-magellan-cadenza-i-1977,Hollis Frampton
hapax-legomena-iii-critical-mass-1971,Hollis Frampton
hapax-legomena-ii-poetic-justice-1972,Hollis Frampton
hapax-legomena-i-nostalgia-1971,Hollis Frampton
zorns-lemma-1970,Hollis Frampton
lemon-1969,Hollis Frampton
carrots-peas-1969,Hollis Frampton
surface-tension-1968,Hollis Frampton
maxwells-demon-1968,Hollis Frampton
process-red-1966,Hollis Frampton
manual-of-arms-1966,Hollis Frampton
blithe-spirit-1945,David Lean
this-happy-breed-1944,David Lean
in-which-we-serve-1942,David Lean
the-war-room-1993,D. A. Pennebaker
the-war-room-1993,Chris Hegedus
letter-never-sent-1960,Mikhail Kalatozov
anatomy-of-a-murder-1959,Otto Preminger
vanya-on-42nd-street-1994,Louis Malle
world-on-a-wire-1973,Rainer Werner Fassbinder
tiny-furniture-2010,Lena Dunham
three-outlaw-samurai-1964,Hideo Gosha
the-moment-of-truth-1965,Francesco Rosi
godzilla-1954,Ishirō Honda
belle-de-jour-1967,Luis Buñuel
design-for-living-1933,Ernst Lubitsch
12-angry-men-1957,Sidney Lumet
three-colours-red-1994,Krzysztof Kieślowski
three-colours-white-1994,Krzysztof Kieślowski
three-colours-blue-1993,Krzysztof Kieślowski
island-of-lost-souls-1932,Erle C. Kenton
identification-of-a-woman-1982,Michelangelo Antonioni
kuroneko-1968,Kaneto Shindō
the-four-feathers-1939,Zoltan Korda
carlos-2010,Olivier Assayas
the-cousins-1959,Claude Chabrol
le-beau-serge-1958,Claude Chabrol
the-phantom-carriage-1921,Victor Sjostrom
latalante-1934,Jean Vigo
zero-for-conduct-1933,Jean Vigo
taris-1931,Jean Vigo
à-propos-de-nice-1930,Jean Vigo
culdesac-1966,Roman Polanski
secret-sunshine-2007,Lee Chang-dong
the-killing-1956,Stanley Kubrick
life-during-wartime-2009,Todd Solondz
the-music-room-1958,Satyajit Ray
léon-morin-priest-1961,Jean-Pierre Melville
black-moon-1975,Louis Malle
zazie-dans-le-métro-1960,Louis Malle
people-on-sunday-1930,Robert Siodmak
people-on-sunday-1930,Edgar G. Ulmer
kiss-me-deadly-1955,Robert Aldrich
the-makioka-sisters-1983,Kon Ichikawa
insignificance-1985,Nicolas Roeg
the-great-dictator-1940,Charlie Chaplin
pale-flower-1964,Masahiro Shinoda
something-wild-1986,Jonathan Demme
blow-out-1981,Brian De Palma
kes-1969,Ken Loach
white-material-2009,Claire Denis
the-mikado-1939,Victor Schertzinger
topsyturvy-1999,Mike Leigh
the-times-of-harvey-milk-1984,Robert Epstein
senso-1954,Luchino Visconti
sweet-smell-of-success-1957,Alexander Mackendrick
still-walking-2008,Hirokazu Koreeda
fish-tank-2009,Andrea Arnold
broadcast-news-1987,James L. Brooks
cronos-1992,Guillermo del Toro
the-king-of-marvin-gardens-1972,Bob Rafelson
the-last-picture-show-1971,Peter Bogdanovich
a-safe-place-1971,Henry Jaglom
drive-he-said-1971,Jack Nicholson
five-easy-pieces-1970,Bob Rafelson
easy-rider-1969,Dennis Hopper
head-1968,Bob Rafelson
modern-times-1936,Charlie Chaplin
antichrist-2009,Lars von Trier
the-night-of-the-hunter-1955,Charles Laughton
the-darjeeling-limited-2007,Wes Anderson
house-1977,Nobuhiko Obayashi
paths-of-glory-1957,Stanley Kubrick
the-magician-1958,Ingmar Bergman
the-thin-red-line-1998,Terrence Malick
merry-christmas-mr-lawrence-1983,Nagisa Oshima
naked-childhood-1968,Maurice Pialat
crumb-1994,Terry Zwigoff
louie-bluie-1985,Terry Zwigoff
the-docks-of-new-york-1928,Josef von Sternberg
the-last-command-1928,Josef von Sternberg
underworld-1927,Josef von Sternberg
the-secret-of-the-grain-2007,Abdellatif Kechiche
there-was-a-father-1942,Yasujirō Ozu
the-only-son-1936,Yasujirō Ozu
night-train-to-munich-1940,Carol Reed
red-desert-1964,Michelangelo Antonioni
mystery-train-1989,Jim Jarmusch
everlasting-moments-2008,Jan Troell
closeup-1990,Abbas Kiarostami
chinese-series-2003,Stan Brakhage
persian-series-3-1999,Stan Brakhage
persian-series-2-1999,Stan Brakhage
persian-series-1-1999,Stan Brakhage
-reel-5-1998,Stan Brakhage
yggdrasill-whose-roots-are-stars-in-the-human-mind-1997,Stan Brakhage
the-cat-of-the-worms-green-realm-1997,Stan Brakhage
i-take-these-truths-1995,Stan Brakhage
from-first-hymn-to-the-night-novalis-1994,Stan Brakhage
the-mammals-of-victoria-1994,Stan Brakhage
boulder-blues-and-pearls-and-1993,Stan Brakhage
unconscious-london-strata-1981,Stan Brakhage
visions-in-meditation-4-dh-lawrence-1990,Stan Brakhage
visions-in-meditation-3-platos-cave-1990,Stan Brakhage
visions-in-meditation-2-mesa-verde-1989,Stan Brakhage
visions-in-meditation-1-1989,Stan Brakhage
arabic-numeral-series-12-1981,Stan Brakhage
murder-psalm-1980,Stan Brakhage
the-domain-of-the-moment-1977,Stan Brakhage
duplicity-iii-1980,Stan Brakhage
burial-path-1978,Stan Brakhage
the-process-1972,Stan Brakhage
desert-1976,Stan Brakhage
star-garden-1974,Stan Brakhage
the-machine-of-eden-1970,Stan Brakhage
scenes-from-under-childhood-section-one-1968,Stan Brakhage
23rd-psalm-branch-1967,Stan Brakhage
two-creeleymcclure-1965,Stan Brakhage
the-dead-1960,Stan Brakhage
the-wonder-ring-1955,Stan Brakhage
stagecoach-1939,John Ford
the-fugitive-kind-1960,Sidney Lumet
ride-with-the-devil-1999,Ang Lee
summer-hours-2008,Olivier Assayas
vivre-sa-vie-1962,Jean-Luc Godard
colossal-youth-2006,Pedro Costa
in-vandas-room-2000,Pedro Costa
ossos-1997,Pedro Costa
bigger-than-life-1956,Nicholas Ray
dillinger-is-dead-1969,Marco Ferreri
make-way-for-tomorrow-1937,Leo McCarey
hunger-2008,Steve McQueen
lola-montès-1955,Max Ophüls
revanche-2008,Götz Spielmann
paris-texas-1984,Wim Wenders
germany-year-zero-1948,Roberto Rossellini
paisan-1946,Roberto Rossellini
rome-open-city-1945,Roberto Rossellini
che-part-two-2008,Steven Soderbergh
che-part-one-2008,Steven Soderbergh
days-of-wine-and-roses-1958,John Frankenheimer
the-comedian-1957,Alvin Rakoff
requiem-for-a-heavyweight-1956,Alvin Rakoff
bang-the-drum-slowly-1956,Daniel Petrie
a-wind-from-the-south-1955,Daniel Petrie
no-time-for-sergeants-1955,Mervyn LeRoy
patterns-1955,Fielder Cook
marty-1953,Delbert Mann
downhill-racer-1969,Michael Ritchie
gomorrah-2008,Matteo Garrone
a-christmas-tale-2008,Arnaud Desplechin
z-1969,Costa Gavras
wings-of-desire-1987,Wim Wenders
monsoon-wedding-2001,Mira Nair
howards-end-1992,James Ivory
that-hamilton-woman-1941,Alexander Korda
homicide-1991,David Mamet
the-last-days-of-disco-1998,Whit Stillman
jeanne-dielman-23-quai-du-commerce-1080-bruxelles-1975,Chantal Akerman
repulsion-1965,Roman Polanski
2-or-3-things-i-know-about-her-1967,Jean-Luc Godard
made-in-usa-1966,Jean-Luc Godard
the-human-condition-iii-a-soldiers-prayer-1961,Masaki Kobayashi
the-human-condition-ii-road-to-eternity-1959,Masaki Kobayashi
the-human-condition-i-no-greater-love-1959,Masaki Kobayashi
my-dinner-with-andre-1981,Louis Malle
last-year-at-marienbad-1961,Alain Resnais
bergman-island-2006,Marie Nyreröd
the-curious-case-of-benjamin-button-2008,David Fincher
the-friends-of-eddie-coyle-1973,Peter Yates
intentions-of-murder-1964,Shohei Imamura
the-insect-woman-1963,Shohei Imamura
pigs-and-battleships-1961,Shohei Imamura
wise-blood-1979,John Huston
the-hit-1984,Stephen Frears
bluebeard-1936,Jean Painlevé
similarities-between-length-and-speed-1937,Jean Painlevé
voyage-to-the-sky-1937,Jean Painlevé
the-struggle-for-survival-1937,Jean Painlevé
the-fourth-dimension-1936,Jean Painlevé
experimental-treatment-of-a-hemorrhage-in-a-dog-1930,Jean Painlevé
the-sticklebacks-eggs-1925,Jean Painlevé
daphnia-1928,Jean Painlevé
sea-urchins-1929,Jean Painlevé
the-octopus-1928,Jean Painlevé
pigeons-in-the-square-1982,Jean Painlevé
diatoms-1968,Jean Painlevé
sea-ballerinas-1956,Jean Painlevé
freshwater-assassins-1947,Jean Painlevé
the-vampire-1945,Jean Painlevé
acera-or-the-witches-dance-1972,Jean Painlevé
shrimp-stories-1964,Jean Painlevé
the-love-life-of-an-octopus-1967,Jean Painlevé
the-sea-horse-1935,Jean Painlevé
liquid-crystals-1978,Jean Painlevé
how-some-jellyfish-are-born-1960,Jean Painlevé
sea-urchins-1954,Jean Painlevé
hyas-and-stenorhynchus-1929,Jean Painlevé
empire-of-passion-1978,Nagisa Oshima
in-the-realm-of-the-senses-1976,Nagisa Oshima
dodeskaden-1970,Akira Kurosawa
danton-1983,Andrzej Wajda
general-della-rovere-1959,Roberto Rossellini
the-last-metro-1980,François Truffaut
hobsons-choice-1954,David Lean
simon-of-the-desert-1965,Luis Buñuel
the-exterminating-angel-1962,Luis Buñuel
el-norte-1983,Gregory Nava
magnificent-obsession-1954,Douglas Sirk
the-taking-of-power-by-louis-xiv-1966,Roberto Rossellini
white-dog-1982,Samuel Fuller
europa-1991,Lars von Trier
chungking-express-1994,Wong Kar-wai
the-spy-who-came-in-from-the-cold-1965,Martin Ritt
fanfan-the-tulip-1952,Christian Jaque
bottle-rocket-1996,Wes Anderson
missing-1982,Constantinos Gavras
le-deuxième-souffle-1966,Jean-Pierre Melville
le-doulos-1962,Jean-Pierre Melville
an-autumn-afternoon-1962,Yasujirō Ozu
the-earrings-of-madame-de-1953,Max Ophüls
le-plaisir-1952,Max Ophüls
la-ronde-1950,Max Ophüls
twentyfour-eyes-1954,Keisuke Kinoshita
the-small-back-room-1949,Michael Powell
the-small-back-room-1949,Emeric Pressburger
brand-upon-the-brain-2006,Guy Maddin
trafic-1971,Jacques Tati
mon-oncle-antoine-1971,Claude Jutra
vampyr-1932,Carl Theodor Dreyer
before-the-rain-1994,Milčo Mančevski
the-furies-1950,Anthony Mann
the-big-risk-1960,Claude Sautet
patriotism-1966,Domoto Masaki
patriotism-1966,Yukio Mishima
mishima-a-life-in-four-chapters-1985,Paul Schrader
the-thief-of-bagdad-1940,Ludwig Berger
the-thief-of-bagdad-1940,Michael Powell
the-thief-of-bagdad-1940,Tim Whelan
the-fire-within-1963,Louis Malle
the-lovers-1958,Louis Malle
blast-of-silence-1961,Allen Baron
death-of-a-cyclist-1955,Juan Antonio Bardem
the-ice-storm-1997,Ang Lee
antonio-gaudí-1984,Hiroshi Teshigahara
mafioso-1962,Alberto Lattuada
walker-1987,Alex Cox
the-last-emperor-1987,Bernardo Bertolucci
pierrot-le-fou-1965,Jean-Luc Godard
le-bonheur-1965,Agnès Varda
la-pointe-courte-1955,Agnès Varda
this-sporting-life-1963,Lindsay Anderson
miss-julie-1951,Alf Sjöberg
the-naked-prey-1965,Cornel Wilde
twolane-blacktop-1971,Monte Hellman
drunken-angel-1948,Akira Kurosawa
sawdust-and-tinsel-1953,Ingmar Bergman
berlin-alexanderplatz-1980,Rainer Werner Fassbinder
under-the-volcano-1984,John Huston
days-of-heaven-1978,Terrence Malick
breathless-1960,Jean-Luc Godard
mala-noche-1986,Gus Van Sant
night-journey-1960,Alexander Hammid
a-dancers-world-1957,Peter Glushanok
appalachian-spring-1959,Peter Glushanok
the-3-penny-opera-1931,Georg Wilhelm Pabst
robinson-crusoe-on-mars-1964,Byron Haskin
cria-1976,Carlos Saura
the-milky-way-1969,Luis Buñuel
night-on-earth-1991,Jim Jarmusch
stranger-than-paradise-1984,Jim Jarmusch
house-of-games-1987,David Mamet
the-strange-ones-1950,Jean-Pierre Melville
ivans-childhood-1962,Andrei Tarkovsky
ace-in-the-hole-1951,Billy Wilder
the-face-of-another-1966,Hiroshi Teshigahara
woman-in-the-dunes-1964,Hiroshi Teshigahara
pitfall-1962,Hiroshi Teshigahara
if-1968,Lindsay Anderson
sweet-movie-1974,Dušan Makavejev
wr-mysteries-of-the-organism-1971,Dušan Makavejev
the-two-of-us-1967,Claude Berri
sans-soleil-1983,Chris Marker
la-jetée-1962,Chris Marker
sansho-the-bailiff-1954,Kenji Mizoguchi
army-of-shadows-1969,Jean-Pierre Melville
vengeance-is-mine-1979,Shohei Imamura
brute-force-1947,Jules Dassin
overlord-1975,Stuart Cooper
la-haine-1995,Mathieu Kassovitz
the-naked-city-1948,Jules Dassin
the-burmese-harp-1956,Kon Ichikawa
fires-on-the-plain-1959,Kon Ichikawa
when-a-woman-ascends-the-stairs-1960,Mikio Naruse
49th-parallel-1941,Michael Powell
49th-parallel-1941,Emeric Pressburger
green-for-danger-1946,Sidney Gilliat
bicycle-thieves-1948,Vittorio De Sica
the-proud-valley-1940,Pen Tennyson
sanders-of-the-river-1935,Zoltán Korda
body-and-soul-1925,Oscar Micheaux
emperor-jones-1933,Dudley Murphy
paul-robeson-tribute-to-an-artist-1979,Saul J. Turell
native-land-1942,Leo Hurwitz
native-land-1942,Paul Strand
jericho-1937,Thornton Freeland
borderline-1930,Kenneth Macpherson
corridors-of-blood-1958,Robert Day
grip-of-the-strangler-1958,Robert Day
the-atomic-submarine-1959,Spencer G. Bennet
first-man-into-space-1959,Robert Day
mouchette-1967,Robert Bresson
border-radio-1987,Allison Anders
border-radio-1987,Dean Lent
border-radio-1987,Kurt Voss
the-beales-of-grey-gardens-2006,Albert Maysles
the-beales-of-grey-gardens-2006,David Maysles
symbiopsychotaxiplasm-take-2½-2005,William Greaves
symbiopsychotaxiplasm-take-one-1968,William Greaves
the-double-life-of-véronique-1991,Krzysztof Kieślowski
pandoras-box-1929,Georg Wilhelm Pabst
the-fallen-idol-1948,Carol Reed
sweetie-1989,Jane Campion
hands-over-the-city-1963,Francesco Rosi
clean-shaven-1993,Lodge Kerrigan
sólo-con-tu-pareja-1991,Alfonso Cuarón
jigoku-1960,Nobuo Nakagawa
the-spirit-of-the-beehive-1973,Víctor Erice
seduced-and-abandoned-1964,Pietro Germi
kicking-and-screaming-1995,Noah Baumbach
love-in-the-afternoon-1972,Eric Rohmer
claires-knee-1970,Eric Rohmer
la-collectionneuse-1967,Eric Rohmer
my-night-at-mauds-1969,Eric Rohmer
suzannes-career-1963,Eric Rohmer
the-bakery-girl-of-monceau-1963,Eric Rohmer
a-canterbury-tale-1944,Michael Powell
a-canterbury-tale-1944,Emeric Pressburger
koko-a-talking-gorilla-1978,Barbet Schroeder
yi-yi-2000,Edward Yang
equinox-1970,Jack Woods
a-nos-amours-1983,Maurice Pialat
dazed-and-confused-1993,Richard Linklater
elevator-to-the-gallows-1958,Louis Malle
harlan-county-usa-1976,Barbara Kopple
fists-in-the-pocket-1965,Marco Bellocchio
viridiana-1961,Luis Buñuel
late-spring-1949,Yasujirō Ozu
au-revoir-les-enfants-1987,Louis Malle
lacombe-lucien-1974,Louis Malle
murmur-of-the-heart-1971,Louis Malle
metropolitan-1990,Whit Stillman
kind-hearts-and-coronets-1949,Robert Hamer
la-bête-humaine-1938,Jean Renoir
the-children-are-watching-us-1943,Vittorio De Sica
mr-arkadin-1955,Orson Welles
the-virgin-spring-1960,Ingmar Bergman
young-mr-lincoln-1939,John Ford
the-bad-sleep-well-1960,Akira Kurosawa
forbidden-games-1952,René Clément
the-tales-of-hoffmann-1951,Michael Powell
the-tales-of-hoffmann-1951,Emeric Pressburger
ran-1985,Akira Kurosawa
shoot-the-piano-player-1960,François Truffaut
pickpocket-1959,Robert Bresson
kill-1968,Kihachi Okamoto
samurai-spy-1965,Masahiro Shinoda
sword-of-the-beast-1965,Hideo Gosha
samurai-rebellion-1967,Masaki Kobayashi
ugetsu-1953,Kenji Mizoguchi
masculin-féminin-1966,Jean-Luc Godard
naked-1993,Mike Leigh
le-samouraï-1967,Jean-Pierre Melville
boudu-saved-from-drowning-1932,Jean Renoir
the-man-who-fell-to-earth-1976,Nicolas Roeg
bad-timing-1980,Nicolas Roeg
harakiri-1962,Masaki Kobayashi
an-angel-at-my-table-1990,Jane Campion
the-life-aquatic-with-steve-zissou-2004,Wes Anderson
story-of-a-prostitute-1965,Seijun Suzuki
gate-of-flesh-1964,Seijun Suzuki
au-hasard-balthazar-1966,Robert Bresson
le-notti-bianche-1957,Luchino Visconti
crazed-fruit-1956,Kō Nakahira
the-browning-version-1951,Anthony Asquith
the-flowers-of-st-francis-1950,Roberto Rossellini
unfaithfully-yours-1948,Preston Sturges
heaven-can-wait-1943,Ernst Lubitsch
the-phantom-of-liberty-1974,Luis Buñuel
hoop-dreams-1994,Steve James
f-for-fake-1973,Orson Welles
