spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
900,16 Days of Glory,1985,Bud Greenspan,100 Years of Olympic Films,285,Documentary,United States of America,English,0.5868,7.2,11,7.7,NA,376400,16-days-of-glory-1985
900,A Turning Point,1984,Kim Takal,100 Years of Olympic Films,82,Documentary,"United States of America, Yugoslavia",English,0.1109,5.3,6,6,NA,471036,a-turning-point-1984
900,"O Sport, You Are Peace!",1981,Yuri Ozerov,100 Years of Olympic Films,148,Documentary,Soviet Union,Russian,0.8621,6.1,9,6.8,NA,335172,o-sport-you-are-peace-1981
900,Olympic Spirit,1980,"Drummond Challis, Tony Maylam",100 Years of Olympic Films,27,Documentary,United Kingdom,English,0.4551,5.3,6,5.8,NA,471035,olympic-spirit-1980
900,Games of the XXI Olympiad,1977,"Jean-Claude Labrecque, Jean Beaudin, Marcel Carrière, Georges Dufaux",100 Years of Olympic Films,118,Documentary,Canada,French,0.3972,4.8,6,6.4,NA,446757,games-of-the-xxi-olympiad-1977
900,White Rock,1977,Tony Maylam,100 Years of Olympic Films,76,Documentary,United Kingdom,English,0.4812,5,6,7.2,NA,379363,white-rock-1977
900,Sapporo Winter Olympics,1972,Masahiro Shinoda,100 Years of Olympic Films,168,Documentary,Japan,Japanese,0.968,6.7,6,7.1,NA,444974,sapporo-winter-olympics-1972
900,The Olympics in Mexico,1969,Alberto Isaac,100 Years of Olympic Films,160,Documentary,Mexico,Spanish; Castilian,0.4722,5.7,6,7.1,NA,118881,the-olympics-in-mexico-1969
900,Snows of Grenoble,1968,"Jacques Ertaud, Jean-Jacques Languepin",100 Years of Olympic Films,91,Documentary,France,French,0.4838,5.6,7,6.4,NA,471033,snows-of-grenoble-1968
900,13 Days in France,1968,"Claude Lelouch, François Reichenbach",100 Years of Olympic Films,112,"Documentary, History",France,French,0.7704,6,7,6.7,NA,268655,13-days-in-france-1968
900,Sensation of the Century,1966,"Hiroshi Maeda, Tatsuji Yamagishi",100 Years of Olympic Films,156,Documentary,Japan,Japanese,0.053,5,5,6,NA,471032,sensation-of-the-century-1966
900,"IX Olympic Winter Games, Innsbruck 1964",1964,Theo Hörmann,100 Years of Olympic Films,96,Documentary,Austria,German,0.383,5.2,6,6.6,NA,471031,ix-olympic-winter-games-innsbruck-1964-1964
900,The Grand Olympics,1961,Romolo Marcellini,100 Years of Olympic Films,142,Documentary,Italy,Italian,0.6443,5.6,7,6.8,NA,149281,the-grand-olympics-1961
900,"People, Hopes, Medals",1960,Heribert Meisel,100 Years of Olympic Films,93,Documentary,"United States of America, Germany",German,0.7077,4.6,5,5.7,NA,471022,people-hopes-medals-1960
900,The Horse in Focus,1956,Unknown,100 Years of Olympic Films,16,Documentary,Sweden,Swedish,0.0698,5.4,7,5.3,NA,471021,the-horse-in-focus-1956
900,Alain Mimoun,1959,Louis Gueguen,100 Years of Olympic Films,24,Documentary,France,French,0.2882,6.3,7,6.5,NA,471020,alain-mimoun-1959
900,The Melbourne Rendezvous,1957,René Lucot,100 Years of Olympic Films,106,Documentary,France,French,0.3038,5,5,6.8,NA,320284,the-melbourne-rendezvous-1957
900,Olympic Games 1956,1956,Peter Whitchurch,100 Years of Olympic Films,60,Documentary,Australia,English,0.0926,6.1,9,5.9,NA,471019,olympic-games-1956-1956
900,White Vertigo,1956,Giorgio Ferroni,100 Years of Olympic Films,96,Documentary,Italy,Italian,0.2376,6,3,6.9,NA,471018,white-vertigo-1956
900,Memories of the Olympic Summer of 1952,1954,Unknown,100 Years of Olympic Films,50,Documentary,Finland,Finnish,0.0773,5,1,6.2,NA,471017,memories-of-the-olympic-summer-of-1952-1954
900,Gold and Glory,1953,Hannu Leminen,100 Years of Olympic Films,97,Documentary,Finland,Finnish,0.2386,5,4,6.1,NA,471016,gold-and-glory-1953
900,Where the World Meets,1952,Hannu Leminen,100 Years of Olympic Films,101,Documentary,Finland,Finnish,0.1582,5,4,6.4,NA,471015,where-the-world-meets-1952
900,"The VI Olympic Winter Games, Oslo 1952",1952,Tancred Ibsen,100 Years of Olympic Films,103,Documentary,Norway,Norwegian,0.2011,5,4,6,NA,471013,the-vi-olympic-winter-games-oslo-1952-1952
900,XIVth Olympiad: The Glory of Sport,1948,Castleton Knight,100 Years of Olympic Films,138,Documentary,United Kingdom,English,0.6601,6.1,8,6.5,NA,471011,xivth-olympiad-the-glory-of-sport-1948
900,Fight Without Hate,1948,André Michel,100 Years of Olympic Films,91,Documentary,France,English,0.1255,6.3,3,6,NA,471010,fight-without-hate-1948
900,Olympia Part Two: Festival of Beauty,1938,Leni Riefenstahl,100 Years of Olympic Films,104,Documentary,Germany,German,0.7231,6.704,81,7.6,NA,685,olympia-part-two-festival-of-beauty-1938
900,Olympia Part One: Festival of the Nations,1938,Leni Riefenstahl,100 Years of Olympic Films,127,Documentary,Germany,German,0.564,6.852,122,7.7,NA,677,olympia-part-one-festival-of-the-nations-1938
900,Youth of the World,1936,Carl Junghans,100 Years of Olympic Films,38,Documentary,Germany,German,0.4019,5.538,13,6.1,NA,424648,youth-of-the-world-1936
900,"The Olympic Games, Amsterdam 1928",1928,Wilhelm Prager,100 Years of Olympic Films,192,Documentary,NA,None Spoken,0.073,5.2,8,6.2,NA,470835,the-olympic-games-amsterdam-1928-1928
900,The IX Olympiad in Amsterdam,1928,Unknown,100 Years of Olympic Films,251,Documentary,Italy,None Spoken,0.1611,5.2,5,6,NA,470833,the-ix-olympiad-in-amsterdam-1928
900,The White Stadium,1928,"Arnold Fanck, Othmar Gurtner",100 Years of Olympic Films,124,Documentary,Switzerland,None Spoken,0.2836,7.4,14,7.3,NA,270944,the-white-stadium-1928
900,The Olympic Games in Paris 1924,1925,Jean de Rovera,100 Years of Olympic Films,174,Documentary,France,None Spoken,0.1091,5.3,9,6.4,NA,470830,the-olympic-games-in-paris-1924-1925
900,The Olympic Games as They Were Practiced in Ancient Greece,1924,Jean de Rovera,100 Years of Olympic Films,8,Documentary,France,None Spoken,0.1121,5.1,15,5.7,NA,470826,the-olympic-games-as-they-were-practiced-in-ancient-greece-1924
900,The 1924 Chamonix Olympic Games,1924,Jean de Rovera,100 Years of Olympic Films,37,Documentary,France,None Spoken,0.1073,5.429,14,6.3,NA,470824,the-1924-chamonix-olympic-games-1924
900,"The Games of the V Olympiad Stockholm, 1912",2017,Adrian Wood,100 Years of Olympic Films,170,Documentary,"Sweden, Switzerland",English,0.2202,5.6,10,6.6,NA,470385,the-games-of-the-v-olympiad-stockholm-1912-2017
899,Personal Shopper,2016,Olivier Assayas,Standalone,106,"Drama, Mystery, Thriller","Belgium, Czech Republic, France, Germany, United Kingdom",French,2.1758,5.929,1303,6.1,77,340676,personal-shopper-2016
898,Twin Peaks: Fire Walk with Me,1992,David Lynch,Standalone,135,"Drama, Mystery, Horror",United States of America,English,5.6,7.407,2222,7.3,45,1923,twin-peaks-fire-walk-with-me-1992
897,Barry Lyndon,1975,Stanley Kubrick,Standalone,188,"Drama, Romance, War, History","United Kingdom, United States of America",English,5.6196,8,3134,8.1,89,3175,barry-lyndon-1975
896,The Lure,2015,Agnieszka Smoczyńska,Standalone,93,"Horror, Music, Romance, Fantasy, Thriller",Poland,Polish,1.4819,6.154,285,6.2,72,375742,the-lure-2015
895,David Lynch: The Art Life,2016,"Olivia Neergaard-Holm, Rick Barnes, John Nguyen",Standalone,89,Documentary,United States of America,English,0.7787,6.951,214,7.2,75,413765,david-lynch-the-art-life-2016
894,The Piano Teacher,2001,Michael Haneke,Standalone,131,"Drama, Romance","France, Austria",French,6.0333,7.259,1248,7.5,79,1791,the-piano-teacher-2001
893,Certain Women,2016,Kelly Reichardt,Standalone,107,Drama,United States of America,English,1.9139,6.001,375,6.4,82,340487,certain-women-2016
892,Festival,1967,Murray Lerner,Standalone,97,"Documentary, Music",United States of America,English,0.8761,5.7,11,7.5,NA,16247,festival-1967
891,Poison,1951,Sacha Guitry,Standalone,85,Comedy,France,French,1.1738,7.2,75,6.8,NA,65534,poison-1951
890,Meantime,1983,Mike Leigh,Standalone,107,"Drama, Comedy",United Kingdom,English,1.3752,6.689,106,7.2,69,57978,meantime-1983
889,The Breaking Point,1950,Michael Curtiz,Standalone,97,"Crime, Drama",United States of America,English,0.954,7.1,88,7.5,NA,37954,the-breaking-point-1950
888,Stalker,1979,Andrei Tarkovsky,Standalone,162,"Science Fiction, Drama",Soviet Union,Russian,4.8183,8.1,2463,8,85,1398,stalker-1979
887,Lost in America,1985,Albert Brooks,Standalone,91,Comedy,United States of America,English,1.3211,6.87,165,7,78,27223,lost-in-america-1985
886,L'Argent,1983,Robert Bresson,Standalone,85,"Crime, Drama","France, Switzerland",French,1.2436,6.95,282,7.4,95,42112,largent-1983
885,The Lodger: A Story of the London Fog,1927,Alfred Hitchcock,Standalone,91,"Crime, Thriller, Mystery",United Kingdom,None Spoken,0.7887,7.1,328,7.3,82,2760,the-lodger-a-story-of-the-london-fog-1927
884,César,1936,Marcel Pagnol,The Marseille Trilogy,141,"Comedy, Drama",France,French,2.5398,7.6,75,7.6,NA,43873,césar-1936
883,Fanny,1932,Marc Allégret,The Marseille Trilogy,127,"Comedy, Drama",France,French,0.8469,7.5,76,7.8,NA,43146,fanny-1932
882,Marius,1931,Alexander Korda,The Marseille Trilogy,128,"Comedy, Drama, Romance",France,French,0.7251,7.4,99,7.8,NA,42818,marius-1931
880,They Live by Night,1948,Nicholas Ray,Standalone,96,"Crime, Romance, Drama",United States of America,English,1.5964,6.9,180,7.4,82,44190,they-live-by-night-1948
879,Taipei Story,1985,Edward Yang,Martin Scorsese's World Cinema Project No. 2,120,Drama,Taiwan,Mandarin,1.6089,7.439,131,7.6,NA,106380,taipei-story-1985
878,Law of the Border,1966,Ömer Lütfi Akad,Martin Scorsese's World Cinema Project No. 2,71,"Crime, Drama",Turkey,Turkish,2.7486,6.2,34,6.7,NA,197297,law-of-the-border-1966
877,Limite,1931,Mário Peixoto,Martin Scorsese's World Cinema Project No. 2,114,"Drama, Adventure",Brazil,None Spoken,0.864,7.1,118,7,NA,8353,limite-1931
876,Revenge,1989,Yermek Shinarbayev,Martin Scorsese's World Cinema Project No. 2,98,"Action, Drama",Hong Kong,Cantonese,0.9248,5.7,3,7.2,NA,355988,revenge-1989
875,Mysterious Object at Noon,2000,Apichatpong Weerasethakul,Martin Scorsese's World Cinema Project No. 2,89,"Documentary, Drama, Mystery","Thailand, Netherlands",Thai,0.7172,6.4,44,6.7,74,93553,mysterious-object-at-noon-2000
874,Insiang,1976,Lino Brocka,Martin Scorsese's World Cinema Project No. 2,95,Drama,Philippines,Tagalog,2.5711,7,64,7.5,NA,108949,insiang-1976
872,Ghost World,2001,Terry Zwigoff,Standalone,111,"Comedy, Drama","United Kingdom, United States of America, Germany",English,2.7396,7.093,1552,7.3,90,1548,ghost-world-2001
871,Dheepan,2015,Jacques Audiard,Standalone,115,"Crime, Drama",France,French,0.9776,6.852,519,7.2,76,314402,dheepan-2015
870,Othello,1951,Orson Welles,Standalone,93,Drama,"Italy, United States of America, Morocco",English,2.1856,7.4,207,7.5,NA,47697,othello-1951
869,Rumble Fish,1983,Francis Ford Coppola,Standalone,94,"Crime, Drama, Romance",United States of America,English,3.1836,6.993,751,7.1,63,232,rumble-fish-1983
868,Tampopo,1985,Juzo Itami,Standalone,115,Comedy,Japan,Japanese,3.1388,7.8,420,7.9,87,11830,tampopo-1985
867,Woman of the Year,1942,George Stevens,Standalone,114,"Comedy, Romance, Drama",United States of America,English,1.5464,6.926,163,7.1,74,20640,woman-of-the-year-1942
866,Buena Vista Social Club,1999,Wim Wenders,Standalone,105,"Documentary, Music","Germany, United States of America, United Kingdom, France, Cuba",English,0.9845,7.5,369,7.6,81,11779,buena-vista-social-club-1999
865,Blow-Up,1966,Michelangelo Antonioni,Standalone,111,"Drama, Mystery, Thriller","United Kingdom, United States of America, Italy",English,2.9266,7.325,1349,7.4,82,1052,blowup-1966
864,Being There,1979,Hal Ashby,Standalone,130,"Comedy, Drama",United States of America,English,2.2459,7.595,1110,7.9,83,10322,being-there-1979
863,Multiple Maniacs,1970,John Waters,Standalone,97,"Crime, Comedy, Horror",United States of America,English,1.1185,6.289,116,6.5,NA,25625,multiple-maniacs-1970
862,Canoa: A Shameful Memory,1976,Felipe Cazals,Standalone,116,"History, Crime, Drama, Thriller",Mexico,Spanish; Castilian,0.6262,7.8,83,7.8,NA,116982,canoa-a-shameful-memory-1976
861,45 Years,2015,Andrew Haigh,Standalone,95,"Drama, Romance",United Kingdom,English,1.8077,6.605,785,7.1,94,311291,45-years-2015
860,Mildred Pierce,1945,Michael Curtiz,Standalone,111,"Crime, Drama",United States of America,English,2.1377,7.6,441,7.9,88,3309,mildred-pierce-1945
859,Before Midnight,2013,Richard Linklater,The Before Trilogy,109,"Romance, Drama","Greece, United States of America",English,3.1501,7.499,2664,7.9,94,132344,before-midnight-2013
858,Before Sunset,2004,Richard Linklater,The Before Trilogy,80,"Drama, Romance",United States of America,English,3.6979,7.81,3736,8.1,91,80,before-sunset-2004
857,Before Sunrise,1995,Richard Linklater,The Before Trilogy,101,"Drama, Romance","Austria, United States of America",English,6.0529,7.974,4604,8.1,79,76,before-sunrise-1995
855,Women on the Verge of a Nervous Breakdown,1988,Pedro Almodóvar,Standalone,88,"Comedy, Drama",Spain,Spanish; Castilian,1.8317,7.4,986,7.5,85,4203,women-on-the-verge-of-a-nervous-breakdown-1988
854,The Tree of Wooden Clogs,1978,Ermanno Olmi,Standalone,187,Drama,Italy,Italian,1.4777,7.6,235,7.8,NA,31542,the-tree-of-wooden-clogs-1978
853,Cameraperson,2016,Kirsten Johnson,Standalone,102,Documentary,United States of America,English,2.4327,6.707,92,7.5,89,376534,cameraperson-2016
852,Black Girl,1966,Ousmane Sembène,Standalone,65,Drama,"France, Senegal",French,1.2455,7.22,168,7.4,72,95597,black-girl-1966
851,Fox and His Friends,1975,Rainer Werner Fassbinder,Standalone,125,Drama,Germany,German,0.8045,7.2,148,7.6,NA,42254,fox-and-his-friends-1975
850,Something Wild,1961,Jack Garfein,Standalone,112,Drama,United States of America,English,1.1283,6.2,36,6.7,NA,82944,something-wild-1961
849,His Girl Friday,1940,Howard Hawks,Standalone,92,"Comedy, Romance, Drama",United States of America,English,2.1195,7.418,917,7.8,94,3085,his-girl-friday-1940
848,Roma,1972,Federico Fellini,Essential Fellini,120,"Comedy, Drama","France, Italy",Italian,2.7564,7.218,355,7.3,NA,11035,roma-1972
847,The Asphalt Jungle,1950,John Huston,Standalone,113,"Crime, Drama",United States of America,English,1.4907,7.5,530,7.8,85,16958,the-asphalt-jungle-1950
846,Heart of a Dog,2015,Laurie Anderson,Standalone,75,Documentary,United States of America,English,0.9799,6.518,54,7,84,352197,heart-of-a-dog-2015
845,The Squid and the Whale,2005,Noah Baumbach,Standalone,81,"Comedy, Drama",United States of America,English,2.6253,6.953,1061,7.3,82,10707,the-squid-and-the-whale-2005
844,One-Eyed Jacks,1961,Marlon Brando,Standalone,141,"Western, Drama",United States of America,English,1.8824,6.7,243,7.1,NA,18647,oneeyed-jacks-1961
843,Punch-Drunk Love,2002,Paul Thomas Anderson,Standalone,96,"Romance, Drama, Comedy",United States of America,English,4.1354,7.104,2683,7.3,78,8051,punchdrunk-love-2002
842,Dreams,1990,Akira Kurosawa,Standalone,119,"Fantasy, Drama","Japan, United States of America",Japanese,3.3643,7.733,544,7.7,NA,12516,dreams-1990
841,Lone Wolf and Cub: White Heaven in Hell,1974,Yoshiyuki Kuroda,Lone Wolf and Cub,83,"Action, Adventure, Fantasy, Drama, Thriller",Japan,Japanese,1.8642,7.1,126,7.3,NA,41486,lone-wolf-and-cub-white-heaven-in-hell-1974
841,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973,Kenji Misumi,Lone Wolf and Cub,89,"Action, Crime, Thriller, Adventure",Japan,Japanese,1.3685,7.227,132,7.5,NA,41482,lone-wolf-and-cub-baby-cart-in-the-land-of-demons-1973
841,Lone Wolf and Cub: Baby Cart in Peril,1972,Buichi Saito,Lone Wolf and Cub,81,"Action, Adventure, Thriller",Japan,Japanese,2.6961,7.225,151,7.5,NA,41477,lone-wolf-and-cub-baby-cart-in-peril-1972
841,Lone Wolf and Cub: Baby Cart to Hades,1972,Kenji Misumi,Lone Wolf and Cub,89,"Drama, Action, Adventure, Thriller",Japan,Japanese,1.6609,7,159,7.5,NA,41474,lone-wolf-and-cub-baby-cart-to-hades-1972
841,Lone Wolf and Cub: Baby Cart at the River Styx,1972,Kenji Misumi,Lone Wolf and Cub,81,"Action, Drama, Adventure, Thriller",Japan,Japanese,1.8036,7.3,191,7.9,NA,17810,lone-wolf-and-cub-baby-cart-at-the-river-styx-1972
841,Lone Wolf and Cub: Sword of Vengeance,1972,Kenji Misumi,Lone Wolf and Cub,84,"Drama, Action, Adventure, Thriller",Japan,Japanese,1.93,7.3,246,7.7,NA,41471,lone-wolf-and-cub-sword-of-vengeance-1972
840,The Executioner,1963,Luis García Berlanga,Standalone,94,"Crime, Mystery",Germany,German,0.5145,6.1,21,7.9,NA,178695,the-executioner-1963
839,Boyhood,2014,Richard Linklater,Standalone,165,Drama,United States of America,English,3.8591,7.492,5458,7.9,100,85350,boyhood-2014
838,Pan's Labyrinth,2006,Guillermo del Toro,Standalone,118,"Fantasy, Drama, War","Mexico, Spain, United States of America",Spanish; Castilian,8.9054,7.76,11326,8.2,98,1417,pans-labyrinth-2006
837,Dekalog,1989,Krzysztof Kieślowski,Standalone,55,"Drama, TV Movie","Germany, Poland",Polish,3.504,7.771,157,8.9,NA,51110,dekalog-1989
836,Beyond the Valley of the Dolls,1970,Russ Meyer,Standalone,109,"Comedy, Drama, Music",United States of America,English,1.9151,6.121,210,6.1,60,5722,beyond-the-valley-of-the-dolls-1970
835,Valley of the Dolls,1967,Mark Robson,Standalone,123,"Drama, Romance",United States of America,English,2.8127,5.996,142,6,49,3055,valley-of-the-dolls-1967
834,Blood Simple,1984,"Joel Coen, Ethan Coen",Standalone,97,"Crime, Drama, Thriller",United States of America,English,3.2974,7.255,1595,7.5,84,11368,blood-simple-1984
833,Cat People,1942,Jacques Tourneur,Standalone,73,"Mystery, Horror, Romance",United States of America,English,2.3038,6.9,661,7.2,85,25508,cat-people-1942
832,The Story of the Last Chrysanthemum,1939,Kenji Mizoguchi,Standalone,144,"Romance, Drama",Japan,Japanese,1.6715,7.8,127,7.8,NA,46069,the-story-of-the-last-chrysanthemum-1939
831,The Immortal Story,1968,Orson Welles,Standalone,58,"Drama, Romance, TV Movie",France,English,0.8991,7.1,89,7,NA,84636,the-immortal-story-1968
830,Chimes at Midnight,1965,Orson Welles,Standalone,115,"Comedy, Drama, History, War","Spain, Switzerland",English,1.6165,7.198,240,7.6,94,986,chimes-at-midnight-1965
829,A Taste of Honey,1961,Tony Richardson,Standalone,100,Drama,United Kingdom,English,0.7954,6.986,111,7.4,NA,25062,a-taste-of-honey-1961
828,Ingrid Bergman: In Her Own Words,2015,Stig Björkman,Standalone,116,"Documentary, History","Finland, Germany, Netherlands, Sweden",Swedish,0.675,7.1,68,7.4,75,341106,ingrid-bergman-in-her-own-words-2015
827,McCabe & Mrs. Miller,1971,Robert Altman,Standalone,120,"Western, Drama",United States of America,English,1.5472,7.163,441,7.6,93,29005,mccabe-mrs-miller-1971
826,The New World,2005,Terrence Malick,Standalone,151,"Drama, History, Romance",United States of America,English,3.0163,6.51,1257,6.7,73,11400,the-new-world-2005
825,A Touch of Zen,1970,King Hu,Standalone,180,"Action, Adventure, Fantasy","Hong Kong, Taiwan",Mandarin,3.2366,7.615,221,7.5,NA,44154,a-touch-of-zen-1970
824,"Muriel, or the Time of Return",1963,Alain Resnais,Standalone,117,Drama,"Italy, France",French,1.07,6.874,195,7,NA,54563,muriel-or-the-time-of-return-1963
