spine,title,year,boxset,runtime_min,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
984,Nineteen Eighty-Four,1984,Standalone,113,English,3.9638,6.786,1623,6.6,NA,9314,nineteen-eightyfour-1984
983,War and Peace,1965,Standalone,422,Russian,1.6729,7.5,152,8.3,NA,29266,war-and-peace-1965
982,Hedwig and the Angry Inch,2001,Standalone,95,English,1.6491,7.5,419,7.7,85,13403,hedwig-and-the-angry-inch-2001
981,Humanité,1999,Standalone,149,French,0.8723,6.617,111,6.9,NA,65296,humanité-1999
980,The Life of Jesus,1997,Standalone,96,French,0.8348,6.6,90,7,74,27067,the-life-of-jesus-1997
979,Swing Time,1936,Standalone,103,English,1.024,6.84,247,7.5,91,20325,swing-time-1936
978,"One Sings, the Other Doesn't",1977,Standalone,122,French,0.8942,7.1,112,7.4,NA,63318,one-sings-the-other-doesnt-1977
977,Blue Velvet,1986,Standalone,120,English,5.2637,7.6,3764,7.7,75,793,blue-velvet-1986
976,Let the Sunshine In,2017,Standalone,94,French,1.1712,5.2,220,6,79,431017,let-the-sunshine-in-2017
975,Funny Games,1997,Standalone,109,German,3.0949,7.301,2040,7.5,69,10234,funny-games-1997
974,The Heiress,1949,Standalone,115,English,1.3157,7.753,273,8.1,NA,28571,the-heiress-1949
973,My Brilliant Career,1979,Standalone,100,English,0.8197,6.151,76,7.1,77,16659,my-brilliant-career-1979
972,Police Story 2,1988,Standalone,105,Cantonese,4.4383,7.077,613,7.1,68,10753,police-story-2-1988
971,Police Story,1985,Standalone,100,Cantonese,5.0417,7.5,1017,7.5,78,9056,police-story-1985
970,A Face in the Crowd,1957,Standalone,125,English,1.3198,7.6,269,8.2,72,21849,a-face-in-the-crowd-1957
969,Diamonds of the Night,1964,Standalone,67,Czech,0.6436,7.1,74,7.3,NA,100589,diamonds-of-the-night-1964
968,Japón,2002,Standalone,134,Spanish; Castilian,0.6316,6.6,70,6.9,NA,36211,japón-2002
967,I Wanna Hold Your Hand,1978,Standalone,99,English,0.9693,6.282,117,6.8,64,55457,i-wanna-hold-your-hand-1978
966,Detour,1945,Standalone,68,English,1.4628,7.232,405,7.3,NA,20367,detour-1945
965,Wanda,1970,Standalone,103,English,1.2258,6.793,152,7.1,NA,80560,wanda-1970
964,The Kid Brother,1927,Standalone,82,None Spoken,1.0993,6.899,99,7.6,NA,16661,the-kid-brother-1927
963,To Sleep with Anger,1990,Standalone,101,English,0.9016,6.7,62,7.2,NA,94725,to-sleep-with-anger-1990
962,Death in Venice,1971,Standalone,131,Italian,1.5369,7.232,534,7.3,NA,6619,death-in-venice-1971
961,Shame,1968,Standalone,104,Swedish,2.0852,7.525,239,8,NA,26372,shame-1968
960,The Truth,1960,Standalone,127,French,1.2797,7.598,199,7.6,NA,61711,the-truth-1960
959,In the Heat of the Night,1967,Standalone,109,English,3.236,7.662,1217,7.9,76,10633,in-the-heat-of-the-night-1967
958,"4 Months, 3 Weeks and 2 Days",2007,Standalone,114,Romanian; Moldavian; Moldovan,1.6965,7.546,806,7.9,97,2009,4-months-3-weeks-and-2-days-2007
957,Mikey and Nicky,1976,Standalone,106,English,1.2324,6.9,191,7.3,81,59143,mikey-and-nicky-1976
956,24 Frames,2017,Standalone,114,Persian,0.6143,6.6,57,6.8,77,377269,24-frames-2017
955,Panic,1946,Standalone,99,French,0.5612,7.358,88,4.9,NA,43462,panic-1946
954,Forty Guns,1957,Standalone,80,English,0.785,6.54,137,7,NA,14837,forty-guns-1957
953,A Dry White Season,1989,Standalone,107,English,1.2555,6.6,112,7,68,32075,a-dry-white-season-1989
952,The Magnificent Ambersons,1942,Standalone,88,English,1.0443,7.3,470,7.6,93,965,the-magnificent-ambersons-1942
951,True Stories,1986,Standalone,89,English,1.3219,6.7,136,7.2,67,24798,true-stories-1986
950,Some Like It Hot,1959,Standalone,123,English,5.1474,8.084,3816,8.2,98,239,some-like-it-hot-1959
949,A Story from Chikamatsu,1954,Standalone,102,Japanese,1.7783,7.785,151,8,NA,35861,a-story-from-chikamatsu-1954
948,The Princess Bride,1987,Standalone,99,English,7.6578,7.692,5009,8,78,2493,the-princess-bride-1987
947,Shampoo,1975,Standalone,110,English,1.8708,5.989,233,6.4,65,31121,shampoo-1975
946,Eight Hours Don’t Make a Day,1972,Standalone,500,German,2.1043,7.6,19,4.2,NA,39837,eight-hours-dont-make-a-day-1972
945,A Raisin in the Sun,1961,Standalone,128,English,1.11,7.684,144,8,87,29478,a-raisin-in-the-sun-1961
944,Cold Water,1994,Standalone,95,French,0.6261,6.283,53,7,90,64901,cold-water-1994
943,Memories of Underdevelopment,1968,Standalone,99,Spanish; Castilian,0.4554,7.247,89,7.6,NA,47576,memories-of-underdevelopment-1968
942,The Tree of Life,2011,Standalone,139,English,3.9919,6.723,3300,6.8,85,8967,the-tree-of-life-2011
941,Smithereens,1982,Standalone,94,English,1.9359,6.4,46,6.7,72,94066,smithereens-1982
940,The Ballad of Gregorio Cortez,1982,Standalone,106,English,1.3184,6.9,27,7,NA,218500,the-ballad-of-gregorio-cortez-1982
939,A Matter of Life and Death,1946,Standalone,104,English,2.0738,7.755,460,8,NA,28162,a-matter-of-life-and-death-1946
938,"sex, lies, and videotape",1989,Standalone,101,English,4.3223,6.939,1010,7.2,86,1412,sex-lies-and-videotape-1989
937,Dragon Inn,1967,Standalone,111,Mandarin,2.2445,7.343,137,7.4,100,104237,dragon-inn-1967
936,Bull Durham,1988,Standalone,108,English,3.2534,6.604,662,7,73,287,bull-durham-1988
935,The Devil Is a Woman,1935,Dietrich & von Sternberg in Hollywood,80,English,0.7719,6.2,70,6.9,NA,42943,the-devil-is-a-woman-1935
934,Blonde Venus,1932,Dietrich & von Sternberg in Hollywood,93,English,1.0159,6.8,144,7.1,NA,34474,blonde-venus-1932
933,Shanghai Express,1932,Dietrich & von Sternberg in Hollywood,82,English,1.2648,7,229,7.3,83,875,shanghai-express-1932
932,Dishonored,1931,Dietrich & von Sternberg in Hollywood,91,English,2.9392,6.8,75,7.2,NA,73420,dishonored-1931
931,Morocco,1930,Dietrich & von Sternberg in Hollywood,92,English,2.3568,6.4,158,7,NA,42641,morocco-1930
929,Female Trouble,1974,Standalone,98,English,1.4072,6.914,220,7.1,NA,14267,female-trouble-1974
928,Bowling for Columbine,2002,Standalone,120,English,8.3088,7.509,1666,8,72,1430,bowling-for-columbine-2002
927,El Sur,1983,Standalone,95,Spanish; Castilian,1.0053,7.7,148,7.8,NA,48139,el-sur-1983
926,Manila in the Claws of Light,1975,Standalone,127,Tagalog,0.6231,7.3,71,7.8,NA,70580,manila-in-the-claws-of-light-1975
925,Midnight Cowboy,1969,Standalone,113,English,3.3031,7.51,1567,7.8,79,3116,midnight-cowboy-1969
924,Graduation,2016,Standalone,116,Japanese,2.5721,7.121,103,7.3,84,359628,graduation-2016
923,Beyond the Hills,2012,Standalone,150,Romanian; Moldavian; Moldovan,1.1647,7.133,207,7.5,79,103740,beyond-the-hills-2012
922,The Other Side of Hope,2017,Standalone,101,Finnish,1.2228,6.945,354,7.2,84,429199,the-other-side-of-hope-2017
921,Moonrise,1948,Standalone,90,English,1.0091,6.2,73,7,NA,28392,moonrise-1948
920,The Virgin Suicides,1999,Standalone,97,English,5.6795,7.13,3560,7.2,77,1443,the-virgin-suicides-1999
919,Dead Man,1995,Standalone,122,English,3.2391,7.309,1704,7.5,62,922,dead-man-1995
918,The Color of Pomegranates,1969,Standalone,80,Armenian,2.8068,7.327,330,7.6,NA,26302,the-color-of-pomegranates-1969
917,The Awful Truth,1937,Standalone,91,English,1.3653,7.2,347,7.6,87,14675,the-awful-truth-1937
916,Women in Love,1969,Standalone,131,English,2.2863,6.6,134,7.1,NA,66027,women-in-love-1969
915,King of Jazz,1930,Standalone,100,English,0.8273,6.2,38,6.7,NA,108213,king-of-jazz-1930
914,Baal,1970,Standalone,84,German,0.5756,5.6,18,6.4,NA,252767,baal-1970
913,The Age of Innocence,1993,Standalone,138,English,2.7485,6.962,1198,7.2,90,10436,the-age-of-innocence-1993
912,An Actor's Revenge,1963,Standalone,114,Japanese,1.6917,6.614,70,7.3,NA,27197,an-actors-revenge-1963
911,The Hero,1966,Standalone,131,English,1.6975,6.928,173,8.2,NA,16850,the-hero-1966
910,Tom Jones,1963,Standalone,128,English,1.9344,5.9,236,6.4,77,5769,tom-jones-1963
909,Night of the Living Dead,1968,Standalone,96,English,2.7326,7.617,2684,7.8,89,10331,night-of-the-living-dead-1968
908,Comradeship,1931,Standalone,93,German,0.7705,7,40,7.5,NA,42836,comradeship-1931
907,Westfront 1918,1930,Standalone,97,German,0.6962,6.555,55,7.3,NA,80705,westfront-1918-1930
906,"I, Daniel Blake",2016,Standalone,100,English,2.1686,7.709,1516,7.8,78,374473,i-daniel-blake-2016
905,The Breakfast Club,1985,Standalone,98,English,6.7752,7.724,8452,7.8,66,2108,the-breakfast-club-1985
904,Election,1999,Standalone,103,English,2.6625,6.861,1170,7.2,83,9451,election-1999
903,Jabberwocky,1977,Standalone,105,English,2.1025,6.005,309,6.1,61,11834,jabberwocky-1977
902,Desert Hearts,1985,Standalone,91,English,1.2218,7,169,7.1,67,294,desert-hearts-1985
901,The Philadelphia Story,1940,Standalone,113,English,1.8342,7.6,961,7.8,96,981,the-philadelphia-story-1940
900,First,2012,100 Years of Olympic Films,109,English,0.3821,5.9,8,5.6,NA,145656,first-2012
900,Bud Greenspan Presents Vancouver 2010: Stories of Olympic Glory,2011,100 Years of Olympic Films,116,English,0.3079,5.2,6,6.3,NA,471059,bud-greenspan-presents-vancouver-2010-stories-of-olympic-glory-2011
900,The Everlasting Flame,2009,100 Years of Olympic Films,110,English,0.5513,9,5,6.4,NA,471058,the-everlasting-flame-2009
900,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,2007,100 Years of Olympic Films,88,English,0.3708,6,2,6.4,NA,471057,bud-greenspans-torino-2006-stories-of-olympic-glory-2007
900,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,2005,100 Years of Olympic Films,96,English,0.0747,6,2,6.3,NA,471056,bud-greenspans-athens-2004-stories-of-olympic-glory-2005
900,Salt Lake City 2002: Stories of Olympic Glory,2003,100 Years of Olympic Films,120,English,0.5421,5.867,6,6.6,NA,55454,salt-lake-city-2002-stories-of-olympic-glory-2003
900,Sydney 2000: Stories of Olympic Glory,2001,100 Years of Olympic Films,116,English,0.505,7.3,3,6.8,NA,471051,sydney-2000-stories-of-olympic-glory-2001
900,Olympic Glory,1999,100 Years of Olympic Films,42,English,0.5215,5.2,8,6,NA,471050,olympic-glory-1999
900,Nagano ’98 Olympics: Stories of Honor and Glory,1998,100 Years of Olympic Films,119,English,0.2391,5.8,5,7.6,NA,471049,nagano-98-olympics-stories-of-honor-and-glory-1998
900,Atlanta’s Olympic Glory,1997,100 Years of Olympic Films,206,English,0.3044,4.4,5,6.9,NA,471048,atlantas-olympic-glory-1997
900,Lillehammer ’94: 16 Days of Glory,1994,100 Years of Olympic Films,209,English,0.3537,5.2,6,7.2,NA,471047,lillehammer-94-16-days-of-glory-1994
900,Marathon,1993,100 Years of Olympic Films,130,Spanish; Castilian,0.7339,4.5,6,6.7,NA,463104,marathon-1993
900,"One Light, One World",1992,100 Years of Olympic Films,104,English,0.4591,5.3,6,5.7,NA,471045,one-light-one-world-1992
900,Beyond All Barriers,1989,100 Years of Olympic Films,92,Korean,0.0786,5,4,5.9,NA,471044,beyond-all-barriers-1989
900,Hand in Hand,1989,100 Years of Olympic Films,119,Korean,0.2112,6,5,6.7,NA,471043,hand-in-hand-1989
900,Seoul 1988,1989,100 Years of Olympic Films,139,English,0.2083,6,9,5.9,NA,471042,seoul-1988-1989
900,Calgary ’88: 16 Days of Glory,1989,100 Years of Olympic Films,202,English,0.1784,5,3,7.2,NA,471038,calgary-88-16-days-of-glory-1989
900,16 Days of Glory,1985,100 Years of Olympic Films,285,English,0.5868,7.2,11,7.7,NA,376400,16-days-of-glory-1985
900,A Turning Point,1984,100 Years of Olympic Films,82,English,0.1109,5.3,6,6,NA,471036,a-turning-point-1984
900,"O Sport, You Are Peace!",1981,100 Years of Olympic Films,148,Russian,0.8621,6.1,9,6.8,NA,335172,o-sport-you-are-peace-1981
900,Olympic Spirit,1980,100 Years of Olympic Films,27,English,0.4551,5.3,6,5.8,NA,471035,olympic-spirit-1980
900,Games of the XXI Olympiad,1977,100 Years of Olympic Films,118,French,0.3972,4.8,6,6.4,NA,446757,games-of-the-xxi-olympiad-1977
900,White Rock,1977,100 Years of Olympic Films,76,English,0.4812,5,6,7.2,NA,379363,white-rock-1977
900,Sapporo Winter Olympics,1972,100 Years of Olympic Films,168,Japanese,0.968,6.7,6,7.1,NA,444974,sapporo-winter-olympics-1972
900,The Olympics in Mexico,1969,100 Years of Olympic Films,160,Spanish; Castilian,0.4722,5.7,6,7.1,NA,118881,the-olympics-in-mexico-1969
900,Snows of Grenoble,1968,100 Years of Olympic Films,91,French,0.4838,5.6,7,6.4,NA,471033,snows-of-grenoble-1968
900,13 Days in France,1968,100 Years of Olympic Films,112,French,0.7704,6,7,6.7,NA,268655,13-days-in-france-1968
900,Sensation of the Century,1966,100 Years of Olympic Films,156,Japanese,0.053,5,5,6,NA,471032,sensation-of-the-century-1966
900,"IX Olympic Winter Games, Innsbruck 1964",1964,100 Years of Olympic Films,96,German,0.383,5.2,6,6.6,NA,471031,ix-olympic-winter-games-innsbruck-1964-1964
900,The Grand Olympics,1961,100 Years of Olympic Films,142,Italian,0.6443,5.6,7,6.8,NA,149281,the-grand-olympics-1961
900,"People, Hopes, Medals",1960,100 Years of Olympic Films,93,German,0.7077,4.6,5,5.7,NA,471022,people-hopes-medals-1960
900,The Horse in Focus,1956,100 Years of Olympic Films,16,Swedish,0.0698,5.4,7,5.3,NA,471021,the-horse-in-focus-1956
900,Alain Mimoun,1959,100 Years of Olympic Films,24,French,0.2882,6.3,7,6.5,NA,471020,alain-mimoun-1959
900,The Melbourne Rendezvous,1957,100 Years of Olympic Films,106,French,0.3038,5,5,6.8,NA,320284,the-melbourne-rendezvous-1957
900,Olympic Games 1956,1956,100 Years of Olympic Films,60,English,0.0926,6.1,9,5.9,NA,471019,olympic-games-1956-1956
900,White Vertigo,1956,100 Years of Olympic Films,96,Italian,0.2376,6,3,6.9,NA,471018,white-vertigo-1956
900,Memories of the Olympic Summer of 1952,1954,100 Years of Olympic Films,50,Finnish,0.0773,5,1,6.2,NA,471017,memories-of-the-olympic-summer-of-1952-1954
900,Gold and Glory,1953,100 Years of Olympic Films,97,Finnish,0.2386,5,4,6.1,NA,471016,gold-and-glory-1953
900,Where the World Meets,1952,100 Years of Olympic Films,101,Finnish,0.1582,5,4,6.4,NA,471015,where-the-world-meets-1952
900,"The VI Olympic Winter Games, Oslo 1952",1952,100 Years of Olympic Films,103,Norwegian,0.2011,5,4,6,NA,471013,the-vi-olympic-winter-games-oslo-1952-1952
900,XIVth Olympiad: The Glory of Sport,1948,100 Years of Olympic Films,138,English,0.6601,6.1,8,6.5,NA,471011,xivth-olympiad-the-glory-of-sport-1948
900,Fight Without Hate,1948,100 Years of Olympic Films,91,English,0.1255,6.3,3,6,NA,471010,fight-without-hate-1948
900,Olympia Part Two: Festival of Beauty,1938,100 Years of Olympic Films,104,German,0.7231,6.704,81,7.6,NA,685,olympia-part-two-festival-of-beauty-1938
900,Olympia Part One: Festival of the Nations,1938,100 Years of Olympic Films,127,German,0.564,6.852,122,7.7,NA,677,olympia-part-one-festival-of-the-nations-1938
900,Youth of the World,1936,100 Years of Olympic Films,38,German,0.4019,5.538,13,6.1,NA,424648,youth-of-the-world-1936
900,"The Olympic Games, Amsterdam 1928",1928,100 Years of Olympic Films,192,None Spoken,0.073,5.2,8,6.2,NA,470835,the-olympic-games-amsterdam-1928-1928
900,The IX Olympiad in Amsterdam,1928,100 Years of Olympic Films,251,None Spoken,0.1611,5.2,5,6,NA,470833,the-ix-olympiad-in-amsterdam-1928
900,The White Stadium,1928,100 Years of Olympic Films,124,None Spoken,0.2836,7.4,14,7.3,NA,270944,the-white-stadium-1928
900,The Olympic Games in Paris 1924,1925,100 Years of Olympic Films,174,None Spoken,0.1091,5.3,9,6.4,NA,470830,the-olympic-games-in-paris-1924-1925
900,The Olympic Games as They Were Practiced in Ancient Greece,1924,100 Years of Olympic Films,8,None Spoken,0.1121,5.1,15,5.7,NA,470826,the-olympic-games-as-they-were-practiced-in-ancient-greece-1924
900,The 1924 Chamonix Olympic Games,1924,100 Years of Olympic Films,37,None Spoken,0.1073,5.429,14,6.3,NA,470824,the-1924-chamonix-olympic-games-1924
900,"The Games of the V Olympiad Stockholm, 1912",2017,100 Years of Olympic Films,170,English,0.2202,5.6,10,6.6,NA,470385,the-games-of-the-v-olympiad-stockholm-1912-2017
899,Personal Shopper,2016,Standalone,106,French,2.1758,5.929,1303,6.1,77,340676,personal-shopper-2016
898,Twin Peaks: Fire Walk with Me,1992,Standalone,135,English,5.6,7.407,2222,7.3,45,1923,twin-peaks-fire-walk-with-me-1992
897,Barry Lyndon,1975,Standalone,188,English,5.6196,8,3134,8.1,89,3175,barry-lyndon-1975
896,The Lure,2015,Standalone,93,Polish,1.4819,6.154,285,6.2,72,375742,the-lure-2015
895,David Lynch: The Art Life,2016,Standalone,89,English,0.7787,6.951,214,7.2,75,413765,david-lynch-the-art-life-2016
894,The Piano Teacher,2001,Standalone,131,French,6.0333,7.259,1248,7.5,79,1791,the-piano-teacher-2001
893,Certain Women,2016,Standalone,107,English,1.9139,6.001,375,6.4,82,340487,certain-women-2016
892,Festival,1967,Standalone,97,English,0.8761,5.7,11,7.5,NA,16247,festival-1967
891,Poison,1951,Standalone,85,French,1.1738,7.2,75,6.8,NA,65534,poison-1951
890,Meantime,1983,Standalone,107,English,1.3752,6.689,106,7.2,69,57978,meantime-1983
889,The Breaking Point,1950,Standalone,97,English,0.954,7.1,88,7.5,NA,37954,the-breaking-point-1950
888,Stalker,1979,Standalone,162,Russian,4.8183,8.1,2463,8,85,1398,stalker-1979
887,Lost in America,1985,Standalone,91,English,1.3211,6.87,165,7,78,27223,lost-in-america-1985
886,L'Argent,1983,Standalone,85,French,1.2436,6.95,282,7.4,95,42112,largent-1983
885,The Lodger: A Story of the London Fog,1927,Standalone,91,None Spoken,0.7887,7.1,328,7.3,82,2760,the-lodger-a-story-of-the-london-fog-1927
884,César,1936,The Marseille Trilogy,141,French,2.5398,7.6,75,7.6,NA,43873,césar-1936
883,Fanny,1932,The Marseille Trilogy,127,French,0.8469,7.5,76,7.8,NA,43146,fanny-1932
882,Marius,1931,The Marseille Trilogy,128,French,0.7251,7.4,99,7.8,NA,42818,marius-1931
880,They Live by Night,1948,Standalone,96,English,1.5964,6.9,180,7.4,82,44190,they-live-by-night-1948
879,Taipei Story,1985,Martin Scorsese's World Cinema Project No. 2,120,Mandarin,1.6089,7.439,131,7.6,NA,106380,taipei-story-1985
878,Law of the Border,1966,Martin Scorsese's World Cinema Project No. 2,71,Turkish,2.7486,6.2,34,6.7,NA,197297,law-of-the-border-1966
877,Limite,1931,Martin Scorsese's World Cinema Project No. 2,114,None Spoken,0.864,7.1,118,7,NA,8353,limite-1931
876,Revenge,1989,Martin Scorsese's World Cinema Project No. 2,98,Cantonese,0.9248,5.7,3,7.2,NA,355988,revenge-1989
875,Mysterious Object at Noon,2000,Martin Scorsese's World Cinema Project No. 2,89,Thai,0.7172,6.4,44,6.7,74,93553,mysterious-object-at-noon-2000
874,Insiang,1976,Martin Scorsese's World Cinema Project No. 2,95,Tagalog,2.5711,7,64,7.5,NA,108949,insiang-1976
872,Ghost World,2001,Standalone,111,English,2.7396,7.093,1552,7.3,90,1548,ghost-world-2001
871,Dheepan,2015,Standalone,115,French,0.9776,6.852,519,7.2,76,314402,dheepan-2015
870,Othello,1951,Standalone,93,English,2.1856,7.4,207,7.5,NA,47697,othello-1951
869,Rumble Fish,1983,Standalone,94,English,3.1836,6.993,751,7.1,63,232,rumble-fish-1983
868,Tampopo,1985,Standalone,115,Japanese,3.1388,7.8,420,7.9,87,11830,tampopo-1985
867,Woman of the Year,1942,Standalone,114,English,1.5464,6.926,163,7.1,74,20640,woman-of-the-year-1942
866,Buena Vista Social Club,1999,Standalone,105,English,0.9845,7.5,369,7.6,81,11779,buena-vista-social-club-1999
865,Blow-Up,1966,Standalone,111,English,2.9266,7.325,1349,7.4,82,1052,blowup-1966
864,Being There,1979,Standalone,130,English,2.2459,7.595,1110,7.9,83,10322,being-there-1979
863,Multiple Maniacs,1970,Standalone,97,English,1.1185,6.289,116,6.5,NA,25625,multiple-maniacs-1970
862,Canoa: A Shameful Memory,1976,Standalone,116,Spanish; Castilian,0.6262,7.8,83,7.8,NA,116982,canoa-a-shameful-memory-1976
861,45 Years,2015,Standalone,95,English,1.8077,6.605,785,7.1,94,311291,45-years-2015
860,Mildred Pierce,1945,Standalone,111,English,2.1377,7.6,441,7.9,88,3309,mildred-pierce-1945
859,Before Midnight,2013,The Before Trilogy,109,English,3.1501,7.499,2664,7.9,94,132344,before-midnight-2013
858,Before Sunset,2004,The Before Trilogy,80,English,3.6979,7.81,3736,8.1,91,80,before-sunset-2004
857,Before Sunrise,1995,The Before Trilogy,101,English,6.0529,7.974,4604,8.1,79,76,before-sunrise-1995
855,Women on the Verge of a Nervous Breakdown,1988,Standalone,88,Spanish; Castilian,1.8317,7.4,986,7.5,85,4203,women-on-the-verge-of-a-nervous-breakdown-1988
854,The Tree of Wooden Clogs,1978,Standalone,187,Italian,1.4777,7.6,235,7.8,NA,31542,the-tree-of-wooden-clogs-1978
853,Cameraperson,2016,Standalone,102,English,2.4327,6.707,92,7.5,89,376534,cameraperson-2016
852,Black Girl,1966,Standalone,65,French,1.2455,7.22,168,7.4,72,95597,black-girl-1966
851,Fox and His Friends,1975,Standalone,125,German,0.8045,7.2,148,7.6,NA,42254,fox-and-his-friends-1975
850,Something Wild,1961,Standalone,112,English,1.1283,6.2,36,6.7,NA,82944,something-wild-1961
849,His Girl Friday,1940,Standalone,92,English,2.1195,7.418,917,7.8,94,3085,his-girl-friday-1940
848,Roma,1972,Essential Fellini,120,Italian,2.7564,7.218,355,7.3,NA,11035,roma-1972
847,The Asphalt Jungle,1950,Standalone,113,English,1.4907,7.5,530,7.8,85,16958,the-asphalt-jungle-1950
846,Heart of a Dog,2015,Standalone,75,English,0.9799,6.518,54,7,84,352197,heart-of-a-dog-2015
845,The Squid and the Whale,2005,Standalone,81,English,2.6253,6.953,1061,7.3,82,10707,the-squid-and-the-whale-2005
844,One-Eyed Jacks,1961,Standalone,141,English,1.8824,6.7,243,7.1,NA,18647,oneeyed-jacks-1961
843,Punch-Drunk Love,2002,Standalone,96,English,4.1354,7.104,2683,7.3,78,8051,punchdrunk-love-2002
842,Dreams,1990,Standalone,119,Japanese,3.3643,7.733,544,7.7,NA,12516,dreams-1990
841,Lone Wolf and Cub: White Heaven in Hell,1974,Lone Wolf and Cub,83,Japanese,1.8642,7.1,126,7.3,NA,41486,lone-wolf-and-cub-white-heaven-in-hell-1974
841,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973,Lone Wolf and Cub,89,Japanese,1.3685,7.227,132,7.5,NA,41482,lone-wolf-and-cub-baby-cart-in-the-land-of-demons-1973
841,Lone Wolf and Cub: Baby Cart in Peril,1972,Lone Wolf and Cub,81,Japanese,2.6961,7.225,151,7.5,NA,41477,lone-wolf-and-cub-baby-cart-in-peril-1972
841,Lone Wolf and Cub: Baby Cart to Hades,1972,Lone Wolf and Cub,89,Japanese,1.6609,7,159,7.5,NA,41474,lone-wolf-and-cub-baby-cart-to-hades-1972
841,Lone Wolf and Cub: Baby Cart at the River Styx,1972,Lone Wolf and Cub,81,Japanese,1.8036,7.3,191,7.9,NA,17810,lone-wolf-and-cub-baby-cart-at-the-river-styx-1972
841,Lone Wolf and Cub: Sword of Vengeance,1972,Lone Wolf and Cub,84,Japanese,1.93,7.3,246,7.7,NA,41471,lone-wolf-and-cub-sword-of-vengeance-1972
840,The Executioner,1963,Standalone,94,German,0.5145,6.1,21,7.9,NA,178695,the-executioner-1963
839,Boyhood,2014,Standalone,165,English,3.8591,7.492,5458,7.9,100,85350,boyhood-2014
838,Pan's Labyrinth,2006,Standalone,118,Spanish; Castilian,8.9054,7.76,11326,8.2,98,1417,pans-labyrinth-2006
837,Dekalog,1989,Standalone,55,Polish,3.504,7.771,157,8.9,NA,51110,dekalog-1989
836,Beyond the Valley of the Dolls,1970,Standalone,109,English,1.9151,6.121,210,6.1,60,5722,beyond-the-valley-of-the-dolls-1970
835,Valley of the Dolls,1967,Standalone,123,English,2.8127,5.996,142,6,49,3055,valley-of-the-dolls-1967
834,Blood Simple,1984,Standalone,97,English,3.2974,7.255,1595,7.5,84,11368,blood-simple-1984
833,Cat People,1942,Standalone,73,English,2.3038,6.9,661,7.2,85,25508,cat-people-1942
832,The Story of the Last Chrysanthemum,1939,Standalone,144,Japanese,1.6715,7.8,127,7.8,NA,46069,the-story-of-the-last-chrysanthemum-1939
831,The Immortal Story,1968,Standalone,58,English,0.8991,7.1,89,7,NA,84636,the-immortal-story-1968
830,Chimes at Midnight,1965,Standalone,115,English,1.6165,7.198,240,7.6,94,986,chimes-at-midnight-1965
829,A Taste of Honey,1961,Standalone,100,English,0.7954,6.986,111,7.4,NA,25062,a-taste-of-honey-1961
828,Ingrid Bergman: In Her Own Words,2015,Standalone,116,Swedish,0.675,7.1,68,7.4,75,341106,ingrid-bergman-in-her-own-words-2015
827,McCabe & Mrs. Miller,1971,Standalone,120,English,1.5472,7.163,441,7.6,93,29005,mccabe-mrs-miller-1971
826,The New World,2005,Standalone,151,English,3.0163,6.51,1257,6.7,73,11400,the-new-world-2005
825,A Touch of Zen,1970,Standalone,180,Mandarin,3.2366,7.615,221,7.5,NA,44154,a-touch-of-zen-1970
824,"Muriel, or the Time of Return",1963,Standalone,117,French,1.07,6.874,195,7,NA,54563,muriel-or-the-time-of-return-1963
823,The In-Laws,1979,Standalone,103,English,1.5777,6.665,130,7.3,69,19827,the-inlaws-1979
822,Clouds of Sils Maria,2014,Standalone,124,English,1.5957,6.583,800,6.7,80,246860,clouds-of-sils-maria-2014
821,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Standalone,95,English,4.3319,8.124,6076,8.3,97,935,dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964
820,Fantastic Planet,1973,Standalone,72,French,1.2374,7.6,1083,7.7,73,16306,fantastic-planet-1973
819,Here Comes Mr. Jordan,1941,Standalone,94,English,0.9823,7.008,120,7.5,NA,38914,here-comes-mr-jordan-1941
818,La Chienne,1931,Standalone,96,French,0.8041,7.328,134,7.5,NA,26614,la-chienne-1931
817,Le Amiche,1955,Standalone,104,Italian,0.8446,6.708,89,7.1,NA,46979,le-amiche-1955
816,Kings of the Road,1976,Wim Wenders: The Road Trilogy,176,German,1.0506,7.373,146,7.6,NA,10834,kings-of-the-road-1976
815,Wrong Move,1975,Wim Wenders: The Road Trilogy,103,German,0.8564,6.7,91,6.9,NA,20017,wrong-move-1975
814,Alice in the Cities,1974,Wim Wenders: The Road Trilogy,110,German,1.2993,7.727,332,7.8,78,2204,alice-in-the-cities-1974
812,The Player,1992,Standalone,124,English,3.9315,7.196,929,7.5,86,10403,the-player-1992
811,The Naked Island,1960,Standalone,97,Japanese,1.1959,8,142,8,NA,3764,the-naked-island-1960
810,In a Lonely Place,1950,Standalone,93,English,1.8205,7.6,655,7.9,NA,17057,in-a-lonely-place-1950
809,Phoenix,2014,Standalone,98,German,1.5625,6.84,475,7.3,89,254578,phoenix-2014
