spine,title,year,boxset,runtime_min,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
303,Bad Timing,1980,Standalone,123,English,1.2537,6.5,161,6.9,NA,33214,bad-timing-1980
302,Harakiri,1962,Standalone,135,Japanese,7.2101,8.4,1178,8.6,85,14537,harakiri-1962
301,An Angel at My Table,1990,Standalone,158,English,0.7537,7,182,7.4,79,2891,an-angel-at-my-table-1990
300,The Life Aquatic with Steve Zissou,2004,The Wes Anderson Archive,119,English,3.121,7.076,3123,7.2,62,421,the-life-aquatic-with-steve-zissou-2004
299,Story of a Prostitute,1965,Standalone,96,Japanese,1.4935,6.5,37,7.3,NA,39506,story-of-a-prostitute-1965
298,Gate of Flesh,1964,Standalone,90,Japanese,1.9197,6.6,67,7.2,NA,86666,gate-of-flesh-1964
297,Au Hasard Balthazar,1966,10 Years of Rialto Pictures,96,French,1.7866,7.519,503,7.7,98,20108,au-hasard-balthazar-1966
296,Le Notti Bianche,1957,Standalone,101,Italian,2.1031,7.4,246,7.8,NA,43231,le-notti-bianche-1957
295,Crazed Fruit,1956,Standalone,86,Japanese,2.1164,6.9,46,7.2,NA,86664,crazed-fruit-1956
294,The Browning Version,1951,Standalone,90,English,0.7767,7.6,100,8,NA,39946,the-browning-version-1951
293,The Flowers of St. Francis,1950,Standalone,87,Italian,0.5682,7.143,98,7.3,NA,56518,the-flowers-of-st-francis-1950
292,Unfaithfully Yours,1948,Standalone,105,English,0.7934,7.2,124,7.4,NA,33115,unfaithfully-yours-1948
291,Heaven Can Wait,1943,Standalone,112,English,1.2437,6.879,244,7.3,NA,18727,heaven-can-wait-1943
290,The Phantom of Liberty,1974,Standalone,104,French,1.8004,7.449,322,7.8,NA,5558,the-phantom-of-liberty-1974
289,Hoop Dreams,1994,Standalone,174,English,0.9503,7.575,327,8.3,98,14275,hoop-dreams-1994
288,F for Fake,1973,Standalone,89,French,1.3859,7.385,357,7.7,87,43003,f-for-fake-1973
287,Burden of Dreams,1982,Standalone,97,English,0.9167,7.557,147,7.9,77,42124,burden-of-dreams-1982
286,Divorce Italian Style,1961,Standalone,104,Italian,1.398,7.877,522,7.9,NA,20271,divorce-italian-style-1961
285,Ashes and Diamonds,1958,Andrzej Wajda: Three War Films,103,Polish,1.179,7.391,274,7.7,NA,5055,ashes-and-diamonds-1958
284,Kanal,1957,Andrzej Wajda: Three War Films,96,Polish,1.1818,7.7,155,7.9,NA,29933,kanal-1957
283,A Generation,1955,Andrzej Wajda: Three War Films,87,Polish,1.7782,7,60,7.1,NA,43322,a-generation-1955
281,Jules and Jim,1962,Standalone,106,French,1.602,7.544,1043,7.7,97,1628,jules-and-jim-1962
280,The Sword of Doom,1966,Standalone,122,Japanese,2.2548,7.717,256,7.9,NA,19884,the-sword-of-doom-1966
279,Young Törless,1966,Standalone,87,German,0.7611,6.6,56,7.3,NA,45694,young-törless-1966
278,L'Eclisse,1962,Standalone,126,Italian,2.7226,7.676,528,7.7,NA,21135,leclisse-1962
277,My Own Private Idaho,1991,Standalone,104,English,3.4506,7.051,1217,7,77,468,my-own-private-idaho-1991
276,The River,1951,Standalone,99,English,2.1534,7.252,123,7.4,NA,45218,the-river-1951
275,Tout Va Bien,1972,Standalone,95,French,1.0572,6.557,70,6.5,NA,8071,tout-va-bien-1972
274,Night and the City,1950,Standalone,95,English,1.5623,7.5,279,7.8,NA,19119,night-and-the-city-1950
273,Thieves' Highway,1949,Standalone,94,English,1.5562,7.239,113,7.5,NA,20025,thieves-highway-1949
272,La Commare Secca,1962,Standalone,91,Italian,0.638,6.625,76,6.8,NA,42999,la-commare-secca-1962
271,Touchez Pas au Grisbi,1954,10 Years of Rialto Pictures,95,French,1.0977,7.159,274,7.7,NA,27430,touchez-pas-au-grisbi-1954
270,Casque d'Or,1952,Standalone,99,French,1.3188,7.353,201,7.6,NA,68822,casque-dor-1952
269,Fighting Elegy,1966,Standalone,86,Japanese,1.8912,6.9,36,6.9,NA,42721,fighting-elegy-1966
268,Youth of the Beast,1963,Standalone,92,Japanese,1.8551,6.9,85,7.3,NA,37939,youth-of-the-beast-1963
267,Kagemusha,1980,AK 100: 25 Films by Akira Kurosawa,180,Japanese,3.251,7.8,721,7.9,84,11953,kagemusha-1980
266,The King of Kings,1927,Standalone,155,None Spoken,0.9884,6.4,62,7.3,NA,49633,the-king-of-kings-1927
265,Short Cuts,1993,Standalone,188,English,2.1581,7.208,666,7.6,81,695,short-cuts-1993
264,The Making of Fanny and Alexander,1984,Fanny and Alexander Box Set,110,Swedish,0.6126,6.8,18,7.5,NA,114034,the-making-of-fanny-and-alexander-1984
264,Fanny and Alexander,1984,Fanny and Alexander Box Set,188,Swedish,2.2595,7.787,867,7.5,NA,5961,fanny-and-alexander-1984
263,Fanny and Alexander,1982,Fanny and Alexander Box Set,188,Swedish,2.2595,7.787,867,8.1,100,5961,fanny-and-alexander-1982
260,Eyes Without a Face,1960,Standalone,84,French,2.2468,7.587,794,7.6,90,31417,eyes-without-a-face-1960
259,Fat Girl,2001,Standalone,86,French,2.5887,6.2,249,6.4,77,570,fat-girl-2001
258,Tanner '88,1988,Standalone,353,English,5.0501,6.6,7,7.8,NA,1804,tanner-88-1988
257,Secret Honor,1984,Standalone,90,English,0.7965,6.7,46,7.2,NA,50034,secret-honor-1984
256,A Constant Forge,2000,John Cassavetes: Five Films,200,English,0.829,6.6,14,7.4,NA,66131,a-constant-forge-2000
255,Opening Night,1977,John Cassavetes: Five Films,144,English,1.4207,7.576,256,7.9,69,33665,opening-night-1977
254,The Killing of a Chinese Bookie,1976,John Cassavetes: Five Films,135,English,1.6742,7.052,286,7.3,65,32040,the-killing-of-a-chinese-bookie-1976
253,A Woman Under the Influence,1974,John Cassavetes: Five Films,155,English,1.9367,7.792,553,8,88,29845,a-woman-under-the-influence-1974
252,Faces,1968,John Cassavetes: Five Films,130,English,1.7985,7.088,217,7.4,88,753,faces-1968
251,Shadows,1958,John Cassavetes: Five Films,87,English,1.4384,6.907,269,7.2,86,15484,shadows-1958
249,The Battle of Algiers,1966,Standalone,122,Italian,2.1739,7.881,877,8.1,96,17295,the-battle-of-algiers-1966
248,Videodrome,1983,Standalone,88,English,3.7652,7.248,2436,7.2,58,837,videodrome-1983
247,Slacker,1990,Standalone,97,English,2.6426,6.743,333,7,69,14022,slacker-1990
246,I Vitelloni,1953,Essential Fellini,103,Italian,2.0461,7.646,728,7.8,87,12548,i-vitelloni-1953
245,Port of Shadows,1938,Standalone,93,French,0.8723,7.4,305,7.7,NA,46326,port-of-shadows-1938
244,Elena and Her Men,1956,Stage and Spectacle: Three Films by Jean Renoir,95,French,0.9823,5.9,46,6.2,NA,53156,elena-and-her-men-1956
243,French Cancan,1955,Stage and Spectacle: Three Films by Jean Renoir,102,French,1.3445,7.188,104,7.3,NA,45213,french-cancan-1955
242,The Golden Coach,1952,Stage and Spectacle: Three Films by Jean Renoir,105,English,1.0671,7.071,85,7,NA,56167,the-golden-coach-1952
240,Early Summer,1951,Standalone,125,Japanese,1.5419,7.841,205,8.1,94,50247,early-summer-1951
239,The Lower Depths,1957,AK 100: 25 Films by Akira Kurosawa,125,Japanese,1.947,7.054,139,7.2,NA,26893,the-lower-depths-1957
239,The Lower Depths,1936,Standalone,92,French,0.6903,7.2,79,7.5,NA,45802,the-lower-depths-1936
238,A Woman Is a Woman,1961,Standalone,83,French,1.3142,7.3,399,7.3,71,31522,a-woman-is-a-woman-1961
237,Smiles of a Summer Night,1955,Ingmar Bergman: Four Masterworks,109,Swedish,2.3095,7.425,266,7.7,NA,11700,smiles-of-a-summer-night-1955
236,Mamma Roma,1962,Pasolini 101,110,Italian,1.2457,7.872,435,7.8,NA,47796,mamma-roma-1962
235,The Leopard,1963,Standalone,186,Italian,2.8079,7.722,933,7.9,100,1040,the-leopard-1963
234,The Tin Drum,1979,Standalone,162,German,5.9858,6.954,523,7.4,63,659,the-tin-drum-1979
233,Stray Dog,1949,AK 100: 25 Films by Akira Kurosawa,122,Japanese,2.0094,7.6,347,7.8,NA,30368,stray-dog-1949
232,Floating Weeds,1959,Standalone,115,Japanese,1.3977,7.483,200,7.9,NA,46918,floating-weeds-1959
232,A Story of Floating Weeds,1934,Standalone,86,None Spoken,1.7553,7.2,64,7.6,NA,44163,a-story-of-floating-weeds-1934
231,The Testament of Dr. Mabuse,1933,Standalone,122,German,1.6126,7.62,279,7.9,NA,12206,the-testament-of-dr-mabuse-1933
230,3 Women,1977,Standalone,124,English,1.6154,7.119,339,7.7,82,41662,3-women-1977
229,Scenes from a Marriage,1974,Standalone,169,Swedish,1.2739,8.061,396,8.3,NA,133919,scenes-from-a-marriage-1974
229,Scenes from a Marriage,1973,Standalone,283,Swedish,4.757,8.067,142,8.5,NA,65170,scenes-from-a-marriage-1973
228,Salvatore Giuliano,1962,Standalone,119,Italian,0.6102,7.457,115,7.3,NA,27523,salvatore-giuliano-1962
227,Le Corbeau,1943,Standalone,92,French,1.0956,7.549,309,7.8,NA,29084,le-corbeau-1943
226,Onibaba,1964,Standalone,105,Japanese,2.609,7.673,470,7.8,NA,3763,onibaba-1964
225,Tunes of Glory,1960,Standalone,106,English,0.9485,7.1,61,7.5,NA,43048,tunes-of-glory-1960
224,Pickup on South Street,1953,Standalone,80,English,1.2772,7.391,317,7.6,NA,25955,pickup-on-south-street-1953
223,Maîtresse,1976,Standalone,112,French,2.2858,5.8,54,6.5,NA,46978,maîtresse-1976
222,Diary of a Country Priest,1951,Standalone,115,French,0.7293,7.5,280,7.7,NA,43376,diary-of-a-country-priest-1951
221,Ikiru,1952,AK 100: 25 Films by Akira Kurosawa,143,Japanese,4.8953,8.3,1319,8.3,92,3782,ikiru-1952
220,Naked Lunch,1991,Standalone,115,English,2.6749,7,1186,6.9,67,2742,naked-lunch-1991
219,La Strada,1954,Essential Fellini,115,Italian,1.4097,7.9,1154,8,NA,405,la-strada-1954
218,Le Cercle Rouge,1970,Standalone,140,French,1.3315,7.613,715,7.9,92,11657,le-cercle-rouge-1970
217,Tokyo Story,1953,Standalone,137,Japanese,3.3828,8.166,1201,8.1,100,18148,tokyo-story-1953
216,The Rules of the Game,1939,Standalone,110,French,1.4665,7.5,657,7.9,99,776,the-rules-of-the-game-1939
215,Knife in the Water,1962,Standalone,94,Polish,1.5642,7.283,467,7.4,83,11502,knife-in-the-water-1962
214,All That Money Can Buy,1941,Standalone,107,English,1.3877,7,96,7.6,NA,29451,all-that-money-can-buy-1941
213,Richard III,1955,Standalone,155,English,1.0855,7.177,96,7.3,88,43323,richard-iii-1955
212,Ingmar Bergman Makes a Movie,1963,Standalone,145,Swedish,0.8627,7.3,15,7.7,NA,50950,ingmar-bergman-makes-a-movie-1963
211,The Silence,1963,A Film Trilogy by Ingmar Bergman,95,Swedish,0.6741,7.5,397,7.7,NA,11506,the-silence-1963
210,Winter Light,1963,A Film Trilogy by Ingmar Bergman,80,Swedish,2.5354,7.894,493,8,NA,29455,winter-light-1963
209,Through a Glass Darkly,1961,A Film Trilogy by Ingmar Bergman,91,Swedish,1.0712,7.773,532,7.9,84,11602,through-a-glass-darkly-1961
207,The Pornographers,1966,Standalone,128,Japanese,1.9025,7.2,51,7.2,NA,42718,the-pornographers-1966
206,Lola,1981,The BRD Trilogy,113,German,2.6462,6.931,131,7.4,NA,2264,lola-1981
205,Veronika Voss,1982,The BRD Trilogy,105,German,0.8885,7.219,151,7.6,NA,2262,veronika-voss-1982
204,The Marriage of Maria Braun,1979,The BRD Trilogy,120,German,1.7881,7.4,295,7.7,NA,661,the-marriage-of-maria-braun-1979
202,Indiscretion of an American Wife,1953,Standalone,64,Italian,0.8448,5.9,52,6.2,NA,74585,indiscretion-of-an-american-wife-1953
201,Umberto D.,1952,Standalone,91,Italian,1.2111,7.88,728,8.1,92,833,umberto-d-1952
200,The Honeymoon Killers,1970,Standalone,108,English,0.7446,6.5,125,7,82,10237,the-honeymoon-killers-1970
199,Schizopolis,1996,Standalone,99,English,1.048,6.13,105,6.7,44,16375,schizopolis-1996
198,Ali: Fear Eats the Soul,1974,Standalone,93,German,1.4197,7.734,449,8,NA,216,ali-fear-eats-the-soul-1974
197,Night and Fog,1956,Standalone,32,French,2.3683,8.252,552,8.6,NA,803,night-and-fog-1956
196,Hiroshima Mon Amour,1959,Standalone,92,French,2.109,7.675,914,7.8,NA,5544,hiroshima-mon-amour-1959
195,The Fiancés,1963,Standalone,84,Italian,0.8401,7.6,65,7.6,NA,66180,the-fiancés-1963
194,Il Posto,1961,Standalone,98,Italian,1.795,7.659,176,7.9,NA,31742,il-posto-1961
193,Jenny Lamour,1947,Standalone,108,French,0.8187,7.513,191,7.7,89,49842,jenny-lamour-1947
192,Coup de Grâce,1976,Standalone,95,German,1.2892,6.269,26,6.9,NA,42226,coup-de-grâce-1976
191,Jubilee,1978,Standalone,106,English,1.066,5.9,78,5.9,79,41426,jubilee-1978
190,Throne of Blood,1957,AK 100: 25 Films by Akira Kurosawa,108,Japanese,3.8025,7.9,965,8,NA,3777,throne-of-blood-1957
189,The White Sheik,1952,Essential Fellini,83,Italian,1.0369,7.2,286,7.2,NA,43361,the-white-sheik-1952
188,Love on the Run,1979,The Adventures of Antoine Doinel,93,French,1.2964,7,211,7,NA,259,love-on-the-run-1979
187,Bed and Board,1970,The Adventures of Antoine Doinel,97,French,1.5399,7.1,304,7.4,NA,258,bed-and-board-1970
186,Stolen Kisses,1968,The Adventures of Antoine Doinel,90,French,1.1179,7.3,456,7.5,NA,255,stolen-kisses-1968
184,Lovesong,2001,By Brakhage: An Anthology Volume One,11,English,0.2911,5.2,32,6.2,NA,126218,lovesong-2001
184,Comingled Containers,1996,By Brakhage: An Anthology Volume One,3,English,0.2998,6.3,44,6.5,NA,126216,comingled-containers-1996
184,The Dark Tower,1999,By Brakhage: An Anthology Volume One,3,English,0.315,5.7,36,5.7,NA,126215,the-dark-tower-1999
184,Crack Glass Eulogy,1991,By Brakhage: An Anthology Volume One,6,English,0.23,5.5,24,5.3,NA,126213,crack-glass-eulogy-1991
184,Stellar,1993,By Brakhage: An Anthology Volume One,2,English,0.2019,6.4,59,6.4,NA,126208,stellar-1993
184,Study in Color and Black and White,1993,By Brakhage: An Anthology Volume One,2,English,0.0816,4.8,28,4.9,NA,105717,study-in-color-and-black-and-white-1993
184,Black Ice,1994,By Brakhage: An Anthology Volume One,3,English,0.1663,5.991,54,6.4,NA,126204,black-ice-1994
184,Untitled (For Marilyn),1992,By Brakhage: An Anthology Volume One,11,English,0.3462,5.8,26,6.3,NA,126202,untitled-for-marilyn-1992
184,Delicacies of Molten Horror Synapse,1991,By Brakhage: An Anthology Volume One,10,English,0.1107,5.2,29,5.9,NA,57657,delicacies-of-molten-horror-synapse-1991
184,Glaze of Cathexis,1990,By Brakhage: An Anthology Volume One,3,None Spoken,0.623,5.3,42,5.7,NA,104407,glaze-of-cathexis-1990
184,Rage Net,1988,By Brakhage: An Anthology Volume One,1,English,0.4607,5.2,48,5.8,NA,126200,rage-net-1988
184,Night Music,1986,By Brakhage: An Anthology Volume One,1,English,0.7351,5.4,55,6,NA,126197,night-music-1986
184,The Dante Quartet,1987,By Brakhage: An Anthology Volume One,6,English,0.2065,6.272,57,6.8,NA,126194,the-dante-quartet-1987
184,I... Dreaming,1988,By Brakhage: An Anthology Volume One,7,English,0.1366,5.6,34,5.9,NA,126193,i-dreaming-1988
184,Kindering,1987,By Brakhage: An Anthology Volume One,3,English,0.6282,5.1,34,5.4,NA,126192,kindering-1987
184,The Stars Are Beautiful,1974,By Brakhage: An Anthology Volume One,19,English,0.0997,5,22,5.5,NA,126187,the-stars-are-beautiful-1974
184,The Garden of Earthly Delights,1981,By Brakhage: An Anthology Volume One,2,English,0.0756,6.036,42,6.4,NA,126189,the-garden-of-earthly-delights-1981
184,The Wold-Shadow,1972,By Brakhage: An Anthology Volume One,3,English,0.4417,5.3,39,5.5,NA,97517,the-woldshadow-1972
184,Eye Myth,1967,By Brakhage: An Anthology Volume One,1,English,0.2247,5.383,64,5.9,NA,97516,eye-myth-1967
184,Mothlight,1963,By Brakhage: An Anthology Volume One,4,English,1.6494,5.641,99,6.2,NA,97514,mothlight-1963
184,Window Water Baby Moving,1959,By Brakhage: An Anthology Volume One,13,English,0.443,6.847,72,7.5,NA,97513,window-water-baby-moving-1959
184,Cat's Cradle,1959,By Brakhage: An Anthology Volume One,6,English,0.4641,5.8,37,5.9,NA,97509,cats-cradle-1959
184,The Act of Seeing with One's Own Eyes,1972,By Brakhage: An Anthology Volume One,32,English,0.3477,6.3,59,6.9,NA,126132,the-act-of-seeing-with-ones-own-eyes-1972
184,Dog Star Man: Part IV,1964,By Brakhage: An Anthology Volume One,6,English,0.0994,6,41,6.3,NA,127323,dog-star-man-part-iv-1964
184,Dog Star Man: Part III,1964,By Brakhage: An Anthology Volume One,11,English,0.189,6.024,42,6.3,NA,127320,dog-star-man-part-iii-1964
184,Dog Star Man: Part II,1964,By Brakhage: An Anthology Volume One,7,English,0.0977,6.349,43,6.3,NA,127148,dog-star-man-part-ii-1964
184,Dog Star Man: Part I,1963,By Brakhage: An Anthology Volume One,30,English,0.1863,6.112,49,6,NA,85110,dog-star-man-part-i-1963
184,Prelude: Dog Star Man,1962,By Brakhage: An Anthology Volume One,25,English,0.6872,6,51,6.3,NA,126692,prelude-dog-star-man-1962
184,Wedlock House: An Intercourse,1959,By Brakhage: An Anthology Volume One,11,English,0.8644,5.423,26,6.2,NA,126128,wedlock-house-an-intercourse-1959
184,Desistfilm,1954,By Brakhage: An Anthology Volume One,7,English,0.4092,5.5,39,5.8,NA,126124,desistfilm-1954
183,Les Dames du bois de Boulogne,1945,Standalone,84,French,0.8706,6.9,117,7.2,NA,49845,les-dames-du-bois-de-boulogne-1945
182,Straw Dogs,1971,Standalone,116,English,3.3463,7.161,1042,7.4,75,994,straw-dogs-1971
181,I Am Curious (Blue),1968,I Am Curious... Box Set,107,Swedish,0.8535,5.4,35,6,NA,45690,i-am-curious-blue-1968
180,I Am Curious (Yellow),1967,I Am Curious... Box Set,121,Swedish,0.5915,5.7,76,6,NA,42695,i-am-curious-yellow-1967
178,My Life as a Dog,1985,Standalone,102,Swedish,1.7578,7.22,288,7.6,82,8816,my-life-as-a-dog-1985
177,The Lost Honor of Katharina Blum,1975,Standalone,104,German,0.8931,6.9,102,7.3,NA,4762,the-lost-honor-of-katharina-blum-1975
176,The Killers,1964,Standalone,93,English,1.1417,6.888,201,7,72,24229,the-killers-1964
176,The Killers,1946,Standalone,103,English,65.2661,7.3,430,7.7,NA,14638,the-killers-1946
175,Fear and Loathing in Las Vegas,1998,Standalone,118,English,4.4985,7.207,4964,7.5,41,1878,fear-and-loathing-in-las-vegas-1998
174,Band of Outsiders,1964,10 Years of Rialto Pictures,97,French,1.7735,7.484,601,7.6,93,8073,band-of-outsiders-1964
173,The Life and Death of Colonel Blimp,1943,Standalone,163,English,1.2795,7.44,267,8,NA,25037,the-life-and-death-of-colonel-blimp-1943
172,Pépé le Moko,1937,Standalone,94,French,1.1245,7.226,190,7.6,98,26252,pépé-le-moko-1937
171,Contempt,1963,Standalone,103,French,1.7734,7,945,7.4,NA,266,contempt-1963
170,Trouble in Paradise,1932,Standalone,83,English,1.0072,7.4,304,7.9,NA,195,trouble-in-paradise-1932
169,Shake! Otis at Monterey,1987,The Complete Monterey Pop Festival,19,English,0.3817,7.2,31,7.9,NA,61708,shake-otis-at-monterey-1987
169,Jimi Plays Monterey,1986,The Complete Monterey Pop Festival,50,English,0.5883,7.483,29,8.1,NA,26028,jimi-plays-monterey-1986
168,Monterey Pop,1968,The Complete Monterey Pop Festival,80,English,0.785,7.3,94,7.9,77,42632,monterey-pop-1968
166,Down by Law,1986,Standalone,106,English,2.2394,7.345,829,7.7,75,1554,down-by-law-1986
165,Man Bites Dog,1992,Standalone,96,French,1.9088,7.227,995,7.4,67,10086,man-bites-dog-1992
164,Solaris,1972,Standalone,167,Russian,3.6831,7.8,1808,7.9,93,593,solaris-1972
163,Hopscotch,1980,Standalone,104,English,1.3465,7.003,175,7.1,NA,32030,hopscotch-1980
162,Ratcatcher,1999,Standalone,94,English,0.8871,7.1,237,7.5,77,29698,ratcatcher-1999
161,Under the Roofs of Paris,1930,Standalone,92,French,0.5071,6.577,65,7,NA,54419,under-the-roofs-of-paris-1930
160,À Nous la Liberté,1931,Standalone,95,French,0.4663,7.004,115,7.4,NA,31514,à-nous-la-liberté-1931
159,Red Beard,1965,AK 100: 25 Films by Akira Kurosawa,185,Japanese,3.2495,8.139,403,8.3,90,3780,red-beard-1965
158,The Importance of Being Earnest,1952,Standalone,95,English,0.9737,7.2,121,7.4,NA,20324,the-importance-of-being-earnest-1952
157,The Royal Tenenbaums,2001,The Wes Anderson Archive,110,English,4.4048,7.46,4941,7.6,76,9428,the-royal-tenenbaums-2001
156,Hearts and Minds,1974,Standalone,112,English,0.8454,7.6,93,8.2,68,42449,hearts-and-minds-1974
155,Tokyo Olympiad,1965,100 Years of Olympic Films,170,Japanese,1.0936,7.7,50,7.8,NA,43618,tokyo-olympiad-1965
154,The Horse's Mouth,1958,Standalone,95,English,0.9304,6.7,46,6.9,NA,43139,the-horses-mouth-1958
153,General Idi Amin Dada,1974,Standalone,90,French,0.555,7,34,7.3,NA,36665,general-idi-amin-dada-1974
152,George Washington,2000,Standalone,90,English,0.7099,6.6,121,7.2,82,18292,george-washington-2000
151,Traffic,2000,Standalone,147,English,7.0939,7.082,2362,7.5,86,1900,traffic-2000
150,Bob le Flambeur,1956,Standalone,103,French,0.8867,7.3,292,7.6,80,26030,bob-le-flambeur-1956
149,Juliet of the Spirits,1965,Essential Fellini,148,Italian,1.0754,7.208,334,7.4,84,19120,juliet-of-the-spirits-1965
148,Ballad of a Soldier,1959,Standalone,89,Russian,1.232,7.9,214,8.2,NA,46592,ballad-of-a-soldier-1959
147,In the Mood for Love,2000,World of Wong Kar-wai,99,Cantonese,7.6964,8.1,3192,8,87,843,in-the-mood-for-love-2000
146,The Cranes Are Flying,1957,Standalone,97,Russian,3.1038,7.921,444,8.3,76,38360,the-cranes-are-flying-1957
145,The Firemen's Ball,1967,Standalone,73,Czech,1.3846,7.1,247,7.4,NA,38442,the-firemens-ball-1967
144,Loves of a Blonde,1965,Standalone,81,Czech,0.8402,6.989,189,7.4,NA,39387,loves-of-a-blonde-1965
143,That Obscure Object of Desire,1977,Standalone,103,French,1.6853,7.446,437,7.8,84,5781,that-obscure-object-of-desire-1977
142,The Last Wave,1977,Standalone,106,English,1.1858,6.704,211,6.9,85,72277,the-last-wave-1977
141,Children of Paradise,1945,Standalone,190,French,1.5435,8.1,449,8.3,96,2457,children-of-paradise-1945
140,8½,1963,Essential Fellini,139,Italian,3.8937,8.11,2495,8,93,422,8½-1963
139,Wild Strawberries,1957,Ingmar Bergman: Four Masterworks,91,Swedish,2.7117,8.082,1782,8.1,88,614,wild-strawberries-1957
138,Rashomon,1950,AK 100: 25 Films by Akira Kurosawa,88,Japanese,5.6058,8.043,2474,8.1,98,548,rashomon-1950
137,Notorious,1946,Wrong Men & Notorious Women: Five Hitchcock Thrillers,103,English,3.2734,7.73,1728,7.9,100,303,notorious-1946
136,Spellbound,1945,Wrong Men & Notorious Women: Five Hitchcock Thrillers,111,English,1.8364,7.394,960,7.5,78,4174,spellbound-1945
135,Rebecca,1940,Wrong Men & Notorious Women: Five Hitchcock Thrillers,130,English,3.6861,7.893,1946,8.1,86,223,rebecca-1940
134,Häxan,1922,Standalone,105,None Spoken,1.3187,7.6,428,7.6,NA,57283,häxan-1922
133,The Vanishing,1988,Standalone,106,Dutch; Flemish,3.1112,7.438,787,7.7,NA,8740,the-vanishing-1988
132,The Ruling Class,1972,Standalone,154,English,1.5878,6.4,94,7.2,NA,30892,the-ruling-class-1972
131,Closely Watched Trains,1966,Standalone,93,Czech,0.8946,7.206,264,7.6,NA,789,closely-watched-trains-1966
130,The Shop on Main Street,1965,Standalone,128,Slovak,0.9437,7.093,226,8.2,NA,25905,the-shop-on-main-street-1965
129,Le Trou,1960,Standalone,132,French,4.5078,8.257,559,8.5,NA,29259,le-trou-1960
128,Carl Th. Dreyer: My Metier,1995,Carl Theodor Dreyer Box Set,96,Danish,0.4984,5.9,26,6.7,NA,66133,carl-th-dreyer-my-metier-1995
127,Gertrud,1964,Carl Theodor Dreyer Box Set,119,Danish,1.2283,7.215,172,7.3,NA,34181,gertrud-1964
126,Ordet,1955,Carl Theodor Dreyer Box Set,125,Danish,1.4252,7.939,408,8.2,NA,48035,ordet-1955
125,Day of Wrath,1943,Carl Theodor Dreyer Box Set,97,Danish,2.2941,7.978,249,8.1,NA,41391,day-of-wrath-1943
123,Grey Gardens,1975,Standalone,95,English,0.9224,7.308,245,7.5,83,17346,grey-gardens-1975
122,Salesman,1969,Standalone,90,English,1.2313,7.137,95,7.7,80,27375,salesman-1969
121,Billy Liar,1963,10 Years of Rialto Pictures,98,English,1.043,6.8,124,7.2,82,26535,billy-liar-1963
120,How to Get Ahead in Advertising,1989,Standalone,95,English,1.0801,6.2,104,6.8,NA,14776,how-to-get-ahead-in-advertising-1989
119,Withnail & I,1987,Standalone,108,English,2.4831,7.2,613,7.5,NA,13446,withnail-i-1987
118,Sullivan's Travels,1941,Standalone,91,English,1.781,7.4,503,7.9,89,16305,sullivans-travels-1941
117,Diary of a Chambermaid,1964,Standalone,97,French,1.1314,7.1,229,7.4,NA,36245,diary-of-a-chambermaid-1964
116,The Hidden Fortress,1958,AK 100: 25 Films by Akira Kurosawa,139,Japanese,2.6081,7.976,687,8,89,1059,the-hidden-fortress-1958
115,Rififi,1955,10 Years of Rialto Pictures,118,French,1.8497,7.773,629,8.1,97,934,rififi-1955
114,My Man Godfrey,1936,Standalone,95,English,1.2352,7.575,386,7.9,82,13562,my-man-godfrey-1936
113,Big Deal on Madonna Street,1958,Standalone,106,Italian,1.426,8.086,771,7.9,NA,24382,big-deal-on-madonna-street-1958
112,PlayTime,1967,Standalone,115,French,1.7642,7.7,651,7.8,99,10227,playtime-1967
111,Mon Oncle,1958,Standalone,118,French,1.246,7.4,608,7.7,NA,427,mon-oncle-1958
110,Monsieur Hulot's Holiday,1953,Standalone,87,French,0.9918,6.9,517,7.3,90,778,monsieur-hulots-holiday-1953
109,The Scarlet Empress,1934,Standalone,104,English,1.1058,6.9,141,7.5,NA,31527,the-scarlet-empress-1934
108,The Rock,1996,Standalone,137,English,7.337,7.139,5109,7.4,58,9802,the-rock-1996
107,Mona Lisa,1986,Standalone,105,English,1.577,6.898,288,7.3,85,10002,mona-lisa-1986
106,Coup de Torchon,1981,Standalone,128,French,1.2815,7.002,212,7.3,NA,35797,coup-de-torchon-1981
105,Spartacus,1960,Standalone,197,English,5.6963,7.532,2343,7.9,87,967,spartacus-1960
104,Double Suicide,1969,Standalone,105,Japanese,1.9219,6.86,57,7.6,NA,45713,double-suicide-1969
103,The Lady Eve,1941,Standalone,97,English,1.5356,7.2,390,7.7,96,3086,the-lady-eve-1941
102,The Discreet Charm of the Bourgeoisie,1972,10 Years of Rialto Pictures,101,French,2.4382,7.452,899,7.8,93,4593,the-discreet-charm-of-the-bourgeoisie-1972
101,Cries and Whispers,1972,Standalone,95,Swedish,1.2994,7.9,768,7.9,NA,10238,cries-and-whispers-1972
100,Beastie Boys: Video Anthology,2000,Standalone,65,English,0.77,7.2,23,8.3,NA,283462,beastie-boys-video-anthology-2000
99,Gimme Shelter,1970,Standalone,92,English,1.7192,7.309,191,7.8,85,132,gimme-shelter-1970
98,L'Avventura,1960,Standalone,144,Italian,1.8107,7.535,748,7.7,NA,5165,lavventura-1960
97,Do the Right Thing,1989,Standalone,120,English,3.9945,7.761,1960,7.9,93,925,do-the-right-thing-1989
