movie_id,genre
the-grand-budapest-hotel-2014,Comedy
the-grand-budapest-hotel-2014,Drama
destry-rides-again-1939,Western
destry-rides-again-1939,Comedy
the-cremator-1969,Horror
the-cremator-1969,Drama
the-cremator-1969,Comedy
the-prince-of-tides-1991,Drama
the-prince-of-tides-1991,Romance
show-boat-1936,Music
show-boat-1936,Romance
show-boat-1936,Drama
show-boat-1936,Comedy
leave-her-to-heaven-1945,Drama
leave-her-to-heaven-1945,Thriller
leave-her-to-heaven-1945,Romance
bamboozled-2000,Comedy
bamboozled-2000,Drama
paris-is-burning-1990,Documentary
the-fabulous-baron-munchausen-1962,Animation
the-fabulous-baron-munchausen-1962,Fantasy
the-fabulous-baron-munchausen-1962,Adventure
the-fabulous-baron-munchausen-1962,Comedy
the-fabulous-world-of-jules-verne-1958,Adventure
the-fabulous-world-of-jules-verne-1958,Science Fiction
journey-to-the-beginning-of-time-1955,Adventure
journey-to-the-beginning-of-time-1955,Fantasy
journey-to-the-beginning-of-time-1955,Family
roma-2018,Drama
theorem-1968,Mystery
theorem-1968,Drama
all-about-my-mother-1999,Comedy
all-about-my-mother-1999,Drama
fail-safe-1964,Thriller
fail-safe-1964,Drama
fail-safe-1964,War
the-little-soldier-1963,Drama
the-little-soldier-1963,Romance
holiday-1938,Comedy
holiday-1938,Romance
holiday-1938,Drama
old-joy-2006,Drama
until-the-end-of-the-world-1991,Drama
until-the-end-of-the-world-1991,Science Fiction
until-the-end-of-the-world-1991,Adventure
the-story-of-temple-drake-1933,Crime
the-story-of-temple-drake-1933,Drama
cold-war-2018,Romance
cold-war-2018,Music
cold-war-2018,Drama
now-voyager-1942,Romance
now-voyager-1942,Drama
all-about-eve-1950,Drama
betty-blue-1986,Drama
betty-blue-1986,Romance
the-daytrippers-1996,Comedy
the-daytrippers-1996,Drama
terror-of-mechagodzilla-1975,Science Fiction
terror-of-mechagodzilla-1975,Action
terror-of-mechagodzilla-1975,Drama
godzilla-vs-mechagodzilla-1974,Action
godzilla-vs-mechagodzilla-1974,Adventure
godzilla-vs-mechagodzilla-1974,Science Fiction
godzilla-vs-megalon-1973,Action
godzilla-vs-megalon-1973,Adventure
godzilla-vs-megalon-1973,Science Fiction
godzilla-vs-megalon-1973,Fantasy
godzilla-vs-gigan-1972,Action
godzilla-vs-gigan-1972,Adventure
godzilla-vs-gigan-1972,Science Fiction
godzilla-vs-hedorah-1971,Science Fiction
godzilla-vs-hedorah-1971,Action
godzilla-vs-hedorah-1971,Horror
all-monsters-attack-1969,Fantasy
all-monsters-attack-1969,Science Fiction
all-monsters-attack-1969,Family
destroy-all-monsters-1968,Science Fiction
destroy-all-monsters-1968,Action
son-of-godzilla-1967,Adventure
son-of-godzilla-1967,Family
son-of-godzilla-1967,Science Fiction
ebirah-horror-of-the-deep-1966,Science Fiction
ebirah-horror-of-the-deep-1966,Action
ebirah-horror-of-the-deep-1966,Fantasy
invasion-of-astromonster-1965,Science Fiction
invasion-of-astromonster-1965,Action
ghidorah-the-threeheaded-monster-1964,Science Fiction
ghidorah-the-threeheaded-monster-1964,Action
ghidorah-the-threeheaded-monster-1964,Fantasy
ghidorah-the-threeheaded-monster-1964,Thriller
mothra-vs-godzilla-1964,Drama
mothra-vs-godzilla-1964,Action
mothra-vs-godzilla-1964,Science Fiction
king-kong-vs-godzilla-1963,Science Fiction
king-kong-vs-godzilla-1963,Comedy
king-kong-vs-godzilla-1963,Adventure
king-kong-vs-godzilla-1963,Fantasy
king-kong-vs-godzilla-1963,Action
king-kong-vs-godzilla-1962,Science Fiction
king-kong-vs-godzilla-1962,Comedy
king-kong-vs-godzilla-1962,Adventure
king-kong-vs-godzilla-1962,Fantasy
king-kong-vs-godzilla-1962,Action
godzilla-raids-again-1955,Science Fiction
